entity_id,name,asset_class,liquidity_band,horizon_years,tech_enabled,tier,confidence,website,exit_quote,audit_flag,source_note,country,allocator,evidence_signal,liquidity_evidence_url,liquidity_evidence_note
timia-capital,TIMIA Capital,Under Review,,,yes,in_disguise,high,https://timiacapital.com/,ithout dilution reservoir-r2 2026-06-06: explicit alternative-to-VC + non-dilutive for bootstrapped/lightly-capitalized B2B tech (Lighter Ca,"special_note confirmed from live page: debt/RBF-style lender — Under Review verified; loan tenors (2-6y) are debt terms, not company exit horizons","reservoir-r2 2026-06-06: explicit alternative-to-VC + non-dilutive for bootstrapped/lightly-capitalized B2B tech (Lighter Capital archetype). Nimble. Inline-verified; no disqualifier. | 2026-07-02 user-directed -> Under Review; revenue-based lender (non-dilutive); return = loan repayment, not a company exit | audited 2026-07-02: https://timiacapital.com/",Canada,yes,"Self-describes as providing debt capital to B2B technology companies with $2M-$20M ARR via interest-only and amortized term loans, so tech entrepreneurs keep equity and control; cites $200M in loan facilities written across 80 portfolio companies since 2015.",,
saas-group,saas.group,Permanent,Unknown,,yes,in_disguise,med,https://saas.group/,,"needs_review: no explicit permanent-hold or exit-philosophy language found on homepage or /about/ (manifesto and sell-your-saas pages 404); Permanent classification rests on holdco acquisition model. Multi-jurisdiction footprint (US HQ listed first, plus German GmbH and French SAS legal entities).",reservoir-r4 2026-06-06: permanent-hold acquirer of bootstrapped SaaS (S2 deal-profile + bootstrapper mindset). Tech-enabled. Overturns stale prior-reject on current on-page evidence. Inline-verified. | audited 2026-07-02: https://saas.group/,United States,yes,"Describes itself as an acquirer of small and mid-sized profitable SaaS companies ($1M-10M ARR, 5+ years operating, majority recurring revenue) with a bootstrapper mindset, offering post-acquisition product/marketing/growth support to founders' teams.",,
silversmith-capital,Silversmith Capital Partners,SMV,SMV,,yes,in_disguise,med,https://www.silversmith.com/approach,nvestment criterion; backs constrained-resource growth). Tech-enabled growth equity. Inline-verified on /approach; no power-law disqualifier,"GROUP 6 CONFLICT: owner directive said 'move all Group 6 to Impact' but fetched page shows SaaS/healthcare growth equity with zero impact/mission-driven language (only portfolio-company charity metrics) — proposing KEEP SMV, do NOT relabel to Impact; needs owner resolution. Also: large check sizes ($20-125M) and no stated exit horizon mean traditional-growth-equity boundary is worth a look; pre-existing reaudit/low-confidence in_disguise flags stand.","REAUDIT-FLAG: large growth-equity PE ($20-125M checks, $2B+); genuine 'capital efficient / breakeven or profitable' criterion but exit-driven fund. Borderline - re-review. | audited 2026-07-02: https://www.silversmith.com/approach",United States,yes,"Describes itself as a growth equity firm making $20-125M investments in SaaS & Information Services and Healthcare IT & Services companies with greater than $10M revenue, greater than 20% growth, breakeven or profitable, led by passionate subject matter experts.",,
invictus-growth,Invictus Growth Partners,SMV,SMV,,yes,in_disguise,med,https://www.invictusgrowth.com/,,no stated exit horizon or outcome-size philosophy on homepage; SMV rests on bootstrapped/capital-efficient SaaS investment criteria,"discovery-r6 2026-06-06: S2 deal-profile (invests in bootstrapped OR capital-efficient B2B SaaS, $10M+ ARR). Tech-enabled. Inline-verified on own page; no power-law disqualifier. | audited 2026-07-02: https://www.invictusgrowth.com/",United States,yes,"Describes itself as investing via buyout and growth structures in Software-as-a-Service business models with $10 million+ annual recurring revenue that are bootstrapped or capital-efficient, citing 21 exits as investors and operators.",,
updata-partners,Updata Partners,SMV,SMV,,yes,in_disguise,med,https://updata.com/approach/,Positioning the business for a premium outcome through operational rigor and a compelling long-term growth story.,"stored URL /approach/ is a thin value-creation marketing page — homepage carries the investment criteria; upper check size ($200M) is large, but explicit bootstrapped/capital-efficiency/non-Bay-Area thesis supports non-power-law orientation","discovery-r6 2026-06-06: S2 deal-profile (bootstrapped or lightly-capitalized software, capital-efficiency thesis). Tech-enabled growth equity. Inline-verified; no disqualifier. | audited 2026-07-02: https://updata.com/",United States,yes,"Describes itself as 'Growth Equity for Technology Leaders' investing $20-200M equity in growth-stage B2B software and AI-driven companies with $5-50M ARR and 25-100%+ growth that are bootstrapped or lightly capitalized and non-Bay Area, seeking leaders with a growth mindset and an appreciation for capital efficiency.",,
apex-point-equity,Apex Point Equity,Under Review,Unknown,,yes,in_disguise,med,https://apexpointequity.com,"We are a Micro Private Equity fund focused on acquiring, accelerating, and selling SaaS businesses.","propose SMV->Nimble (do NOT auto-apply per reconciliation rule): explicit acquire-accelerate-sell micro-PE cycle on sub-$1M-ARR SaaS suggests fast liquidity in smaller markets, but no hold timeline is stated. needs_review: HQ country not stated on site and web search inconclusive; site is thin (no fund size, no address, only obfuscated contact email). | owner-ruling 2026-07-03: Under Review - micro-PE acquisition model, cf. secondaries cluster ruling","intake-r8 2026-06-06: S2 deal-profile (invests in bootstrapped $500k+ ARR SaaS, SMB/PLG). Tech-enabled. Inline-verified; no disqualifier. | audited 2026-07-02: https://apexpointequity.com",Unknown,yes,"Describes itself as a micro private equity fund that acquires, accelerates, and sells SaaS businesses, targeting B2B SaaS that is founder-led and bootstrapped with $500k+ ARR needing to scale sales (SMB focus) and/or marketing (PLG focus).",,
argentum-group,Argentum Group,SMV,SMV,,yes,in_disguise,high,https://argentumgroup.com/about,capital-efficient entrepreneurs building B2B software). Tech-enabled growth equity. Inline-verified; no disqualifier. intake-r8 2026-06-06:,no explicit holding period stated; testimonials reference successful exits including one $1B+ transaction (ChromeRiver/Certify) as an outlier outcome,"intake-r8 2026-06-06: S2 deal-profile (supports bootstrap, capital-efficient entrepreneurs building B2B software). Tech-enabled growth equity. Inline-verified; no disqualifier. | audited 2026-07-02: https://argentumgroup.com/about",United States,yes,"Describes itself as a growth equity firm that partners with bootstrap entrepreneurs in B2B software, technology-enabled services, healthcare, and business services companies seeking $5-15 million of capital to accelerate growth, fund acquisitions, or generate shareholder liquidity.",,
long-holding-company,Long Holding Company,Permanent,Permanent,,partial,in_disguise,high,https://www.longholdco.com/,Our goal is to own every business we acquire forever.,"tech_enabled is partial per intake and confirmed by page: targets span software/data AND non-software publications and live events ('publications, data, and live events')","reservoir-r13 2026-06-06: strong permanent-hold signal (we acquire forever / permanent home / no intention to sell). Acquires B2B information brands (publications, data, live events) + software -> tec | audited 2026-07-02: https://www.longholdco.com/",United States,yes,"Describes itself as a buy-and-hold-forever acquirer that partners with owners of B2B information and software businesses to grow their legacy, targeting founder-owned market leaders with $1-5M EBITDA, high recurring revenue, 90%+ retention, and 10+ years of operating history.",,
beacon-software,Beacon Software,Permanent,Permanent,,yes,in_disguise,high,https://beaconsoftware.com/,We acquire businesses and hold them forever.,,reservoir-r14 2026-06-06: permanent-hold software acquirer with explicit anti-PE-flip rejection (Unlike traditional private equity ... not to resell ... 3-5 years that jeopardize long-term). Tech-enab | audited 2026-07-02: https://beaconsoftware.com/,Canada,yes,"Describes itself as a permanent holding company that acquires and grows essential vertical-market software businesses their customers rely on every day, targeting $1M+ annual recurring revenue, 3+ years operating, deep customer retention, profitable or close to it.",,
penntech-holdings,PennTech Holdings,Permanent,Permanent,,yes,in_disguise,high,https://www.penn-tech.com/,"We don't buy to sell. We're here to build—with patience, purpose, and a commitment to sustainable growth for decades, not quarters.",needs_review: HQ country not stated anywhere on homepage or /about (only a Wharton logo and a generic contact email); one web search inconclusive; British spelling 'honouring' on about page is a weak non-US hint only,reservoir-r15 2026-06-07: permanent-hold acquirer of profitable B2B technology companies w/ explicit anti-PE-flip. Tech-enabled. Inline-verified; no DQ. | audited 2026-07-02: https://www.penn-tech.com/,Unknown,yes,"Describes itself as a holding company of operators and investors with a long-term mindset that acquires and grows profitable B2B software and tech-enabled services companies, building enduring businesses while honouring the values that made them great.",,
workhorse-capital,Workhorse Capital,SMV,SMV,,yes,in_disguise,med,https://workhorsegrowth.com/,,no stated exit horizon; HQ country from third-party sources (site lists phone/email only),"reservoir-r15 2026-06-07: explicit anti-unicorn self-positioning (unicorn is mythical) + bootstrapper focus, software. SMV. Inline-verified; the unicorn mentions are anti-unicorn, not power-law. | audited 2026-07-02: https://workhorsegrowth.com/",United States,yes,"Describes itself as a growth equity partner to owners and entrepreneurs of already successful software and technology-enabled services businesses with recurring revenue models, positioning its growth capital as a catalyst for faster, profitable growth.",,
xo-capital,XO Capital,Permanent,Unknown,,yes,in_disguise,med,https://www.xo.capital/,,"no explicit hold-horizon or exit language on homepage; /about returned 404; third-party profiles list prior exits, so Permanent reading rests on buy-and-operate self-description","reservoir-r15 2026-06-07: buy-and-operate (permanent-hold) micro-SaaS holdco targeting bootstrapped/indie companies. Tech-enabled. Inline-verified; unicorn mention is podcast context, not model. | audited 2026-07-02: https://www.xo.capital/",United States,yes,"Describes itself as an experienced team of operators who 'buy & operate SaaS companies', focused on B2B SaaS, engineering and growth, and 'interested in growing your company, not shutting it down.'",,
tangle-ventures,Tangle Ventures,Permanent,Permanent,,yes,in_disguise,high,https://tangleventures.io/,compounding value over decades,hybrid self-description (venture studio + M&A firm); Permanent retained on decades-hold language — Studio is a plausible secondary reading,"proxy-r19 2026-06-07: permanent-hold digital/software acquirer, compounds over decades, capital-efficient, Companies Held 8. JS-rendered (verified via reader proxy). Tech-enabled. | audited 2026-07-02: https://tangleventures.io/",United States,yes,"Self-describes as 'a venture studio and M&A firm acquiring profitable, overlooked digital businesses, installing operators, and compounding value over decades'; portfolio is software-heavy (MarTech, SaaS, FinTech) with 'structured financing through our internal capital network.'",,
tatonic-ventures,Tatonic Ventures,Permanent,Permanent,,yes,verified,high,https://www.tatonic.net/,"We buy and hold forever. No forced exits, no artificial timelines — long-term alignment with the people who built the business.","portfolio not exclusively tech (also professional services, entertainment) — tech_enabled kept true on AI/SaaS holdings",Hand-verified on Exa raw markdown of tatonic.net (own homepage). Explicit permanent-hold self-ID: 'permanent holding company... not the exit'; 'We buy and hold forever. No forced exits'; '0 Forced Exi | audited 2026-07-02: https://www.tatonic.net/,United States,yes,"Self-describes as 'a permanent holding company' investing in founder-led businesses 'for the long term, not the exit', with explicit 'buy and hold forever' and '0 Forced Exits' language.",,
acadian-software,Acadian Software,SMV,Unknown,,yes,in_disguise,med,https://www.acadiansoftware.com/,we are prepared to hold an investment for many years,long-hold language ('many years') borders Permanent but no explicit no-exit stance; site notes it is 'backed by a dozen of the world's leading PE investors' (LP-backed),"Hand-verified on Exa raw markdown of acadiansoftware.com (own homepage + Who We Are). S2+S3: invests in proven, capital-efficient SaaS 'without consuming large amounts of equity capital' and holds 'fo | audited 2026-07-02: https://www.acadiansoftware.com/",United States,yes,"Self-describes as 'a long term capital growth partner for enduring, successful businesses' investing in 'bold, proven SaaS businesses with strong fundamentals' that 'delight customers in defined vertical markets.'",,
nyo-capital,NYO Capital,SMV,SMV,,yes,in_disguise,med,https://nyocapital.com/,NYO Capital is a growth equity firm with a specialized focus on nurturing and investing,prior band 'SMV' not confirmed by on-site language — no exit/horizon stated; band set Unknown pending better evidence,"Hand-verified on Exa raw markdown of nyocapital.com (own About page). S2 bootstrapped deal-profile (Mainsail/Sequel archetype): 'specialized focus on... investing in bootstrapped, founder-led software | audited 2026-07-02: https://nyocapital.com/",United States,yes,"Self-describes as 'a growth equity firm with a specialized focus on nurturing and investing in bootstrapped, founder-led software companies', emphasizing sustainable growth strategies and a long-term perspective with enduring partnerships.",,
noygear,Noygear (Aware Partners),Studio,Permanent,,yes,in_disguise,med,https://noygear.ai/,Permanent capital means no liquidation pressure.,"prior audit_flag 'REVIEW: low-confidence in_disguise' — page self-description supports a genuine build-and-own studio, but HQ undisclosed, third-party web footprint thin (search found no coverage of Noygear/Aware Partners), and on-chain/RWA framing ('real economic activity on-chain') warrants monitoring",Hand-verified on Exa raw markdown of noygear.ai (own homepage). Build-to-keep venture-studio arm of Aware Partners (single family-office-controlled PE fund). Structural no-forced-exit signal: 'Permane | audited 2026-07-02: https://noygear.ai/,Unknown,yes,"Self-describes as 'the startup studio arm of Aware Partners, a single family-office controlled private equity fund', building 'a small, deliberate portfolio of real-economy software companies' (CRE, med-tech, ed-tech) 'funded from a single balance sheet' with no fund clock.",,
edited-capital,Edited Capital,SMV,SMV,7,yes,in_disguise,med,https://editedcapital.com/,"Fund Term: 7 years (with possible extensions); Target Returns: 3x-4x MOIC, 25-35% Net IRR",needs_review: official Fund III page confirms 7-year SMV horizon and B2B technology / tech-enabled services focus; still review-sensitive because structure is control buyouts and small-tech transformation rather than classic venture.,Hand-verified on Exa raw markdown of editedcapital.com (own homepage). S2/S3 deal-profile + anti-unicorn framing: 'small tech buyout space... underserved by VC and larger PE firms'; 'what if a startup | audited 2026-07-02: https://editedcapital.com/about | liquidity evidence updated 2026-07-03: official Fund III page confirms 7-year term and B2B technology/tech-enabled services focus.,United States,yes,"Self-describes as a 'market leader in the emerging small tech buyout space' that acquires promising B2B software companies and develops them into valuable platforms, targeting B2B tech and tech-enabled services.",https://editedcapital.com/fund-iii/,official Fund III page
skoyen-software,Skoyen Software,Permanent,Permanent,,yes,in_disguise,high,https://skoyensoftware.com/,"active buy-and-hold strategy, with permanent investment","GROUP 6: per-firm page evidence confirms permanent/traditional, not impact — current class stands (change_type none since no change proposed); third-party sources note founders include Hg's executive chairman (PE lineage)",HELD_FOR_REVIEW: sitting HgCapital chairman pedigree; permanent claim needs scrutiny | audited 2026-07-02: https://skoyensoftware.com/,United Kingdom,yes,"Self-describes as acquiring and investing 'permanent capital in founder-led B2B SaaS Businesses' with an 'active buy-and-hold strategy, with permanent investment', positioning itself as a trusted long-term partner where 'legacies flourish and growth compounds.'",,
gearbox-capital,Gearbox Capital,SMV,SMV,10,yes,in_disguise,high,https://www.gearboxcap.com/,10 year growth horizon,BAND FIX applied: band 'Unicorn' -> 'SMV' (10y horizon re-verified live; explicitly non-unicorn so entity stays per rule 3); 10y sits at the outer edge of the SMV band definition (~6-10y),Hand-verified on Exa raw markdown of gearboxcap.com (own homepage). Explicit S2+S3: 'Growth Capital for Bootstrapped Businesses'; 'We reject the notion of growth at any cost... we prioritize 15-30% gr | audited 2026-07-02: https://www.gearboxcap.com/,United States,yes,"Self-describes as 'Growth Capital for Bootstrapped Businesses' targeting 'bootstrapped and founder led software, data or technology enabled services companies', rejecting growth at any cost in favor of '15-30% growth sustained over a decade.'",https://www.gearboxcap.com/,homepage
recur-software,Recur Software,Permanent,Permanent,,yes,in_disguise,high,https://recurgrowth.com/,Patient capital. Careful stewardship. Lasting growth.,"HQ not stated directly; official footer says made in Chicago, London & NYC.",Hand-verified on Exa raw markdown of recurgrowth.com (own homepage). In_disguise signal: 'An enduring home for Wonderful Software Companies'; 'Patient capital. Careful stewardship. Lasting growth'; 'N | audited 2026-07-02: https://www.recursoftware.com/,United States,yes,"Acquires mission-critical vertical software companies and gives them tools, talent, and capital for AI-first growth while emphasizing patient capital and stewardship.",,
govsoft-holdings,GovSoft Holdings,Permanent,Permanent,decades,yes,verified,high,https://govsoftholdings.com/,"capital is truly patient, enabling us to be long-term partners to forge enduring companies and amplify entrepreneur legacies over decades",HQ country not stated; US market signal from 40+ states is not treated as HQ verification.,Hand-verified on Exa raw markdown of govsoftholdings.com (own homepage). Explicit self-ID: 'capital is truly patient... long-term partners... over decades... we dont have to worry about... prepping fo | audited 2026-07-02: https://www.govsoftholdings.com,Unknown,yes,"Buys/partners with software purpose-built for government and public safety agencies, preserving mission focus while applying patient capital and operational support.",https://www.govsoftholdings.com,homepage
raptor-collective,Raptor Collective,Permanent,Permanent,,yes,self_id,high,https://www.raptorcollective.com/,"Patient, long-term capital that prioritizes enduring growth over short-term gains",HQ country not stated on official site.,"HELD: strong self-ID + real team but NO named portfolio (allocator unconfirmed, pre-deal) | audited 2026-07-02: https://www.raptorcollective.com/",Unknown,yes,Acquires majority to 100% ownership of mission-critical B2B vertical market software companies with a founder-first buy-and-hold approach.,,
pender-software-holdings,Pender Software Holdings,Permanent,Permanent,,yes,verified,high,https://pendersoftwareholdings.com/,"We?re not here to flip your company for a quick profit. Backed by Pender Growth Fund, we have permanent capital",,Hand-verified on Exa raw markdown of pendersoftwareholdings.com (own homepage). Explicit permanent self-ID: 'A permanent home... not just an exit'; 'We're not here to flip your company for a quick pro | audited 2026-07-02: https://pendersoftwareholdings.com/,Canada,yes,"Acquires and grows software businesses for the long term, including control positions in recurring-revenue software companies.",,
software-holdings-au,Software Holdings,Permanent,Permanent,,yes,verified,high,https://www.softwareholdings.com.au/,"We aim to be long-term holders of these businesses, reinvesting dividends back into growth.",,"Hand-verified on Exa raw markdown of softwareholdings.com.au (own homepage). Family office: 'partners with bootstrapped and profitable software companies'; 'raise once, get to profitability, and grow  | audited 2026-07-02: https://www.softwareholdings.com.au/",Australia,yes,"Family office partnering with bootstrapped profitable software companies, with active investments and software/technology portfolio examples.",,
sacramento-labs,Sacramento Labs,Studio,Permanent,decades,yes,verified,high,https://sacramentolabs.com/our-philosophy/,we?re not optimizing for exits. We?re not chasing unicorn status. We?re building to own and operate for decades.,,Hand-verified on Exa raw markdown of sacramentolabs.com/our-philosophy (own page). Build-to-keep studio: 'We build the products ourselves-from scratch... We don't hand off. We operate.' Explicit anti- | audited 2026-07-02: https://sacramentolabs.com/our-philosophy/,United States,yes,Builds enduring niche software businesses internally and runs them as part of a long-term portfolio rather than placing bets on external teams.,https://sacramentolabs.com/our-philosophy/,homepage
waythor,Waythor,Studio,Permanent,decades,yes,verified,high,https://waythor.com/,we have no exit timelines and no external investors to satisfy.,HQ country not stated on official site.,"Hand-verified on Exa raw markdown of waythor.com (own homepage). Named portfolio: Scallin (infra automation), Horigam (creative-ops workflow), Dexotal (studio division). Explicit anti-flip + permanent | audited 2026-07-02: https://waythor.com/",Unknown,yes,"Technology holding group building and holding software companies, sharing infrastructure and capital across a portfolio of software products.",https://waythor.com/,homepage
brooks-keitt,Brooks & Keitt,Permanent,Permanent,decades,yes,verified,high,https://brookskeitt.com/,"There?s no exit strategy, no pitch deck, and no five-year plan beyond continuing to ship software we?re proud of.",,"Hand-verified on Exa raw markdown of brookskeitt.com (own homepage). Sion, Switzerland, est. 2021, 4 products, flagship ProntoID v4.0 (real footprint). Explicit anti-flip: 'Operate, don't flip'; 'No o | audited 2026-07-02: https://brookskeitt.com/",Switzerland,yes,"Parent company and operating home for ProntoID and a small portfolio of long-lived software products, reinvesting profits into the next product.",https://brookskeitt.com/,homepage
peakspan-capital,PeakSpan Capital,SMV,SMV,,yes,in_disguise,med,https://www.peakspancapital.com/why-peakspan,"Thoughtful planning, buyer ecosystem development, and strategic readiness built years in advance through our Strategic Development function.",band_fix: stored liquidity_band was Unicorn; corrected to SMV because no atlas row should carry Unicorn as a band.,Hand-verified on Exa raw markdown of peakspancapital.com/why-peakspan. Explicit anti-unicorn on-page: 'Scale with discipline... not the growth-at-all-costs narrative'; philosophy pieces 'Dont Go Chasi | audited 2026-07-02: https://www.peakspancapital.com/why-peakspan,United States,yes,"Invests in Applied AI B2B software companies scaling from $3M to $50M+ ARR, emphasizing durability, discipline, and exit preparation rather than unicorn chasing.",,
finis-ventures,Finis Ventures,Studio,Studio,,yes,in_disguise,med,https://finis.ventures/,"we build from zero, and we hold long.",needs_review: portfolio not publicly listed; classification rests on self-description.,2026-06-08 promoted from held (user ruling: build-their-own studios count). Build-and-hold applied-AI studio; FLAG no announced portfolio -> footprint unverifiable. | audited 2026-07-02: https://finis.ventures/,United States,yes,"Self-funded applied-AI venture studio and holding company for software businesses, sharing engineering, design, distribution, and finance across its portfolio.",,
lojik-labs,Lojik Labs,Studio,Studio,,yes,in_disguise,high,https://wearelojik.com/,,,"Hand-verified on Exa raw markdown of wearelojik.com (own homepage). Build-and-own vertical software studio (Madison/San Diego, founded 2024, self-funded, founder-owned 'No outside capital'). Explicit  | audited 2026-07-02: https://wearelojik.com/",United States,yes,"AI-native venture studio for vertical software, with one builder per product, shared infrastructure, and 11 shipped products.",,
sprinter-studio,Sprinter Studio,Studio,Studio,,yes,verified,high,https://sprinter.studio/,,HQ country not stated on official site.,2026-06-17 admitted (re-filter of 2026-06-15 finds): build-and-own AI venture factory; anti-PL on core page 'we run dozens of experiments... only scale what works' + 'owned and operated forever'; name | audited 2026-07-02: https://sprinter.studio/,Unknown,yes,"AI venture factory where autonomous AI agents build, deploy, and grow software companies across a live portfolio pipeline.",,
tolomato,Tolomato,Permanent,Permanent,decades,partial,verified,high,https://tolomato.com/,"We buy to hold - indefinitely. No 3-year flip, no exit timeline. Your business becomes part of a portfolio built to last decades.",,"2026-06-17 admitted: permanent-capital holdco that also builds from scratch (GoWP, Quickly Hire SaaS, the402.ai AI marketplace); anti-PL core 'No fund timeline. No exit clock.'; 3 named holdings. Tech | audited 2026-07-02: https://tolomato.com/ | 2026-07-02 owner ruling: Tolomato remains Permanent.",United States,yes,Operator-led permanent capital holding company that builds from scratch and acquires profitable B2B service businesses to hold indefinitely.,https://tolomato.com/portfolio/,homepage
rhino-impact-fund,Rhino Impact Fund,Impact Capital,,,partial,verified,med,https://rhino.investments/,"Built to last, not just to exit",country is based on official Sudan/249Startups operating evidence; formal HQ not stated.,"2026-06-17 admitted as inaugural Impact Capital: Sudan's first equity (pre-seed/seed) impact VC; anti-PL core ('Why the Rhino?') 'we don't chase unicorns we build Rhinos' + 'Built to last, not just to | audited 2026-07-02: https://rhino.investments/",Sudan,yes,"Invests in resilient, scalable, impact-driven African and Middle East startups, with portfolio examples including AI deeptech and fintech.",,
cypress-growth-capital,Cypress Growth Capital,SMV,SMV,,yes,in_disguise,med,https://cypressgrowthcapital.com/,Our capital approach does not require a liquidity event for success.,,"2026-06-17 admitted (Task-2 discovery, adversarially re-verified): anti-PL 'Our capital approach does not require a liquidity event for success. Each investment is tailored as flexible, '; portfolio:  | audited 2026-07-02: https://www.cypressgrowthcapital.com/growth-capital/investment-focus | 2026-07-02 owner ruling: classify as in-disguise SMV.",United States,yes,Provides royalty-based non-dilutive growth capital to B2B software and tech-enabled services companies.,,
long-term-impact,Long Term Impact,Impact Capital,,,partial,verified,med,https://longtermimpact.com/,,"uses revenue-based financing, but retained as Impact due explicit edtech impact thesis; HQ country not stated.","2026-06-17 admitted (Task-2 discovery, adversarially re-verified): anti-PL 'We believe that high impact doesn't necessarily mean fast growth. ... We are under no outside pressure to gain'; portfolio:  | audited 2026-07-02: https://longtermimpact.com/",Unknown,yes,Edtech pre-seed investment fund for founders building long-term sustainable businesses that create a more equitable PreK-12 school system.,,
upright-capital,Upright Capital,SMV,SMV,decades,yes,in_disguise,med,https://upright.capital/,At Upright every commitment is made on our own terms and measured in decades.,,"2026-06-17 admitted (Task-2 discovery, adversarially re-verified): anti-PL 'We invest in companies that grow too steadily for venture capital and are too small for traditional private eq'; portfolio:  | audited 2026-07-02: https://upright.capital/ | 2026-07-02 owner ruling: classify as in-disguise SMV.",Denmark,yes,"Invests own capital in software-based companies too steady for VC and too small for traditional PE, with active operational support and long-term ambition.",https://upright.capital/,homepage
sandbox-ventures,Sandbox.Ventures,Studio,Studio,,yes,verified,high,https://www.sandbox.ventures/,,HQ country not stated directly; Denmark inferred from Danish product focus and official context.,"2026-06-17 admitted (Task-2 discovery, adversarially re-verified): anti-PL '100 horses instead of one unicorn. We build a portfolio of practical SaaS products — multiple sustainable succ'; portfolio:  | audited 2026-07-02: https://www.sandbox.ventures/",Denmark,yes,"Builds and runs a portfolio of SaaS products with lean execution, fast validation, and revenue rather than fundraising rounds as the measure of progress.",,
kiko-ventures,Kiko Ventures,Permanent,Permanent,,yes,verified,high,https://kiko.vc/,we deploy permanent capital that provides the flexibility and freedom to invest with conviction across every stage.,"impact/cleantech signal present, but self-description is explicitly evergreen/permanent capital.","2026-06-17 admitted (Task-2 discovery, adversarially re-verified): anti-PL 'the evergreen cleantech venture investor for science based businesses ... permanent capital that provides the '; portfolio:  | audited 2026-07-02: https://kiko.vc/",United Kingdom,yes,"Cleantech investment arm of IP Group, backing science-based climate businesses from research breakthrough to climate impact at scale.",,
blue-footed-investments,Blue Footed Investments,Permanent,Permanent,decade,yes,verified,med,https://bluefootedinvestments.com/,the kind of people we'd want to work with for a decade.,HQ country not stated on official site.,"2026-06-17 admitted (Task-2 review-pile, operator-directed): ~25 named healthtech holdings (Accompany Health, Dialyze Direct, Akido); decades-not-quarters permanent framing. Some holdings are care-del | audited 2026-07-02: https://bluefootedinvestments.com/",Unknown,yes,"Private investment firm backing exceptional operators in healthcare and adjacent sectors with a patient-capital, bootstrapped-founder orientation.",https://bluefootedinvestments.com/,homepage
inverse-collective,Inverse Collective,Studio,Permanent,decades,yes,in_disguise,high,https://www.inversecollective.com/,"durable software businesses designed to compound for decades, not quarters.",,"2026-06-17 admitted (Task-2 review-pile, operator-directed): possible build-and-own AI studio (Elder Voice, JellyPal; solo founder, thin). Flagged in_disguise per operator; class uncertain. | audited 2026-07-02: https://www.inversecollective.com/",United States,yes,"Studio for AI evergreen companies that originates or acquires software businesses, validates with users, installs an operator, and scales with systems.",https://www.inversecollective.com/about,homepage
enough-ventures,Enough Ventures,Impact Capital,,,yes,self_id,med,https://www.enoughvc.com/,"Instead of waiting for a distant exit, we share in growth through revenue-based redemptions.",root homepage returns ConnectYourDomain 404; live /about and /solutions pages verify entity and thesis.,"2026-06-17 admitted (Task-2 review-pile, operator-directed): impact tech fund; redeemable-warrant/RBF; anti-unicorn self-ID. PRE-DEAL (no named fund portfolio yet). Admitted as Impact Capital per oper | audited 2026-07-02: https://www.enoughvc.com/about",United States,yes,Impact-oriented fund backing overlooked founders and community-serving innovations with a redeemable warrant/revenue-based redemption model.,,
soch-holdings,Soch Holdings,Permanent,Permanent,10-20,partial,self_id,high,https://sochholdings.com/,We are not a fund. We do not raise capital. We have no exit timelines.,GROUP6: do not blanket-move to Impact; evidence supports Permanent/traditional private investment office.,"2026-06-17 admitted (Task-2 review-pile, operator-directed): permanent no-exit holdco; anonymous (""we do not publish holdings""), pre-deal/unverifiable footprint. Admitted as-is per operator. | audited 2026-07-02: https://sochholdings.com/",United States,yes,"Private investment office and parent holding company with permanent capital across pharmaceuticals, technology/AI, real assets, private markets, and other sectors.",https://sochholdings.com/,homepage
perpetun,Perpetun,Studio,Permanent,10+,yes,verified,high,https://perpetun.com/,"We think in decades, not quarters.",primary HTML is JS-thin; verification follows the live loaded JS bundle where the rendered copy resides.,"2026-06-17 build-and-own applied-AI venture studio (Annymo, Calma, Wabaki); anti-PL ""we think in decades, not quarters"" + ""10+ Year horizon"" = no-exit hold, not finite horizon. Admitted Studio per ope | audited 2026-07-02: https://perpetun.com/assets/index-CFKV8C0M.js",United States,yes,"Holding and venture studio converting automation and applied AI into repeatable systems, with portfolio ventures such as Annymo and a Perpetun America LLC headquarters structure.",https://perpetun.com/assets/index-CFKV8C0M.js,homepage
social-tech-ventures,Social Tech Ventures,Impact Capital,,,yes,in_disguise,high,https://www.socialtechventures.vc/,,GROUP6: evidence supports Impact; no explicit liquidity horizon.,"2026-06-17 UK impact-tech fund, RBF+equity, first close done, NO named portfolio (pre-deal). Under Review (no class assigned yet). | 2026-06-18 operator-directed: Under Review -> Impact Capital (pre-d | audited 2026-07-02: https://www.socialtechventures.vc/",United Kingdom,yes,Provides flexible capital for UK impact tech startups using technology to tackle urgent social and environmental challenges.,,
savana-fund,Savana Fund,Impact Capital,,,yes,in_disguise,med,https://savana.fund/,,GROUP6: likely impact/frontier-tech; explicit social-impact language is thinner than other Impact rows.,"2026-06-17 Africa tech-native fund, generational-horizon anti-PL, but thesis-only placeholder (no team/AUM/portfolio). Operator unsure it is Impact -> Under Review. | 2026-06-18 operator-directed Unde | audited 2026-07-02: https://savana.fund/thesis",Kenya,yes,Technology-native investment firm allocating institutional capital into Africa's resilient technology opportunities across private and liquid markets.,,
