entity_id,name,primary_asset_class,secondary_asset_classes,entity_type,website,active_status,source_tier,geography,sector_focus,capital_model,instrument_types,target_company_profile,non_unicorn_thesis,ecosystem_role,fit_score,evidence_status,last_verified_at,notes
quadshift,Quadshift,Portfolio Capital,Unknown Candidate,vertical software serial acquirer / buy-and-hold holdco,https://www.quadshift.com/,active,public_web,Unknown,Unknown,Unknown,unknown,vertical software serial acquirer / buy-and-hold holdco,candidate supports industry mapping outside or adjacent to classic unicorn VC,vertical software serial acquirer / buy-and-hold holdco,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
recur-software,Recur Software,Portfolio Capital,Unknown Candidate,vertical software holding company (enduring home),https://www.recursoftware.com/,active,public_web,Unknown,Unknown,Unknown,unknown,vertical software holding company (enduring home),candidate supports industry mapping outside or adjacent to classic unicorn VC,vertical software holding company (enduring home),62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
redesign-health,Redesign Health,Venture Studio,Unknown Candidate,healthcare venture builder / company creation platform,https://www.redesignhealth.com/,active,public_web,Unknown,Unknown,Unknown,unknown,healthcare venture builder / company creation platform,candidate supports industry mapping outside or adjacent to classic unicorn VC,healthcare venture builder / company creation platform,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
union-software-group,Union Software Group,Portfolio Capital,Unknown Candidate,operator-led permanent software holdco,https://unionsoftwaregroup.com/,active,public_web,Unknown,Unknown,Unknown,unknown,operator-led permanent software holdco,candidate supports industry mapping outside or adjacent to classic unicorn VC,operator-led permanent software holdco,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
viceversa,Viceversa,SMV,Unknown Candidate,equity-free revenue-based financing platform,https://goviceversa.com/,active,public_web,Unknown,Unknown,Unknown,unknown,equity-free revenue-based financing platform,candidate supports industry mapping outside or adjacent to classic unicorn VC,equity-free revenue-based financing platform,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
workhorse-capital,Workhorse Capital,SMV,Unknown Candidate,growth equity for software/tech-enabled services,https://workhorsegrowth.com/,active,public_web,Unknown,Unknown,Unknown,unknown,growth equity for software/tech-enabled services,candidate supports industry mapping outside or adjacent to classic unicorn VC,growth equity for software/tech-enabled services,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
xo-capital,XO Capital,Portfolio Capital,Unknown Candidate,micro-SaaS buy-and-operate firm,https://www.xo.capital/,active,public_web,Unknown,Unknown,Unknown,unknown,micro-SaaS buy-and-operate firm,candidate supports industry mapping outside or adjacent to classic unicorn VC,micro-SaaS buy-and-operate firm,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
ratio,Ratio,SMV,Unknown Candidate,non-dilutive / revenue-based lender,https://www.ratiotech.com/,active,public_web,Unknown,Unknown,Unknown,unknown,non-dilutive / revenue-based lender,candidate supports industry mapping outside or adjacent to classic unicorn VC,non-dilutive / revenue-based lender,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
ajvc,AJVC,LMV,Unknown Candidate,India solo-GP pre-seed fund,https://www.ajuniorvc.com,active,public_web,Unknown,Unknown,Unknown,unknown,India solo-GP pre-seed fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,India solo-GP pre-seed fund,62,candidate_evidence,2026-05-30,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
ajim-capital,Ajim Capital,LMV,Unknown Candidate,Africa emerging-manager micro fund,https://ajimcapital.com,active,public_web,Unknown,Unknown,Unknown,unknown,Africa emerging-manager micro fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,Africa emerging-manager micro fund,62,candidate_evidence,2026-05-30,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
capifly,Capifly,SMV,Unknown Candidate,regional revenue-based lender (Shariah-compliant),https://www.growthcapifly.com,active,public_web,Unknown,Unknown,Unknown,unknown,regional revenue-based lender (Shariah-compliant),candidate supports industry mapping outside or adjacent to classic unicorn VC,regional revenue-based lender (Shariah-compliant),62,candidate_evidence,2026-05-30,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
firstpick,FIRSTPICK,LMV,Unknown Candidate,Baltics first-check micro fund,https://www.firstpick.vc,active,public_web,Unknown,Unknown,Unknown,unknown,Baltics first-check micro fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,Baltics first-check micro fund,62,candidate_evidence,2026-05-30,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
firstcheck-africa,FirstCheck Africa,LMV,Unknown Candidate,Africa first-check pre-seed fund,https://www.firstcheck.africa,active,public_web,Unknown,Unknown,Unknown,unknown,Africa first-check pre-seed fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,Africa first-check pre-seed fund,62,candidate_evidence,2026-05-30,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
hasan-vc,HASAN.VC,LMV,Unknown Candidate,Shariah-compliant venture fund + accelerator,https://hasan.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,Shariah-compliant venture fund + accelerator,candidate supports industry mapping outside or adjacent to classic unicorn VC,Shariah-compliant venture fund + accelerator,62,candidate_evidence,2026-05-30,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
linea-capital,Linea Capital,SMV,Unknown Candidate,regional revenue-based lender,https://lineacap.com,active,public_web,Unknown,Unknown,Unknown,unknown,regional revenue-based lender,candidate supports industry mapping outside or adjacent to classic unicorn VC,regional revenue-based lender,62,candidate_evidence,2026-05-30,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
outlast-fund,Outlast Fund,LMV,Unknown Candidate,Baltics/Nordics emerging-manager micro fund,https://www.outlastfund.com,active,public_web,Unknown,Unknown,Unknown,unknown,Baltics/Nordics emerging-manager micro fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,Baltics/Nordics emerging-manager micro fund,62,candidate_evidence,2026-05-30,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
wing-vasiksiri,Wing Vasiksiri,LMV,Unknown Candidate,SE Asia solo-GP micro fund,https://www.wingvasiksiri.com,active,public_web,Unknown,Unknown,Unknown,unknown,SE Asia solo-GP micro fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,SE Asia solo-GP micro fund,62,candidate_evidence,2026-05-30,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
buoyant-ventures,Buoyant Ventures,LMV,Unknown Candidate,climate venture fund,https://www.buoyant.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,climate venture fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,climate venture fund,62,candidate_evidence,2026-05-30,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
pamlico-capital,Pamlico Capital,Portfolio Capital,Unknown Candidate,middle-market PE,https://www.pamlicocapital.com/,active,public_web,Unknown,Unknown,Unknown,unknown,middle-market PE,candidate supports industry mapping outside or adjacent to classic unicorn VC,middle-market PE,62,candidate_evidence,2026-05-30,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
renew-capital,Renew Capital,LMV,Unknown Candidate,Pan-African early-stage VC,https://www.renewcapital.com/,active,public_web,Unknown,Unknown,Unknown,unknown,Pan-African early-stage VC,candidate supports industry mapping outside or adjacent to classic unicorn VC,Pan-African early-stage VC,62,candidate_evidence,2026-05-30,Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: Small-ticket ($224k avg) early-stage African VC with blended-finance ecosystem dev mandate - fits LMV (micro VC) more naturally than Patient Capital; impact framing makes Patient defensible too.
riverwood-capital,Riverwood Capital,Portfolio Capital,Unknown Candidate,LatAm/global tech growth,https://www.riverwoodcapital.com/,active,public_web,Unknown,Unknown,Unknown,unknown,LatAm/global tech growth,candidate supports industry mapping outside or adjacent to classic unicorn VC,LatAm/global tech growth,62,candidate_evidence,2026-05-30,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
vista-credit-partners,Vista Credit Partners,SMV,Unknown Candidate,software-specialist private credit,https://www.vistaequitypartners.com/strategies/credit/,active,public_web,Unknown,Unknown,Unknown,unknown,software-specialist private credit,candidate supports industry mapping outside or adjacent to classic unicorn VC,software-specialist private credit,62,candidate_evidence,2026-05-30,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
i80-group,i80 Group,SMV,Unknown Candidate,asset-based credit,https://www.i80group.com/,active,public_web,Unknown,Unknown,Unknown,unknown,asset-based credit,candidate supports industry mapping outside or adjacent to classic unicorn VC,asset-based credit,62,candidate_evidence,2026-05-30,Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->SMV: Non-dilutive asset-based credit/structured credit facilities to growth-stage scalable businesses — fits SMV (non-dilutive growth capital) better than Patient Capital evergreen equity.
software-combined,Software Combined,Portfolio Capital,Unknown Candidate,local-entrepreneur B2B software holdco,https://www.softwarecombined.com/,active,public_web,Unknown,Unknown,Unknown,unknown,local-entrepreneur B2B software holdco,candidate supports industry mapping outside or adjacent to classic unicorn VC,local-entrepreneur B2B software holdco,62,candidate_evidence,2026-05-30,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
newview-capital,NewView Capital,Patient Capital,Unknown Candidate,venture secondaries / hybrid primary-secondary growth investor,https://www.nvc.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,venture secondaries / hybrid primary-secondary growth investor,candidate supports industry mapping outside or adjacent to classic unicorn VC,venture secondaries / hybrid primary-secondary growth investor,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
all-in-capital,All In Capital,LMV,Unknown Candidate,micro_vc,https://allincapital.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,micro_vc,candidate supports industry mapping outside or adjacent to classic unicorn VC,micro_vc,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
anorak-ventures,Anorak Ventures,LMV,Unknown Candidate,solo-GP seed micro-VC,https://anorak.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,solo-GP seed micro-VC,candidate supports industry mapping outside or adjacent to classic unicorn VC,solo-GP seed micro-VC,62,candidate_evidence,2026-05-31,"Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: Small seed-stage venture firm (started 2016, $125B aggregate cap from 120+ portfolio) — fits LMV (solo-GP/micro/indie) profile, not Patient Capital."
arizona-founders-fund,Arizona Founders Fund,LMV,Unknown Candidate,regional micro-VC,https://azff.co/,active,public_web,Unknown,Unknown,Unknown,unknown,regional micro-VC,candidate supports industry mapping outside or adjacent to classic unicorn VC,regional micro-VC,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
artha-venture-partners,Artha Venture Partners,LMV,Unknown Candidate,micro_vc,https://artha.fund/,active,public_web,Unknown,Unknown,Unknown,unknown,micro_vc,candidate supports industry mapping outside or adjacent to classic unicorn VC,micro_vc,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
atento-capital,Atento Capital,Patient Capital,Unknown Candidate,regional micro-VC,https://www.atentocapital.com/,active,public_web,Unknown,Unknown,Unknown,unknown,regional micro-VC,candidate supports industry mapping outside or adjacent to classic unicorn VC,regional micro-VC,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
booom,BOOOM,LMV,Unknown Candidate,solo-GP / micro-VC,https://booom.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,solo-GP / micro-VC,candidate supports industry mapping outside or adjacent to classic unicorn VC,solo-GP / micro-VC,62,candidate_evidence,2026-05-31,"Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: Pre-seed/seed micro-VC with small checks (€100-400K) and founder-led GP — textbook LMV, not Patient Capital."
behind-genius-ventures,Behind Genius Ventures,LMV,Unknown Candidate,emerging-manager micro-VC,https://www.behindgeniusventures.com/,active,public_web,Unknown,Unknown,Unknown,unknown,emerging-manager micro-VC,candidate supports industry mapping outside or adjacent to classic unicorn VC,emerging-manager micro-VC,62,candidate_evidence,2026-05-31,"Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: Small $15M Fund 2, $250k checks, solo founding partner — textbook LMV (solo-GP/micro/indie), not Patient Capital."
cantos,Cantos,LMV,Unknown Candidate,solo-GP pre-seed micro-VC,https://cantos.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,solo-GP pre-seed micro-VC,candidate supports industry mapping outside or adjacent to classic unicorn VC,solo-GP pre-seed micro-VC,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
cortado-ventures,Cortado Ventures,LMV,Unknown Candidate,regional micro-VC,https://cortado.ventures/,active,public_web,Unknown,Unknown,Unknown,unknown,regional micro-VC,candidate supports industry mapping outside or adjacent to classic unicorn VC,regional micro-VC,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: Small seed-stage regional micro-VC ($30M deployed) — fits LMV (regional micro/indie fund) better than Patient Capital.
emblem,Emblem,LMV,Unknown Candidate,micro-VC,https://emblem.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,micro-VC,candidate supports industry mapping outside or adjacent to classic unicorn VC,micro-VC,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: $100M Europe-focused pre-seed venture fund — fits LMV (micro/indie fund profile) better than Patient Capital.
eximius-ventures,Eximius Ventures,LMV,Unknown Candidate,micro_vc,https://www.eximiusvc.com/,active,public_web,Unknown,Unknown,Unknown,unknown,micro_vc,candidate supports industry mapping outside or adjacent to classic unicorn VC,micro_vc,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
flyover-capital,Flyover Capital,LMV,Unknown Candidate,regional micro-VC,https://www.flyovercapital.com/,active,public_web,Unknown,Unknown,Unknown,unknown,regional micro-VC,candidate supports industry mapping outside or adjacent to classic unicorn VC,regional micro-VC,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: Regional 'middle America' seed venture firm with 49 investments across 19 states — fits LMV (regional micro/indie) better than Patient Capital.
inflexor-ventures,Inflexor Ventures,LMV,Unknown Candidate,deeptech_vc,https://www.inflexor.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,deeptech_vc,candidate supports industry mapping outside or adjacent to classic unicorn VC,deeptech_vc,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
innova-memphis,Innova Memphis,LMV,Unknown Candidate,regional micro-VC,https://innovamemphis.com/,active,public_web,Unknown,Unknown,Unknown,unknown,regional micro-VC,candidate supports industry mapping outside or adjacent to classic unicorn VC,regional micro-VC,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: Memphis-based early-stage seed VC with a small AgTech fund — fits LMV (regional micro/seed VC) better than evergreen Patient Capital; no permanent-capital or family-office signals.
kcrise-fund,KCRise Fund,LMV,Unknown Candidate,regional micro-VC,https://www.kcrisefund.com/,active,public_web,Unknown,Unknown,Unknown,unknown,regional micro-VC,candidate supports industry mapping outside or adjacent to classic unicorn VC,regional micro-VC,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
leonis-capital,Leonis Capital,LMV,Unknown Candidate,emerging-manager pre-seed micro-VC,https://www.leoniscap.com/,active,public_web,Unknown,Unknown,Unknown,unknown,emerging-manager pre-seed micro-VC,candidate supports industry mapping outside or adjacent to classic unicorn VC,emerging-manager pre-seed micro-VC,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
magarac-venture-partners,Magarac Venture Partners,LMV,Unknown Candidate,regional micro-VC,https://www.magarac.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,regional micro-VC,candidate supports industry mapping outside or adjacent to classic unicorn VC,regional micro-VC,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: Pittsburgh-based small regional seed/Series A VC writing $500k–$5M checks — fits LMV (regional micro-VC) better than Patient Capital; no permanent-capital or family-office language.
mairs-power-venture-capital,Mairs & Power Venture Capital,LMV,Unknown Candidate,regional micro-VC,https://mairsandpower.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,regional micro-VC,candidate supports industry mapping outside or adjacent to classic unicorn VC,regional micro-VC,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
nucleus-capital,Nucleus Capital,LMV,Unknown Candidate,micro-VC,https://www.nucleus-capital.com/,active,public_web,Unknown,Unknown,Unknown,unknown,micro-VC,candidate supports industry mapping outside or adjacent to classic unicorn VC,micro-VC,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
redbud-vc,Redbud VC,LMV,Unknown Candidate,regional micro-VC,https://www.redbud.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,regional micro-VC,candidate supports industry mapping outside or adjacent to classic unicorn VC,regional micro-VC,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
robin-capital,Robin Capital,LMV,Unknown Candidate,solo-GP,https://robincap.com/,active,public_web,Unknown,Unknown,Unknown,unknown,solo-GP,candidate supports industry mapping outside or adjacent to classic unicorn VC,solo-GP,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: Solo-GP-style Angel-to-Seed fund focused on Europe deeptech/AI with founder-to-founder model — fits LMV (solo-GP/indie) far better than Patient Capital.
sarah-smith-fund,Sarah Smith Fund,LMV,Unknown Candidate,solo-GP pre-seed micro-VC,https://www.sarahsmith.fund/,active,public_web,Unknown,Unknown,Unknown,unknown,solo-GP pre-seed micro-VC,candidate supports industry mapping outside or adjacent to classic unicorn VC,solo-GP pre-seed micro-VC,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
silverton-partners,Silverton Partners,LMV,Unknown Candidate,regional micro-VC,https://www.silvertonpartners.com/,active,public_web,Unknown,Unknown,Unknown,unknown,regional micro-VC,candidate supports industry mapping outside or adjacent to classic unicorn VC,regional micro-VC,62,candidate_evidence,2026-05-31,"Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: Texas-focused early-stage VC with traditional fund structure (7 funds, IPOs/acquisitions exits) — fits LMV (regional early-stage VC) better than Patient Capital; no permanent-capital/family-office signals."
wayfinder-ventures,Wayfinder Ventures,LMV,Unknown Candidate,emerging-manager micro-VC,https://www.wayfinder.com/,active,public_web,Unknown,Unknown,Unknown,unknown,emerging-manager micro-VC,candidate supports industry mapping outside or adjacent to classic unicorn VC,emerging-manager micro-VC,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: Self-describes simply as a VC fund backing software/climate/AI startups; tone is classic small thesis VC — fits LMV (small generalist VC) better than Patient Capital; no permanent-capital language.
irrvrntvc,irrvrntVC,LMV,Unknown Candidate,solo-GP micro-VC,https://www.irrvrnt.com/,active,public_web,Unknown,Unknown,Unknown,unknown,solo-GP micro-VC,candidate supports industry mapping outside or adjacent to classic unicorn VC,solo-GP micro-VC,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
212,212,LMV,Unknown Candidate,venture_capital,https://212.vc,active,public_web,Unknown,Unknown,Unknown,unknown,venture_capital,candidate supports industry mapping outside or adjacent to classic unicorn VC,venture_capital,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
black-sheep-capital,Black Sheep Capital,LMV,Unknown Candidate,angel_seed_fund,https://blacksheepcapital.com.au/,active,public_web,Unknown,Unknown,Unknown,unknown,angel_seed_fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,angel_seed_fund,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: Small Australian pre-seed/seed VC writing $100k–$500k checks across 22 investments — fits LMV (small/regional) profile better than Patient Capital.
bridgewest-ventures-nz,Bridgewest Ventures NZ,Venture Studio,Unknown Candidate,venture_fund,https://bridgewest.ventures/,active,public_web,Unknown,Unknown,Unknown,unknown,venture_fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,venture_fund,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
cambridge-innovation-capital,Cambridge Innovation Capital,Patient Capital,Unknown Candidate,university_affiliated_vc,https://www.cic.vc,active,public_web,Unknown,Unknown,Unknown,unknown,university_affiliated_vc,candidate supports industry mapping outside or adjacent to classic unicorn VC,university_affiliated_vc,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
climate-vc-fund-2040-ventures,Climate VC Fund (2040 Ventures),LMV,Unknown Candidate,venture_fund,https://climatevcfund.com/,active,public_web,Unknown,Unknown,Unknown,unknown,venture_fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,venture_fund,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
concrete-ventures,Concrete Ventures,LMV,Unknown Candidate,Atlantic Canadian pre-seed venture capital fund,https://www.concrete.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,Atlantic Canadian pre-seed venture capital fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,Atlantic Canadian pre-seed venture capital fund,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
eastend-ventures,Eastend Ventures,LMV,Unknown Candidate,venture_fund,https://eastend.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,venture_fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,venture_fund,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
maui-toa,Maui Toa,Patient Capital,Unknown Candidate,venture_fund,https://www.mauitoa.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,venture_fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,venture_fund,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
oxford-science-enterprises,Oxford Science Enterprises,Venture Studio,Unknown Candidate,university_affiliated_vc,https://oxfordscienceenterprises.com,active,public_web,Unknown,Unknown,Unknown,unknown,university_affiliated_vc,candidate supports industry mapping outside or adjacent to classic unicorn VC,university_affiliated_vc,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
psv-preseed-ventures,PSV (PreSeed Ventures),Patient Capital,Unknown Candidate,"Danish (DTU-rooted) pre-seed venture house — PSV Tech (Nordic software), PSV Hafnium (Nordic deep tech), PSV Foundry",https://psv.xyz/,active,public_web,Unknown,Unknown,Unknown,unknown,"Danish (DTU-rooted) pre-seed venture house — PSV Tech (Nordic software), PSV Hafnium (Nordic deep tech), PSV Foundry",candidate supports industry mapping outside or adjacent to classic unicorn VC,"Danish (DTU-rooted) pre-seed venture house — PSV Tech (Nordic software), PSV Hafnium (Nordic deep tech), PSV Foundry",62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
pangaea-ventures,Pangaea Ventures,Patient Capital,Unknown Candidate,Vancouver-based hard-tech / materials-science impact VC (25 corporate strategic LPs),https://www.pangaeaventures.com/,active,public_web,Unknown,Unknown,Unknown,unknown,Vancouver-based hard-tech / materials-science impact VC (25 corporate strategic LPs),candidate supports industry mapping outside or adjacent to classic unicorn VC,Vancouver-based hard-tech / materials-science impact VC (25 corporate strategic LPs),62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
triptyq-capital,Triptyq Capital,LMV,Unknown Candidate,Montreal / Quebec creator-economy & digital-entertainment seed VC,https://triptyq.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,Montreal / Quebec creator-economy & digital-entertainment seed VC,candidate supports industry mapping outside or adjacent to classic unicorn VC,Montreal / Quebec creator-economy & digital-entertainment seed VC,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
virescent-ventures,Virescent Ventures,Sovereign Capital,Unknown Candidate,venture_fund,https://www.virescent.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,venture_fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,venture_fund,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
bronze-valley,Bronze Valley,LMV,Unknown Candidate,underrepresented_founder_vc,https://www.bronzevalley.com/,active,public_web,Unknown,Unknown,Unknown,unknown,underrepresented_founder_vc,candidate supports industry mapping outside or adjacent to classic unicorn VC,underrepresented_founder_vc,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: Mission-focused VC for under-resourced founders with 66 investments and accelerator program; sits between LMV (small mission-driven micro-VC) and Patient Capital. LMV best matches the indie/micro-VC structure visible in self-description.
eos-advisory,Eos Advisory,LMV,Unknown Candidate,seed venture capital firm,https://eos-advisory.com,active,public_web,Unknown,Unknown,Unknown,unknown,seed venture capital firm,candidate supports industry mapping outside or adjacent to classic unicorn VC,seed venture capital firm,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
fintech-ventures-fund,Fintech Ventures Fund,LMV,Unknown Candidate,specialty_fintech_vc,https://www.fintechv.com/,active,public_web,Unknown,Unknown,Unknown,unknown,specialty_fintech_vc,candidate supports industry mapping outside or adjacent to classic unicorn VC,specialty_fintech_vc,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
halcyon-futures,Halcyon Futures,Patient Capital,Unknown Candidate,ai_safety_allocator,https://www.halcyonfutures.org/,active,public_web,Unknown,Unknown,Unknown,unknown,ai_safety_allocator,candidate supports industry mapping outside or adjacent to classic unicorn VC,ai_safety_allocator,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
metaplanet,Metaplanet,Patient Capital,Unknown Candidate,evergreen_investment_firm,https://metaplanet.com/,active,public_web,Unknown,Unknown,Unknown,unknown,evergreen_investment_firm,candidate supports industry mapping outside or adjacent to classic unicorn VC,evergreen_investment_firm,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
northern-gritstone,Northern Gritstone,Patient Capital,Unknown Candidate,university spinout investment company,https://www.northern-gritstone.com,active,public_web,Unknown,Unknown,Unknown,unknown,university spinout investment company,candidate supports industry mapping outside or adjacent to classic unicorn VC,university spinout investment company,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
oss-capital,OSS Capital,LMV,Unknown Candidate,specialty_oss_vc,https://oss.capital/,active,public_web,Unknown,Unknown,Unknown,unknown,specialty_oss_vc,candidate supports industry mapping outside or adjacent to classic unicorn VC,specialty_oss_vc,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
