fund_id,name,niche,admitted_via,self_id_quote,evidence_url,hand_verified,status,discovered_round,notes,target_economy
tangle-ventures,Tangle Ventures,permanent-hold acquirer of digital/software companies,in_disguise,"We acquire overlooked digital companies, install operators, optimize systems, and compound [over decades] ... Capital-efficient structure ... Software & service portfolio",https://tangleventures.io/,YES,verified,proxy-r19,"proxy-r19 2026-06-07: permanent-hold digital/software acquirer, compounds over decades, capital-efficient, Companies Held 8. JS-rendered (verified via reader proxy). Tech-enabled.",tech
tatonic-ventures,Tatonic Ventures,permanent holding company for founder-led businesses (buy & hold forever),self_id,"Tatonic Ventures is a permanent holding company. We invest in founder-led businesses for the long term, not the exit. We buy and hold forever. No forced exits, no artificial timelines... We invest in profitability and compounding, not blitzscaling toward an exit.",https://www.tatonic.net/,YES,verified,exa1,"Hand-verified on Exa raw markdown of tatonic.net (own homepage). Explicit permanent-hold self-ID: 'permanent holding company... not the exit'; 'We buy and hold forever. No forced exits'; '0 Forced Exits - We hold forever'; 'founders who are building businesses they never want to sell.' Allocator: 'We provide capital'; 50+ total investments, 9 active companies, est. 2018 Bozeman MT. DIVERSIFIED holdco - tech sleeve (AI/SaaS: FluencyAI, TaskForgeAI, Quarry Labs, FUND Montana) plus finance and hospitality/professional services (Death & Co, Jack Johnson Entertainment); tech_enabled=PARTIAL. Not Constellation-affiliated.",tech
junagal,Junagal,"AI venture studio, principal-owned, permanent capital / no exit timeline (build-to-keep)",self_id,"Junagal originates, funds, and operates AI-native products - with a single owner, permanent capital, and no exit timeline. ... No LP pressure, no fund lifecycle, no deadline to sell. ... Optimised for enduring value. Not optics, not exits, not the next fund cycle.",https://junagal.com/,YES,verified,exa1,"Hand-verified on Exa raw markdown of junagal.com (own homepage). Build-to-keep AI venture studio. Explicit no-exit self-ID: 'single owner, permanent capital, and no exit timeline'; 'Ownership is permanent. Dilution is not the plan.'; 'No LP pressure, no fund lifecycle, no deadline to sell'; 'Not optics, not exits, not the next fund cycle.' Allocator: 'originates, funds, and operates... deploy capital'; owns 4 AI products (ThirdRetail computer-vision, ASN Junagal, Career by Junagal, Celestia). FLAG: NASCENT/solo - London UK, est. 2024, single principal owner (Anil Junagal); past pre-first-deal (4 named operating products) but small. Fills thin Studio class.",tech
acadian-software,Acadian Software,long-term capital partner for capital-efficient/bootstrapped SaaS (holds for many years),in_disguise,"We prefer to invest in businesses that have achieved market traction and momentum, without consuming large amounts of equity capital... we are building a small portfolio of exceptional software businesses, and we are prepared to hold an investment for many years. ... the best companies don't need tens of millions to prosper... bootstrapped SaaS businesses are a capital-efficient, profitable means of growth over the long-term.",https://www.acadiansoftware.com/,YES,verified,exa2,"Hand-verified on Exa raw markdown of acadiansoftware.com (own homepage + Who We Are). S2+S3: invests in proven, capital-efficient SaaS 'without consuming large amounts of equity capital' and holds 'for many years'; 'best companies dont need tens of millions'; 'bootstrapped SaaS businesses are a capital-efficient, profitable means of growth over the long-term.' Allocator: $2-30M equity, minority/majority; REAL bootstrapped portfolio (Klaviyo cash-flow breakeven, Convoke profitable no-further-equity, Roller, CaseGlide, SureCost, Style Arcade, Legible AI). Board incl. William Thorndike (author The Outsiders). Tech: SaaS. Offices Arlington VA + Boston.",tech
nyo-capital,NYO Capital,"growth equity exclusively for bootstrapped, founder-led software companies",in_disguise,"NYO Capital is a growth equity firm with a specialized focus on nurturing and investing in bootstrapped, founder-led software companies. ... our mission is to empower growth-oriented, bootstrapped software companies ... ensuring our portfolio companies can realize their full potential while retaining their founding spirit.",https://nyocapital.com/,YES,verified,exa2,"Hand-verified on Exa raw markdown of nyocapital.com (own About page). S2 bootstrapped deal-profile (Mainsail/Sequel archetype): 'specialized focus on... investing in bootstrapped, founder-led software companies'; 'empower growth-oriented, bootstrapped software companies... retaining their founding spirit'; 'growth equity and growth buyout partners... sustainable growth strategies.' Allocator: growth equity/buyout. Tech: software. FLAG: thin site, no portfolio shown -> med confidence; deal-profile explicit and on-archetype.",tech
noygear,Noygear (Aware Partners),permanent-capital venture studio building real-economy software companies (no fund clock),in_disguise,Permanent capital means no liquidation pressure. Winners run on their own timeline. ... Permanent capital. Family-controlled. Actively deploying. No fund clock. ... Operating with long-term ownership as the default.,https://noygear.ai/,YES,verified,exa2,"Hand-verified on Exa raw markdown of noygear.ai (own homepage). Build-to-keep venture-studio arm of Aware Partners (single family-office-controlled PE fund). Structural no-forced-exit signal: 'Permanent capital means no liquidation pressure. Winners run on their own timeline'; 'No fund clock'; 'long-term ownership as the default'; 'Operator-owned - not software sold around them or on top of them.' Allocator: funds studio-originated software cos from one balance sheet (pre-seed $125K-500K). Tech: real-economy software (Casa/Casita CRE, med-tech, ed-tech). FLAGS: NASCENT (ventures launching 2026, several stealth); founder Al Buda is a unicorn/exit veteran (nineteen unicorns, two SaaS exits) though firm structure is permanent-capital/no-fund-clock; co-invests w/ outside capital at seed. LOW confidence - surface to Ethan.",tech
edited-capital,Edited Capital,small-tech buyout fund for profitable B2B software that does not fit the unicorn-or-bust model,in_disguise,"For every unicorn success story, there are countless startups that don't go to plan, despite being fundamentally good businesses. ... what if a startup's potential wasn't measured by how fast it could grow, but by how much value it created? ... to rewrite the narrative of venture by changing the definition of success.",https://editedcapital.com/,YES,verified,exa3,"Hand-verified on Exa raw markdown of editedcapital.com (own homepage). S2/S3 deal-profile + anti-unicorn framing: 'small tech buyout space... underserved by VC and larger PE firms'; 'what if a startups potential wasnt measured by how fast it could grow, but by how much value it created'; 'rewrite the narrative of venture by changing the definition of success.' Exa-search of /about+/fund-iii surfaced supporting line: 'overlooked asset class: companies with proven revenue... that dont fit todays unicorn-or-bust model.' Criteria: B2B Tech + tech-enabled services, $3M+ rev, 50%+ gross margin, North America; control buyouts 50-75% equity. FLAG: closed-end PE fund (Fund III $150M, 7-yr term, 3-4x MOIC target) -> exits for returns; anti-unicorn framing is deal-profile (like Mainsail/Serent/TVC), not permanent-hold. Med confidence.",tech
skoyen-software,Skoyen Software,permanent-capital buy-and-hold B2B SaaS acquirer (UK/Norway),in_disguise,"We're building an active buy-and-hold strategy, with permanent investment that works better for SaaS businesses, their leaders and investors alike. ... Skoyen Software acquires and invests permanent capital in founder-led B2B SaaS Businesses.",https://skoyensoftware.com/,YES,held_for_review,exa2,"FLAGGED FOR REVIEW (user-directed 2026-06-07). Explicit permanent buy-and-hold language on own page (passes on the letter). CREDIBILITY RISK: founder Nic Humphries is the SITTING Executive Chairman of HgCapital ('Europe's largest private software [PE] investor'); team from HgCapital/Goldman/Everfield/IRIS. 'Permanent' claim from a flip-PE titan deserves scrutiny; no explicit 'never sell'. Tech: UK/European B2B SaaS, £1-10M rev. Surface to Ethan; do not count as verified.",tech
gearbox-capital,Gearbox Capital,growth capital exclusively for bootstrapped software/data/tech-enabled businesses (rejects growth-at-any-cost),in_disguise,"Growth Capital for Bootstrapped Businesses. ... Responsible Growth - We reject the notion of growth at any cost. We've found that hockey stick graphs often lead to missed expectations, systemic stress and unintended collateral damage. Instead, we prioritize setting the foundation for 15-30% growth sustained over a decade. ... Investment Focus: Bootstrapped and founder led software, data or technology enabled services companies.",https://www.gearboxcap.com/,YES,verified,exa4,"Hand-verified on Exa raw markdown of gearboxcap.com (own homepage). Explicit S2+S3: 'Growth Capital for Bootstrapped Businesses'; 'We reject the notion of growth at any cost... we prioritize 15-30% growth sustained over a decade'; '10 year growth horizon'; focus 'Bootstrapped and founder led software, data or technology enabled services, $5MM+ rev, break-even or beyond.' Allocator: growth investments/recapitalizations - real portfolio (Greenshades recap, Office Timeline, Visme, DaySmart). Tech: SMB software/data. Founder Omair Sarwar (ex-SFW Capital). High confidence.",tech
recur-software,Recur Software,patient/enduring-home acquirer of profitable vertical software (not growth at all costs),in_disguise,"An enduring home for Wonderful Software Companies. ... Patient capital. Careful stewardship. Lasting growth. ... We drive organic, durable growth. Not growth at all costs - growth that lasts. ... Your product. Your legacy. Our stewardship. We protect what founders built.",https://recurgrowth.com/,YES,verified,exa4,"Hand-verified on Exa raw markdown of recurgrowth.com (own homepage). In_disguise signal: 'An enduring home for Wonderful Software Companies'; 'Patient capital. Careful stewardship. Lasting growth'; 'Not growth at all costs - growth that lasts'; 'We protect what founders built.' Acquires mission-critical vertical software ($1-10M ARR, 'Profitable, or close to it'); $650M+ deployed, $1B+ combined ARR, referenceable founders (Statii). Tech: vertical SaaS. FLAG: soft/marketing language + 'venture heritage'/institution-backed (no explicit never-sell, structural permanence unconfirmed) -> med confidence. Permanent-lean acquirer.",tech
govsoft-holdings,GovSoft Holdings,patient-capital permanent holdco for government & public-safety software (GovTech),self_id,"Unlike traditional private equity and venture capital funds with mandated investment timelines and fundraising cycles, GovSoft Holdings' capital is truly patient... we don't have to worry about raising capital or prepping for a sale. ... We do not have traditional private equity or venture capital investors that need a quick win - we build companies to last. ... value for your equity is created over multiple cycles rather than a single exit.",https://govsoftholdings.com/,YES,verified,exa5,"Hand-verified on Exa raw markdown of govsoftholdings.com (own homepage). Explicit self-ID: 'capital is truly patient... long-term partners... over decades... we dont have to worry about... prepping for a sale'; 'we do not have traditional PE or VC investors that need a quick win - we build companies to last'; 'value... created over multiple cycles rather than a single exit'; decisions 'not to meet quarterly earnings reports or artificial fund deadlines.' Allocator: acquires GovTech/public-safety software - real named portfolio (Permitium [Dax Coan testimonial], Bludot [Sophia Zheng testimonial]). Tech: GovTech software/IT-enabled. Vertical-specific permanent holdco. NOTE: '0+' homepage stats are count-up animation placeholders; real portfolio confirms operating.",tech
raptor-collective,Raptor Collective,founder-first buy-and-hold acquirer of VMS (no named portfolio yet),self_id,"Unlike traditional private equity firms that chase quick returns... we don't sell businesses. Our focus is on building lasting value, always prioritizing the needs of our partners over the need for an exit. ... founder-first, buy-and-hold approach.",https://www.raptorcollective.com/,YES,held_for_review,exa6,"HELD genuineness-pending 2026-06-07. Strong explicit self-ID ('we don't sell businesses... over the need for an exit'; 'buy-and-hold... patient capital'). Real named team (Ziko Abram, Kent Ho, Steven Weller co-founders) + recognizable advisors (Alistair Crane, Yoav Zingher, Jen Zhu Scott). Targets mission-critical B2B VMS $1-10M ARR, 90%+ GRR, majority-100%. BUT: ZERO named acquisitions/portfolio on site -> allocator status UNCONFIRMED (appears pre/early first deal). Verify closed deals before promoting to verified.",tech
pender-software-holdings,Pender Software Holdings,"permanent-capital holdco for niche/vertical software, backed by Pender Growth Fund",self_id,"A permanent home for software companies. We're not here to flip your company for a quick profit. Backed by Pender Growth Fund, we have permanent capital, which means a stable home for your team and that we're invested for the long haul. Our focus is on building great companies and growing value over time - not finding a way out.",https://pendersoftwareholdings.com/,YES,verified,exa6,"Hand-verified on Exa raw markdown of pendersoftwareholdings.com (own homepage). Explicit permanent self-ID: 'A permanent home... not just an exit'; 'We're not here to flip your company for a quick profit. Backed by Pender Growth Fund, we have permanent capital... invested for the long haul... not finding a way out.' Allocator: acquires+operates software businesses ('our operating companies'). Per its OWN page, backed by Pender Growth Fund (PenderFund Capital, Vancouver) - public-fund link asserted on-page, NOT independently verified this turn. Tech: software acquirer. FLAG: no named portfolio shown on page (footprint rests on the public-fund backing) -> med confidence.",tech
software-holdings-au,Software Holdings,family office / long-term holder of bootstrapped profitable software companies (Australia),self_id,"We focus on independent software companies that desire to raise once, get to profitability, and grow sustainably over time. We aim to be long-term holders of these businesses, reinvesting dividends back into growth.",https://www.softwareholdings.com.au/,YES,pending_verification,exa6,"Hand-verified on Exa raw markdown of softwareholdings.com.au (own homepage). Family office: 'partners with bootstrapped and profitable software companies'; 'raise once, get to profitability, and grow sustainably over time. We aim to be long-term holders of these businesses, reinvesting dividends back into growth.' Stats: 50+ yrs advisory, 30+ yrs investing in software, 16+ active portfolio companies (real footprint + longevity). Tech: software. Bootstrapped-founder focus; long-term holder => Permanent (family-office/patient). Australia. CONSISTENCY-FIX 2026-06-07: set pending_verification - '16+ active portfolio companies' is a self-stat with NO externally-verified named portfolio; held to the same named-portfolio standard this turn applied to everroost (a REMOVE candidate). Confirm a named portfolio to promote to verified.",tech
sacramento-labs,Sacramento Labs,"evergreen software studio that builds, owns and operates durable niche-SaaS products for decades (build-to-keep)",self_id,We're not optimizing for exits. We're not chasing unicorn status. We're building to own and operate for decades.,https://sacramentolabs.com/our-philosophy/,YES,verified,exa-studio-2026-06-08,Hand-verified on Exa raw markdown of sacramentolabs.com/our-philosophy (own page). Build-to-keep studio: 'We build the products ourselves-from scratch... We don't hand off. We operate.' Explicit anti-unicorn/no-exit self-ID. Niche $15-50M/yr products too small for VC. Allocator: self-funded company creation + rev-share collabs. Rejects the 'venture studio' LABEL (means it doesn't bet on external teams) but IS systematic build-to-keep creation per our Studio def.,tech
waythor,Waythor,"technology holding group that builds AND holds software companies permanently; no exit timelines, no external investors (build-to-keep)",self_id,"We build and hold software companies with the intention of holding them permanently. Unlike venture capital or private equity, we have no exit timelines and no external investors to satisfy. ... We don't flip companies. We run them. We buy to hold.",https://waythor.com/,YES,verified,exa-studio-2026-06-08,"Hand-verified on Exa raw markdown of waythor.com (own homepage). Named portfolio: Scallin (infra automation), Horigam (creative-ops workflow), Dexotal (studio division). Explicit anti-flip + permanent: 'We don't flip companies. We run them. We buy to hold. No exit timelines.' Taxonomy rule #3 re-eligible studio. Allocator: builds+holds software cos. NOTE: builds AND acquires -> classed Studio per taxonomy designation; Studio<->Permanent borderline.",tech
brooks-keitt,Brooks & Keitt,"self-funded software holding company that builds and operates long-lived products (flagship ProntoID), reinvests cash flow, never sells (no-exit)",self_id,"We build products to operate them - not to sell them. Every product in the house is still run by the company that launched it. ... There's no exit strategy, no pitch deck, and no five-year plan beyond continuing to ship software we're proud of.",https://brookskeitt.com/,YES,verified,exa-studio-2026-06-08,"Hand-verified on Exa raw markdown of brookskeitt.com (own homepage). Sion, Switzerland, est. 2021, 4 products, flagship ProntoID v4.0 (real footprint). Explicit anti-flip: 'Operate, don't flip'; 'No outside investors'; 'no exit strategy... not for sale.' Self-describes 'a holding company - not a studio, not a fund' -> classed PERMANENT (no-exit holdco that BUILDS rather than acquires), NOT Studio, to avoid miscategorization. Off-focus Permanent admitted as a clean stumble-upon, not mined.",tech
peakspan-capital,PeakSpan Capital,"growth equity for capital-efficient Applied-AI B2B software ($3-50M ARR, <$20M raised); explicit anti-unicorn / not growth-at-all-costs",in_disguise,"Scale with discipline and precision, not dogma or the growth-at-all-costs narrative... Don't Go Chasing Unicorns... For entrepreneurs motivated by durability over headlines.",https://www.peakspancapital.com/why-peakspan,YES,verified,exa-smv-2026-06-08,"Hand-verified on Exa raw markdown of peakspancapital.com/why-peakspan. Explicit anti-unicorn on-page: 'Scale with discipline... not the growth-at-all-costs narrative'; philosophy pieces 'Dont Go Chasing Unicorns' + 'Power Law: Why Portfolio Theory Stinks for Most Entrepreneurs.' Deal profile: Applied-AI B2B software $3-15M+ ARR, capital-efficient (75% growth), <$20M raised; 'durability over headlines.' Sub-unicorn outcomes (results $150-500M acquisitions/recaps) = SMV band; 57 partnerships. FLAG: dedicated 'Exit Preparation / PeakSpan Ascent' function + 150+ PE-firm relationships -> exit-driven growth equity (like Edited/Serent); anti-unicorn self-ID real but model seeks medium exits -> in_disguise/med. Tech: Applied-AI B2B software.",tech
lojik-labs,Lojik Labs,"AI-native build-and-own vertical software studio; small-market 'own it' thesis, founder-owned, self-funded",in_disguise,"Vertical software in niches too small for big tech... One engineer runs each product end-to-end... Lojik owns the IP. ... Target TAM per product: $5M-$50M ARR. Big enough to own, small enough to be ignored. ... Self-funded. Founder-owned. No outside capital.",https://wearelojik.com/,YES,verified,exa-studio2-2026-06-08,"Hand-verified on Exa raw markdown of wearelojik.com (own homepage). Build-and-own vertical software studio (Madison/San Diego, founded 2024, self-funded, founder-owned 'No outside capital'). Explicit small-market/anti-unicorn thesis: 'niches too small for big tech... Target TAM $5M-$50M ARR. Big enough to own, small enough to be ignored.' Allocator: builds + owns IP of 11 products (Movee 2.4k users UW-Madison, MediVoz 3 clinics, TheProtocol live App Store 4.7star, Parlay Tracker). Builder-type studio (valid per 2026-06-08 ruling). FLAG: young (2024), many products beta/pilot, small/solo-ish + builder rev-share model -> med conf. Tech: vertical SaaS/AI.",tech
sprinter-studio,Sprinter Studio,ai-venture-studio,self_id,"Traditional startups bet everything on one idea with a big team and a long runway. We run dozens of experiments simultaneously at near-zero cost - and only scale what works. The goal: 1,000+ small, profitable businesses - owned and operated forever.",https://sprinter.studio/,YES,verified,refilter-2026-06-15,Hand-verified on live homepage 2026-06-17. Build-and-own AI venture factory; named SaaS products; 'every number is real and verifiable'.,tech
tolomato,Tolomato,permanent-capital-studio,self_id,Tolomato is a permanent capital holding company. Operator-led. No fund timeline. No exit clock. We compound value through disciplined operations and reinvestment.,https://tolomato.com/,YES,verified,refilter-2026-06-15,"Hand-verified 2026-06-17. Builds from scratch (GoWP, Quickly Hire, the402.ai) and acquires; tech=partial.",tech
rhino-impact-fund,Rhino Impact Fund,impact-vc,self_id,"At Rhino Fund, we don't chase unicorns we build Rhinos: startups that create lasting economic impact in Africa, and beyond. Built to last, not just to exit.",https://rhino.investments/,YES,verified,refilter-2026-06-15,Hand-verified 2026-06-17 (Exa fetch; WebFetch 403). Inaugural Impact Capital. DFI-backed pre-seed/seed impact VC; portfolio Enigma AI / Nil Pay / Tejan.,impact
round2-capital-partners,Round2 Capital Partners,nimble,self_id,"Focus on achieving steady, long-term growth rather than short-term, unsustainable growth",https://round2cap.com/,YES,verified,discovery-2026-06-17,"Task-2 discovery; adversarially re-verified 2026-06-17. 40 named holdings incl. Testbirds, Friendsurance, Nect, EvoluteIQ, Avallain, Phyron, DRACOON, Hoxhunt, Vainu, Klaxoon, Z",tech
cypress-growth-capital,Cypress Growth Capital,nimble,self_id,"Our capital approach does not require a liquidity event for success. Each investment is tailored as flexible, long-term debt with entrepreneur-friendly features specifically designed for emerging companies",https://cypressgrowthcapital.com/,YES,verified,discovery-2026-06-17,"Task-2 discovery; adversarially re-verified 2026-06-17. Active: Veil Sun, Elevate Services Group, Customer Insights.ai, Envoy America, Xcelocloud, AirSight, Barn Owl, PEC360, F",tech
long-term-impact,Long Term Impact,impact-capital,self_id,"We believe that high impact doesn't necessarily mean fast growth. ... We are under no outside pressure to gain a financial return on investment, as we have no Limited Partners.",https://longtermimpact.com/,YES,verified,discovery-2026-06-17,"Task-2 discovery; adversarially re-verified 2026-06-17. Evision Academy, Once, Short Answer, Hilight, Struggly, Reflection Sciences, MathTrack Institute, CoGrader (8 named comp",tech
upright-capital,Upright Capital,smv,self_id,We invest in companies that grow too steadily for venture capital and are too small for traditional private equity yet.,https://upright.capital/,YES,verified,discovery-2026-06-17,"Task-2 discovery; adversarially re-verified 2026-06-17. SES Family, Framna, Shape Games (shown as ""Portfolio Companies""); about page: ""13 Company investments"", ""$0 External fun",tech
sandbox-ventures,Sandbox.Ventures,studio,self_id,100 horses instead of one unicorn. We build a portfolio of practical SaaS products — multiple sustainable successes rather than a single high-risk moonshot.,https://www.sandbox.ventures/,YES,verified,discovery-2026-06-17,"Task-2 discovery; adversarially re-verified 2026-06-17. Nemboks.dk (Danish Digital Post forwarding), Finscale (merchant onboarding/KYC compliance for fintechs), NemSignatur (di",tech
kiko-ventures,Kiko Ventures,permanent,self_id,"the evergreen cleantech venture investor for science based businesses ... permanent capital that provides the flexibility and freedom to invest ... have enduring technological advantage, that can outlast market cycles ... Patient capital for science-based startups",https://kiko.vc/,YES,verified,discovery-2026-06-17,"Task-2 discovery; adversarially re-verified 2026-06-17. AirForestry, Alithic, Barocal, Bramble Energy, C-Capture, First Light Fusion, Hysata, Magnomatics, Mantle8, Mixergy, Nex",tech
blue-footed-investments,Blue Footed Investments,permanent,verified,"""We look for humble, kind people — the kind of operators we'd want to work with for a decade — and we measure ourselves in decades rather than quarters."" / ""We gravitate toward founders who build the same way: disciplined about capital, focused on customers, and resistant to the pressure to grow faster than their business can bear.""",https://bluefootedinvestments.com/,YES,verified,discovery-2026-06-17,"Operator-directed admit 2026-06-17. ~25 named healthtech holdings (Accompany Health, Dialyze Direct, Akido); decades-not-quarters permanent framing. Some ho",tech
inverse-collective,Inverse Collective,studio,in_disguise,"""We build AI evergreen companies that outlast the cycle."" / ""companies that pay for themselves and keep paying."" (home); ""durable software businesses designed to compound for decades, not quarters"" / ""Permanence over momentum"" / ""We invest in things that don't expire."" (about)",https://www.inversecollective.com/,YES,verified,discovery-2026-06-17,"Operator-directed admit 2026-06-17. possible build-and-own AI studio (Elder Voice, JellyPal; solo founder, thin). Flagged in_disguise per operator; class un",tech
enough-ventures,Enough Ventures,impact-capital,self_id,"Our north star isn't building unicorns, it's proving that when you invest in solutions for the many rather than the few, you create both lasting impact and superior returns.",https://www.enoughvc.com/,YES,verified,discovery-2026-06-17,Operator-directed admit 2026-06-17. impact tech fund; redeemable-warrant/RBF; anti-unicorn self-ID. PRE-DEAL (no named fund portfolio yet). Admitted as Impa,tech
soch-holdings,Soch Holdings,permanent,self_id,We are not a fund. We do not raise capital. We have no exit timelines. The freedom to be patient is our most valuable position.,https://sochholdings.com/,YES,verified,discovery-2026-06-17,"Operator-directed admit 2026-06-17. permanent no-exit holdco; anonymous (""we do not publish holdings""), pre-deal/unverifiable footprint. Admitted as-is per ",tech
perpetun,Perpetun,studio,verified,"We think in decades, not quarters. 10+ Year horizon. Perpetun is a holding company and venture studio.",https://perpetun.com/,YES,verified,discovery-2026-06-17,"2026-06-17 operator-directed. build-and-own applied-AI venture studio (Annymo, Calma, Wabaki); anti-PL ""we think in decades, not quarters"" + ""10+ Year",tech
social-tech-ventures,Social Tech Ventures,impact-capital,in_disguise,"We're pioneering an investment approach that unlocks overlooked potential, prioritises ventures addressing inequality, and embraces different paths to venture growth — helping build a fairer, more inclusive economy where growth creates lasting value.",https://www.socialtechventures.vc/,YES,verified,discovery-2026-06-17,"2026-06-17 operator-directed. UK impact-tech fund, RBF+equity, first close done, NO named portfolio (pre-deal). Under Review (no class assigned yet).",tech
savana-fund,Savana Fund,impact-capital,in_disguise,"We manage capital with a generational horizon, not quarterly noise. Patience is a structural advantage. ... We seek founders building enduring infrastructure — not short-cycle consumer hype.",https://savana.fund/,YES,under_review,discovery-2026-06-17,"2026-06-17 operator-directed. Africa tech-native fund, generational-horizon anti-PL, but thesis-only placeholder (no team/AUM/portfolio). Operator uns",tech
movens-capital,Movens Capital,smv-in-disguise,in_disguise,investing EUR0.25-3M in CEE ... tech companies ... building towards EUR50M+ ARR,https://movenscapital.com/,YES,in_disguise,ethan-2026-06-18,"In-disguise SMV per Ethan: structural sub-unicorn (small fund/checks, EUR50M+ ARR target, CEE) despite conventional scaling/exit language. EBRD/PFR LPs; operator-led.",tech
