entity_id,name,website,assigned_verdict,page_type,self_described_class,class_match,note,final_status
south-park-commons,South Park Commons,https://www.southparkcommons.com/,genuine_correct,allocator,LMV,True,"Beyond its founder community, it provides 'Funding from $1M to $10M for founders who want to build a venture-scale company... we're ready to write the first check' — a community-plus-fund that invests",genuine_correct
vc-lab,VC Lab,https://govclab.com,junk_not_allocator,accelerator_no_capital,none,False,Self-described 'world's largest venture capital accelerator' offering a 'Free 14-week accelerator' to 'Launch a VC firm' and 'Raise institutional capital' — a training program for emerging fund manage,confirmed_ecosystem_nonallocator
freed-fellowship,Freed Fellowship,https://www.freedfellowship.com/,genuine_correct,allocator,LMV,True,"A 'monthly small business grant program' awarding $500 monthly 'No-Strings-Attached' grants plus a $2,500 year-end grant ('do not need to repay... do not need to sell any equity') — deploys non-diluti",genuine_correct
smb-investor-network,SMB Investor Network,https://www.smbinvestornetwork.com/,unverifiable,other,none,False,"Homepage, root domain, and /about all returned HTTP 403 to WebFetch across repeated attempts, so the page could not be read to confirm whether it deploys capital or merely networks/educates SMB invest",unverifiable_keep_flag
sky9-capital,Sky9 Capital,https://www.sky9capital.com/,genuine_misclassified,allocator,UVC,False,"The site presents a global multi-stage venture firm 'backing exceptional founders building transformative, category-defining companies' touting '$3.8B in value, 35 exits/IPOs' across 150+ companies — ",genuine_flag_reclassify
sovereign-tech-fund,Sovereign Tech Fund,https://www.sovereign.tech/,unverifiable,other,none,False,"sovereign.tech, sovereign.tech/, and sovereign.tech/en all returned HTTP 403 to WebFetch on repeated attempts, so the page could not be read to confirm whether it deploys investment capital or only gr",unverifiable_keep_flag
tiff-investment-management,TIFF Investment Management,https://www.tiff.org/,genuine_correct,allocator,Patient Capital,True,"Page describes 'comprehensive Outsourced Chief Investment Officer (OCIO) and alternative investment strategies, including private equity, venture capital, and hedge funds, for endowments, foundations,",genuine_correct
the-builders-fund,The Builders Fund,https://www.thebuildersfund.com/,genuine_correct,allocator,Patient Capital,True,Site states it 'partners with growth-stage companies whose fundamental business models directly address environmental and social challenges' emphasizing 'long-term value creation versus short-term ext,genuine_correct
aligned-climate-capital,Aligned Climate Capital,https://www.alignedclimatecapital.com/,genuine_misclassified,allocator,Patient Capital,False,Page presents a private LLC investment firm 'Investing in the Companies and Projects Accelerating the Clean Energy Transition' via infrastructure and venture divisions with an investor portal — a priv,genuine_flag_reclassify
lowercarbon-capital,Lowercarbon Capital,https://www.lowercarbon.com/,genuine_misclassified,allocator,none,False,"Site says they 'back kickass companies that make real money slashing CO2 emissions' with a private VC portfolio (Antora, Commonwealth Fusion, Crusoe) — a private climate venture fund, explicitly not a",genuine_flag_reclassify
risefi,RiseFi,https://risefi.com,genuine_correct,allocator,SMV,True,"Homepage offers 'up to $750K in fast, flexible funding for your merchants' via revenue-based and inventory financing, earning lending spreads and syndicating advances — a non-dilutive revenue-based ca",genuine_correct
settle,Settle,https://www.settle.com/,junk_not_allocator,product_or_saas,none,False,"Site is a B2B SaaS 'Purchase, Finance, and Pay for Inventory' platform with tiered subscriptions ($199/mo); financing is outsourced — 'All bill pay services... are performed by a financial institution",rescued_allocator->SMV
83k-capital,83K Capital,https://83kcapital.com,genuine_correct,allocator,Patient Capital,True,"Describes itself as 'a permanent equity investment firm' that acquires/grows/holds property management and home-services businesses to 'own forever, compound value, and return capital through cash flo",genuine_correct
andromeda,Andromeda,https://www.csiandromeda.com,genuine_misclassified,allocator,Portfolio Capital,False,"Page describes a Constellation Software-backed holding company that 'acquire[s] vertical market software companies' with 'intent to hold them permanently,' operating 30+ companies — a VMS serial acqui",genuine_flag_reclassify
atlasview-equity,Atlasview Equity,https://www.atlasviewequity.com/,genuine_misclassified,allocator,Portfolio Capital,False,Site presents a 'founder-first investment firm' acquiring B2B software/tech-enabled businesses ($1M+ EBITDA) with 'customizable deal structures and hold periods' and an EBITDA-improvement operating pl,genuine_flag_reclassify
brex-capital,Brex Capital,https://www.brex.com/product/capital,junk_not_allocator,product_or_saas,none,False,"The /product/capital URL 404'd, but brex.com describes Brex as a 'finance platform... from company cards to banking' — a fintech spend-management/SaaS product, and 'Brex Capital' is a working-capital/",rescued_allocator->SMV
broadtree-partners,Broadtree Partners,https://www.broadtreepartners.com/,genuine_misclassified,allocator,Portfolio Capital,False,Self-describes as 'a premier lower middle-market private equity firm' acquiring majority stakes in $3-10M EBITDA companies to 'maximize the value of the companies we acquire' — a PE acquirer (Portfoli,genuine_flag_reclassify
brydon-group,Brydon Group,https://www.brydongroup.com/,genuine_misclassified,allocator,Search/ETA,False,"Page (brydon.com) says 'Reimagining private equity for small business: where talent leads, capital follows' with 46 acquisitions and a CEO-in-Residence program to 'acquire a business' — a talent-led E",genuine_flag_reclassify
consensys,Consensys,https://consensys.io,junk_not_allocator,product_or_saas,none,False,"Page states 'Consensys builds the consumer platform, developer, enterprise... and protocol software powering the transition to decentralized finance' (MetaMask, Infura, Linea) — a blockchain software/",confirmed_ecosystem_nonallocator
dvg-partners,DVG Partners,https://www.dvgpartners.com/,genuine_misclassified,allocator,Portfolio Capital,False,"Self-describes as 'a veteran owned investment platform managing a portfolio of lower middle market operating businesses' — a holdco/operating-business acquirer (Portfolio Capital or Search/ETA), with ",genuine_flag_reclassify
earth-foundry,Earth Foundry,https://www.earthfoundry.com,genuine_misclassified,allocator,UVC,False,"Self-describes as 'a revolutionary approach to venture capital for critical industries' with portfolio companies (Span.IO, Recurve) that 'Raised $1 Billion' — a venture-capital/studio investor, not Pa",genuine_flag_reclassify
lightship-bootcamp,Lightship Bootcamp,https://www.lightship.foundation/bootcamp,junk_not_allocator,accelerator_no_capital,none,False,"Page describes 'a free, in-person program... 3 focused days of learning, mentorship, and growth'; it deploys no capital itself (only points founders to an external JobsOhio grant), so it is a bootcamp",confirmed_ecosystem_nonallocator
patagonia-works,Patagonia Works,https://www.patagoniaworks.com/,genuine_correct,allocator,Patient Capital,True,"Page describes 'a new kind of holding company' with '$20 Million and Change... an internal fund to help like-minded, responsible start-up companies' — a steward-owned mission-driven holdco with an int",genuine_correct
perpetua-capital,Perpetua Capital,https://www.perpetuacapital.com,genuine_correct,allocator,Patient Capital,True,"Self-describes as 'A private family office' with a perpetual horizon emphasizing 'predictable and sustainable cash flows' and 'capital partners across the entire business cycle' across equities, real ",genuine_correct
soma-fellows,Soma Fellows,https://programs.somacap.com/fellows,genuine_misclassified,allocator,UVC,False,Page offers 'Track 1: Up to $2m uncapped for your startup' and claims to have 'seeded 40+ unicorns' with follow-on funding — a unicorn-seeding fellowship/accelerator that writes checks (LMV/UVC-flavor,genuine_flag_reclassify
founder-institute,Founder Institute,https://fi.co,junk_not_allocator,accelerator_no_capital,none,False,fi.co charges founders 'a one-time Entrance Fee' ($799-$999) and bills itself as 'the world's most proven network to turn ideas into fundable startups' — a paid pre-seed accelerator/program (capital o,rescued_allocator->LMV
onesixone-ventures,OneSixOne Ventures,https://www.onesixone.ventures/,unverifiable,other,none,False,"Both the homepage and /about returned only the name 'OneSixOne Ventures' with no descriptive text (JS-only/thin page), so the assigned Patient Capital class cannot be verified from the page.",unverifiable_keep_flag
beacon-oral-specialists,Beacon Oral Specialists,https://www.beaconoralspecialists.com/,junk_not_allocator,other,none,False,"Homepage describes a ""community of best-in-class oral and maxillofacial surgeons"" providing practice support with surgeons keeping their practices — an operating/DSO-style support platform, not a capi",rescued_allocator->Portfolio Capital
fundwell,Fundwell,https://www.fundwell.com,junk_not_allocator,marketplace_or_broker,none,False,"Self-describes as a ""financial platform"" where you ""view, compare, and evaluate multiple funding offers side-by-side"" — a lending marketplace/aggregator matching businesses to third-party funders, not",confirmed_ecosystem_nonallocator
heartland-dental,Heartland Dental,https://www.heartland.com/,junk_not_allocator,other,none,False,"Self-describes as a dental support organization that ""protects a supported doctor's clinical independence"" across 1,900+ offices — an operating services company, not a capital allocator.",rescued_allocator->Portfolio Capital
hummock-capital,Hummock Capital,https://www.hummockcapital.com/,genuine_correct,allocator,Patient Capital,True,"Homepage states ""Permanent Capital: Not a fund—no mandate to sell"" as an owner-operator family partnership holding companies indefinitely — squarely Patient Capital.",genuine_correct
pacific-dental-services,Pacific Dental Services,https://www.pacificdentalservices.com/,junk_not_allocator,other,none,False,"Now PDS Health; self-describes as providing ""dental and medical providers with the operational expertise, technology and support to deliver connected, patient-centered care"" — an operating support org",confirmed_ecosystem_nonallocator
snell-ventures,Snell Ventures,https://www.snellventures.com/,genuine_correct,allocator,Patient Capital,True,"Self-describes as a ""ministry focused family holding company"" pursuing ""permanent ownership of companies"" with an Acquisition Services arm to ""Steward our assets well"" — a faith-driven steward-ownersh",genuine_correct
the-independent-sponsor-model-or-fundless-sponsor-model,The Independent Sponsor Model or Fundless Sponsor Model,https://www.fundlesssponsorcapital.com/the-independent-sponsor-model,junk_not_allocator,consultancy_or_advisor,none,False,"Page is Access Capital Partners, ""an Investment Bank Focused on Raising Debt and Equity Capital for Fundless or Independent Sponsors"" — an advisory/capital-raising intermediary that does not deploy it",confirmed_ecosystem_nonallocator
investing,Investing,https://investing.io/indie-saas-investors,junk_not_allocator,article_or_blog,none,False,"Page is a directory/listicle: ""In this article, I've showcased ten top investors who focus specifically on SaaS startups"" (TinySeed, Lighter Capital, etc.) — editorial content, not an allocator itself",removed_non_entity
impact,Impact,https://strategicinvestmentfund.org/impact,genuine_correct,allocator,Sovereign Capital,True,"Strategic Investment Fund self-describes as a private capital pool created to ""fill financing gaps in critical economic development projects,"" making loans/investments that leverage broader developmen",genuine_correct
vela-software-group,Vela Software Group,https://velasoftwaregroup.com/,genuine_correct,allocator,Portfolio Capital,True,"Constellation Software subsidiary that states ""We hold our companies forever, investing for the long term"" across 500+ acquisitions of vertical software businesses — a classic VMS serial-acquirer hold",genuine_correct
7-actionable-bootstrapped-saas-success-stories-playbooks-for-2025,7 Actionable Bootstrapped SaaS Success Stories & Playbooks for 2025,https://saasoperations.com/bootstrapped-saas-success-stories,junk_not_allocator,article_or_blog,none,False,"Page is a blog listicle of seven resources/case studies for bootstrapped founders (""Real growth is built on the specific, tactical decisions..."") — editorial content, not a capital allocator.",removed_non_entity
bessemer-trust,Bessemer Trust,https://www.bessemertrust.com/,genuine_correct,allocator,Patient Capital,True,"Self-describes as a multi-family office ""Enhancing private wealth for generations"" with ""Deep family office expertise"" and investment management for multi-generational families — a Patient Capital all",genuine_correct
bridges-fund-management,Bridges Fund Management,https://www.bridgesfundmanagement.com/,genuine_misclassified,allocator,Patient Capital,False,Page calls it 'a global leader in sustainable and impact investing' whose funds 'invest exclusively in solutions that help to decarbonise the economy' — a mission/impact long-hold fund manager (Patien,genuine_flag_reclassify
bullpen-capital,Bullpen Capital,https://bullpencap.com/,genuine_misclassified,allocator,UVC,False,"Page states 'Bullpen is a venture capital fund investing capital into early-stage companies' with post-seed checks for companies that 'have found product-market fit' — a classic drawdown VC fund, not ",genuine_flag_reclassify
dbl-partners,DBL Partners,https://www.dblpartners.vc/,genuine_misclassified,allocator,Patient Capital,False,"Page brands it 'Impact Venture Capital Investors' delivering 'social, environmental, and economic benefits' alongside returns — a double-bottom-line/impact fund (Patient Capital), not Sovereign Capita",genuine_flag_reclassify
fika-ventures,Fika Ventures,https://fika.vc/,genuine_correct,allocator,LMV,True,Page describes 'Early-Stage Funding For B2B Startups' as a small pre-Series A seed fund writing ~$1-5M checks — a defensible LMV (micro/seed) allocator.,genuine_correct
ford-foundation,Ford Foundation,https://www.fordfoundation.org/,genuine_correct,allocator,Patient Capital,True,"Page presents a perpetual charitable foundation that 'invest[s] in transformative ideas, individuals and institutions' and runs a 'Mission Investments' program — a perpetual endowment / mission long-h",genuine_correct
foundation-capital,Foundation Capital,https://foundationcap.com/,genuine_correct,allocator,Patient Capital,True,"Page says 'we've backed extraordinary founders from day zero,' notes it specializes in 'patient capital' with long-term first-check conviction (77% pre-revenue) — its own patient-capital framing makes",genuine_correct
founder-collective,Founder Collective,https://foundercollective.com/,genuine_misclassified,allocator,LMV,False,"Page states its mission is to 'build the most aligned vc fund for founders at the seed stage,' 'stage-focused (seed and pre-seed)' — a seed VC fund (LMV), not permanent/evergreen Patient Capital.",genuine_flag_reclassify
generation-investment-management,Generation Investment Management,https://www.generationim.com/,genuine_misclassified,allocator,Patient Capital,False,"Page declares 'Generation is a pure-play sustainable investment manager. It is all we do.' — a sustainability/impact asset manager (Patient Capital, mission long-hold), not Sovereign Capital (not a so",genuine_flag_reclassify
heron-foundation,Heron Foundation,https://www.heron.org/,genuine_correct,allocator,Patient Capital,True,"Page frames a perpetual mission foundation around impact investing of its endowment ('Conscious Portfolio Construction,' 'Properly Capitalizing Enterprises,' its 'U.S. Community Investing Index') — a ",genuine_correct
homebrew,Homebrew,https://homebrew.co/,genuine_misclassified,allocator,LMV,False,"Page ('Capital. Counsel. Commitment... Delivered by Homebrew') describes a seed-stage fund making 'a small number of investments' as early as possible — an operator-led seed/micro fund (LMV), not perm",genuine_flag_reclassify
iconiq-capital,Iconiq Capital,https://www.iconiqcapital.com/,genuine_correct,allocator,Patient Capital,True,"Page describes 'a global investment firm' with $100B+ AUM spanning venture/growth, real assets and impact while serving as a wealth manager for its HNW 'community' — a tech-founder family-office/wealt",genuine_correct
industry-ventures,Industry Ventures,https://www.industryventures.com/,genuine_misclassified,allocator,UVC,False,"Page brands 'Pioneering VC & growth solutions' offering 'flexible capital solutions across the venture life cycle' — seed/early, co-investments, late-stage secondaries, tech buyouts and fund-of-funds ",genuine_flag_reclassify
koch-industries,Koch Industries,https://www.kochinc.com/,genuine_correct,allocator,Portfolio Capital,True,"Homepage: Koch 'acquires, creates, develops and invests in a diverse group of companies'; a family-owned permanent-capital diversified holdco, so Patient Capital is defensible (though Portfolio Capita",genuine_correct
kresge-foundation,Kresge Foundation,https://kresge.org/,genuine_correct,allocator,Patient Capital,True,"Homepage: a 'national foundation' that deploys '$160M+ annually through grants, loans, and innovative tools' via 'grantmaking and social investing' — a perpetual mission/impact endowment, squarely Pat",genuine_correct
leapfrog-investments,LeapFrog Investments,https://leapfroginvest.com/,genuine_misclassified,allocator,Patient Capital,False,"Homepage positions it as a private impact investor ('Profit with Purpose', emerging-markets equity in financial services/healthcare/climate) — a mission/impact long-hold (Patient Capital), not a sover",genuine_flag_reclassify
long-journey-ventures,Long Journey Ventures,https://www.longjourney.vc/,genuine_misclassified,allocator,LMV,False,Homepage: 'Early Stage Investing for the long-term... second believers in the magically weird' — an indie early-stage/seed VC (LMV); the 'long-term' tagline is a thin hook and does not make it permane,genuine_flag_reclassify
marlin-equity-partners,Marlin Equity Partners,https://www.marlinequity.com/,genuine_misclassified,allocator,Portfolio Capital,False,"Homepage: 'a global software and technology investment firm' doing buyouts/take-privates plus 'strategic acquisitions' (buy-and-build) — a software PE serial acquirer (Portfolio Capital), not permanen",genuine_flag_reclassify
private-equity-roll-up-strategy-explained-allegrow,Private Equity Roll Up Strategy Explained- Allegrow,https://allegrow.com/private-equity-roll-up-strategy,junk_not_allocator,article_or_blog,none,False,"Page is an educational article on roll-up strategy; the firm self-describes as 'an M&A Communications Firm' providing integration/communications advisory — a consultancy that deploys no capital, not a",removed_non_entity
roll-up-strategy-2026,Roll-Up Strategy 2026,https://ctacquisitions.com/roll-up-strategy-guide-2026,junk_not_allocator,article_or_blog,none,False,"Page is a long-form roll-up strategy guide; CT Strategic Partners 'runs retained buy-side mandates' charging buyers fees — a buy-side M&A advisor/broker, not a capital allocator.",removed_non_entity
surdna-foundation,Surdna Foundation,https://surdna.org/,genuine_correct,allocator,Patient Capital,True,"Homepage: a charitable foundation (est. 1917) 'fostering sustainable communities' via grantmaking and impact investing across inclusive economies/environment/culture — a perpetual mission foundation, ",genuine_correct
the-quiet-rise-of-profitable-indie-hackers-in-2026,The Quiet Rise of Profitable Indie Hackers in 2026,https://upstartzen.com/quiet-rise-profitable-indie-hackers,junk_not_allocator,article_or_blog,none,False,"Upstartzen is 'your source for startup wisdom... business thinking' — a media/content blog monetized via ads/sponsorships, not a capital allocator.",removed_non_entity
wefunder,"Wefunder, ...",https://wefunder.com/calmfund,unverifiable,other,none,False,"wefunder.com/calmfund returned HTTP 403 Forbidden on the single fetch, so no judgment could be made from the page (unverifiable, not a junk determination).",unverifiable_keep_flag
what-is-a-venture-studio-the-venture-studio-model-explained,What Is a Venture Studio? The Venture Studio Model Explained,https://futuresight.ventures/what-is-a-venture-studio,genuine_correct,allocator,Portfolio Capital,True,"Although the URL is an explainer article, it is on FutureSight's own site and confirms FutureSight 'systematically creates and launches new startups by combining capital, shared infrastructure, and ha",genuine_correct
building-the-world-s-most-powerful-network-for-founders,Building the World's Most Powerful Network for Founders,https://www.techstars.com,genuine_misclassified,allocator,LMV,False,"Homepage: 'a leading pre-seed venture capital firm' running a 'mentorship-driven accelerator program' plus 'a capital investment' (1,100+ portfolio companies) — an accelerator-that-invests/pre-seed mi",genuine_flag_reclassify
mars-inc,Mars Inc,https://www.mars.com/,junk_not_allocator,other,none,False,"Homepage presents an operating consumer-goods manufacturer ('Global Petcare, Food & Nutrition, and Snacking Brands' making M&M's, Pedigree, etc.), not a capital allocator deploying into companies; fam",confirmed_ecosystem_nonallocator
maven-ventures,Maven Ventures,https://www.mavenventures.com/,genuine_misclassified,allocator,UVC,False,"Self-describes as a 'highly-concentrated' consumer seed fund touting '4 unicorn exits (Zoom, Cruise, Embark, Epic!)' — classic unicorn-hunting seed VC, with no permanent/evergreen/family-office langua",genuine_flag_reclassify
munger-tolles-olson-trust,Munger Tolles & Olson Trust,https://www.mto.com/,junk_not_allocator,consultancy_or_advisor,none,False,"Homepage is a law firm ('an intimate, yet formidable litigation department,' 200+ attorneys across LA/SF/DC), not a trust company or capital allocator.",confirmed_ecosystem_nonallocator
prime-coalition,Prime Coalition,https://www.primecoalition.org/,genuine_correct,allocator,Sovereign Capital,True,Self-describes as deploying catalytic philanthropic capital — 'Prime knocks down barriers for philanthropists to deploy charitable capital into a broader set of untapped climate solutions' — which fit,genuine_correct
solen-software-group,Solen Software Group,https://www.solensoftwaregroup.com,genuine_misclassified,allocator,Portfolio Capital,False,"Self-describes as a 'long-term software holding company' that acquires and permanently holds vertical SaaS with 'no set exit timeline' — a serial acquirer/holdco (Portfolio Capital), not the revenue-b",genuine_flag_reclassify
sponsored-by-aha,Sponsored by Aha!,https://www.bootstrap.company/companies,junk_not_allocator,article_or_blog,none,False,"The page is a curated directory/listicle of bootstrapped companies ('These companies are self-reliant and successful — with little to no outside funding'), a community showcase that deploys no capital",removed_non_entity
vulcan-inc,Vulcan Inc,https://www.vulcan.com/,junk_not_allocator,other,none,False,"vulcan.com 308-redirects to vulcanrealestate.com, a real-estate developer/operator ('We design and deliver imaginative places that propel human progress'); the live site is an RE operator, not the Pau",confirmed_ecosystem_nonallocator
zf-friedrichshafen,ZF Friedrichshafen,https://www.zf.com/,junk_not_allocator,other,none,False,"Homepage describes a manufacturing/operating company — 'a global technology company supplying advanced mobility products and systems for passenger cars, commercial vehicles and industrial technology' ",rescued_allocator->SMV
acquisition-lab,Acquisition Lab,https://acquisitionlab.com,junk_not_allocator,network_or_membership,Search/ETA,False,Page presents a paid ETA education program and 'vetted network of searchers and operators' that coordinates deal sourcing/capital/support for fee-paying members ('The Lab brings these moving parts int,rescued_allocator->Search/ETA
hyperplane-venture-capital,Hyperplane Venture Capital,https://www.hyperplane.vc/,genuine_correct,allocator,LMV,True,"Self-describes as 'first-check, high-conviction partners to founders' building early-stage AI/deep-tech companies — an early-stage first-check seed/indie fund, consistent with the LMV (solo-GP/micro/i",genuine_correct
angellist-rolling-funds,AngelList Rolling Funds,https://www.angellist.com/rolling-funds,junk_not_allocator,product_or_saas,none,False,The page sells AngelList's fund-administration SaaS/back-office product to GPs ('Manage fund operations from your central GP dashboard. AngelList fund administration is engineered for venture capital',confirmed_ecosystem_nonallocator
apex-capital-group,Apex Capital Group,https://www.apexcapitalgroup.com/,genuine_misclassified,allocator,none,False,"Self-describes as a 'leading global growth investment firm' deploying as 'controlling shareholder and minority investor' using 'a variety of transaction and capital structures' — growth-equity/PE, wit",genuine_flag_reclassify
astia,Astia,https://www.astia.org/,genuine_misclassified,allocator,LMV,False,"Self-describes as 'a different type of venture firm... invest in high-performing women-led companies' with $65M+ AUM and 180+ investments — an early-stage venture investor (LMV-type), not permanent/ev",genuine_flag_reclassify
caisse-de-d-p-t-et-placement-du-qu-bec,Caisse de dépôt et placement du Québec,https://www.cdpq.com/,genuine_correct,allocator,Patient Capital,True,"Self-describes as 'Investisseur institutionnel de long terme' investing depositors' capital across private placements, infrastructure, real estate and public equities — a long-horizon institutional al",genuine_correct
calpers,CalPERS,https://www.calpers.ca.gov/,genuine_correct,allocator,Sovereign Capital,True,"California Public Employees' Retirement System investing member pension dollars (e.g. '$100 Billion Climate Action Plan', Investments office, sustainable investing) — a public pension allocator defens",genuine_correct
calm-storm-ventures,Calm/Storm Ventures,https://calmstorm.vc/,genuine_correct,allocator,LMV,True,"Self-describes as 'a boutique venture capital firm... super-early stage investor' with 75+ HealthTech portfolio companies and a €20M Fund II — a small/early venture fund, fits LMV.",genuine_correct
capricorn-investment-group,Capricorn Investment Group,https://www.capricornllc.com/,genuine_correct,allocator,Patient Capital,True,"Self-describes as 'Leaders in Sustainable Investing' / impact-aligned investor managing $19B for families, foundations and institutions (OCIO, Sustainable Investors Fund) — mission/impact long-hold mu",genuine_correct
climate-bonds-initiative,Climate Bonds Initiative,https://www.climatebonds.net/,unverifiable,other,none,False,"Both homepage and /about returned HTTP 403, so the page could not be reviewed and no allocator vs standards-body claim can be verified from the site itself.",unverifiable_keep_flag
climate-investment-fund,Climate Investment Fund,https://www.cif.org/,genuine_correct,allocator,Sovereign Capital,True,"Self-describes as 'one of the largest active climate finance mechanisms in the world' ($12.5B pledged, 442 approved projects) deploying concessional/blended finance via MDBs — catalytic/blended climat",genuine_correct
diploma-plc,Diploma plc,https://www.diplomaplc.com/,genuine_misclassified,allocator,Portfolio Capital,False,Page positions it as an acquisitive 'value-add solutions group' that is 'a great home for your business' acquiring founder-led businesses ('7 new businesses' acquired) — a serial acquirer/holdco (Port,genuine_flag_reclassify
gates-cambridge-trust,Gates Cambridge Trust,https://www.gatescambridge.org/,junk_not_allocator,other,none,False,"Page describes 'Postgraduate scholarships at the University of Cambridge for scholars' — a scholarship/grant program funding individual students' education, not an allocator deploying capital into com",confirmed_ecosystem_nonallocator
green-climate-fund,Green Climate Fund,https://www.greenclimate.fund/,genuine_correct,allocator,Sovereign Capital,True,"Self-describes as 'the world's climate fund for developing countries' mobilising/delivering capital via grants, concessional finance, equity and blended finance across 352 projects — multilateral cata",genuine_correct
hampton-fund,Hampton Fund,https://www.joinhampton.com/,junk_not_allocator,network_or_membership,none,False,Self-describes as 'the private network for high-growth founders' selling monthly peer 'core groups' and membership dues with no capital deployment ('Hampton does not invest in or allocate capital'); n,confirmed_ecosystem_nonallocator
hewlett-foundation,Hewlett Foundation,https://hewlett.org/,junk_not_allocator,other,none,False,"Page describes a grant-making philanthropic foundation that 'make[s] grants across a number of program areas' to nonprofits 'rather than seeking financial returns' — grant-maker, not an allocator depl",confirmed_ecosystem_nonallocator
liberty-media,Liberty Media,https://www.libertymedia.com/,genuine_correct,allocator,Portfolio Capital,True,"Homepage: 'We own interests in a high-quality portfolio of assets across the media, entertainment and sports industries' (e.g., Formula One, MotoGP) — a holding company owning a portfolio of operating",genuine_correct
loews-corporation,Loews Corporation,https://www.loews.com/,genuine_correct,allocator,Portfolio Capital,True,"Homepage: 'a diversified company, with businesses in the insurance, energy, hospitality and packaging industries' whose 'multi-industry holding company structure... [gives] the freedom to make investm",genuine_correct
markel-ventures,Markel Ventures,https://www.markel.com/markel-ventures/,genuine_correct,allocator,Patient Capital,True,"Assigned URL 301-redirects to mklgroup.com/what-we-do/markel-ventures (Markel Group), which states they 'relentlessly compound shareholder capital across decades through thoughtful capital allocation.",genuine_correct
mcknight-foundation,McKnight Foundation,https://www.mcknight.org/,genuine_correct,allocator,Patient Capital,True,Homepage carries both a grants database ('Grantees'/'Grantseekers') and a dedicated impact-investing program ('Why We Invest / How We Invest / Where We Invest') deploying endowment capital toward a 'j,genuine_correct
norges-bank-investment-management,Norges Bank Investment Management,https://www.nbim.no/,genuine_correct,allocator,Sovereign Capital,True,"Homepage: manages the Government Pension Fund Global to 'safeguard and build financial wealth for future generations' from 'Norway's oil and gas resources,' holding stakes in ~7,200 companies worldwid",genuine_correct
praxis-labs,Praxis Labs,https://www.praxislabs.org/,junk_not_allocator,accelerator_no_capital,none,False,"Homepage (praxis.co): 'Praxis is a venture-building ecosystem... We support founders, funders, innovators and culture makers' via accelerator programs, mentorship, and community; the '$156M+ Capital P",confirmed_ecosystem_nonallocator
pritzker-innovation-fund,Pritzker Innovation Fund,https://www.pritzkerinnovationfund.org/,genuine_correct,allocator,Patient Capital,True,Homepage: 'Supporting the development and advancement of paradigm-shifting ideas to solve the world's most wicked problems' — a family philanthropic fund (Rachel/Roland Pritzker) deploying grant capit,genuine_correct
skoll-foundation,Skoll Foundation,https://skoll.org/,genuine_correct,allocator,Patient Capital,True,"Homepage: 'The Skoll Foundation catalyzes transformational social change by investing in, connecting, and championing social entrepreneurs,' deploying capital to organizations 'at their inflection poi",genuine_correct
sovereign-s-capital,Sovereign's Capital,https://sovereignscapital.com/,genuine_correct,allocator,Patient Capital,True,"Homepage: 'We provide capital and strategic partnership to companies and funds led by faith-driven teams that have the potential for outsized returns and impact,' across direct LMM/early-stage/public ",genuine_correct
stage-2-capital,Stage 2 Capital,https://www.stage2.capital/,genuine_misclassified,allocator,UVC,False,"Homepage: 'The venture capital fund led and backed by GTM experts... run & backed by 1,000+ go-to-market leaders' investing equity in B2B software — explicitly an equity VC, NOT revenue-based, so the ",genuine_flag_reclassify
wk-kellogg-foundation,WK Kellogg Foundation,https://www.wkkf.org/,genuine_correct,allocator,Patient Capital,True,"Homepage navigation exposes 'Grants & Opportunities' (Awarded Grants/Grantseekers), 'Mission Driven Investments,' and 'Fellowships,' investing across healthy food, health, early education and equitabl",genuine_correct
aspect-investors,Aspect Investors,https://www.aspectinvestors.com/,genuine_correct,allocator,Search/ETA,True,"Homepage: 'We partner with searchers to buy and grow great companies,' tagline 'Capital for entrepreneurs, by entrepreneurs,' with 'Search Teams' and 'Operating Companies' navigation — a search-fund i",genuine_correct
berkshire-partners-acquisitions,Berkshire Partners Acquisitions,https://www.berkshirepartners.com/,genuine_misclassified,allocator,none,False,Homepage describes a private and public equity investor that seeks to 'invest in high-potential companies and transform them into scale market leaders' via a Private Equity arm and Stockbridge public-,genuine_flag_reclassify
caltius-equity-partners,Caltius Equity Partners,https://www.caltius.com/,genuine_misclassified,allocator,none,False,"Homepage offers 'Debt & Equity Solutions for Middle Market Companies' for buyouts, recapitalizations, growth capital and acquisition financing (minority equity, subordinated debt, unitranche) — a midd",genuine_flag_reclassify
emerson-collective,Emerson Collective,https://www.emersoncollective.com/,genuine_correct,allocator,Patient Capital,True,"Self-describes as 'a company that invests in entrepreneurs and innovators driven by purpose,' a mission-driven LLC working for 'human flourishing' — a purpose/impact long-hold investor consistent with",genuine_correct
national-investment-infrastructure-fund-india,National Investment & Infrastructure Fund (India),https://niifindia.in/,genuine_correct,allocator,Sovereign Capital,True,"Homepage states it is 'India's premier sovereign-anchored alternative assets manager,' 'Anchored by the Government of India,' deploying 'equity & structured debt' to LPs and Indian companies — a textb",genuine_correct
north-park-group,North Park Group,https://northparkgroup.com/,genuine_correct,allocator,Patient Capital,True,"Self-describes as a family office that acquires family-owned manufacturers/distributors and grows them 'over the long term,' stating 'We are NOT a private equity fund' and 'We invest our own capital a",genuine_correct
