entity_id,name,atlas_layer,reason
bank-of-north-dakota,Bank of North Dakota,background,not in 258 tech base / non-tech
catalyst-fund,Catalyst Fund,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
cehta-capital,Cehta Capital,background,not in 258 tech base / non-tech
dob-equity,DOB Equity,background,not in 258 tech base / non-tech
franchise-equity-partners,Franchise Equity Partners,background,not in 258 tech base / non-tech
goodwell-investments,Goodwell Investments,background,not in 258 tech base / non-tech
hadley-capital,Hadley Capital,background,not in 258 tech base / non-tech
hadley-family-capital,Hadley Family Capital,background,not in 258 tech base / non-tech
healthcap-africa,HealthCap Africa,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
hidden-valley-capital,Hidden Valley Capital,background,not in 258 tech base / non-tech
impacta-vc,Impacta VC,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
japan-bank-for-international-cooperation-jbic,Japan Bank for International Cooperation (JBIC),background,not in 258 tech base / non-tech
lereko-investments,Lereko Investments,background,not in 258 tech base / non-tech
most-ventures,MOST Ventures,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
mass-general-brigham-ventures,Mass General Brigham Ventures,background,not in 258 tech base / non-tech
mille-lacs-corporate-ventures,Mille Lacs Corporate Ventures,background,not in 258 tech base / non-tech
new-mexico-state-investment-council,New Mexico State Investment Council,background,not in 258 tech base / non-tech
old-mutual-private-equity,Old Mutual Private Equity,background,not in 258 tech base / non-tech
patamar-capital,Patamar Capital,background,not in 258 tech base / non-tech
persistent-energy,Persistent Energy,background,not in 258 tech base / non-tech
pomona-impact,Pomona Impact,background,not in 258 tech base / non-tech
roche-venture-fund,Roche Venture Fund,background,not in 258 tech base / non-tech
sp-ventures,SP Ventures,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
salkantay-ventures,Salkantay Ventures,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
sango-capital,Sango Capital,background,not in 258 tech base / non-tech
seedstars-africa-ventures,Seedstars Africa Ventures,background,not in 258 tech base / non-tech
smash-vc,Smash.vc,background,not in 258 tech base / non-tech
tana-africa-capital,Tana Africa Capital,background,not in 258 tech base / non-tech
verod-kepple-africa-ventures,Verod-Kepple Africa Ventures,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
argosy-private-equity,Argosy Private Equity,background,not in 258 tech base / non-tech
atlantic-street-capital,Atlantic Street Capital,background,not in 258 tech base / non-tech
boyne-capital,Boyne Capital,background,not in 258 tech base / non-tech
copley-equity-partners,Copley Equity Partners,background,not in 258 tech base / non-tech
huron-capital,Huron Capital,background,not in 258 tech base / non-tech
methuselah-fund,Methuselah Fund,background,not in 258 tech base / non-tech
northstar-capital,Northstar Capital,background,not in 258 tech base / non-tech
southfield-capital,Southfield Capital,background,not in 258 tech base / non-tech
spell-capital-partners,Spell Capital Partners,background,not in 258 tech base / non-tech
what-if-ventures,What If Ventures,background,not in 258 tech base / non-tech
white-wolf-capital,White Wolf Capital,background,not in 258 tech base / non-tech
1st-commercial-credit,1st Commercial Credit,background,not in 258 tech base / non-tech
acumen-resilient-agriculture-fund,Acumen Resilient Agriculture Fund,background,not in 258 tech base / non-tech
agri-frontier,Agri Frontier,background,not in 258 tech base / non-tech
astanor-ventures,Astanor Ventures,background,not in 258 tech base / non-tech
bansk-group,Bansk Group,background,not in 258 tech base / non-tech
clear-frontier-ag-management,Clear Frontier Ag Management,background,not in 258 tech base / non-tech
commercial-credit-group,Commercial Credit Group,background,not in 258 tech base / non-tech
commercial-finance-partners,Commercial Finance Partners,background,not in 258 tech base / non-tech
expansion-capital-group,Expansion Capital Group,background,not in 258 tech base / non-tech
gibraltar-business-capital,Gibraltar Business Capital,background,not in 258 tech base / non-tech
hatch-blue,Hatch Blue,background,not in 258 tech base / non-tech
hilton-foundation-program-related-investments,Hilton Foundation Program-Related Investments,background,not in 258 tech base / non-tech
mce-social-capital,MCE Social Capital,background,not in 258 tech base / non-tech
mars-investment-accelerator-fund-iaf,MaRS Investment Accelerator Fund (IAF),core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
maine-venture-fund,Maine Venture Fund,background,not in 258 tech base / non-tech
massachusetts-capital-resource-company,Massachusetts Capital Resource Company,background,not in 258 tech base / non-tech
massachusetts-clean-energy-center-masscec,Massachusetts Clean Energy Center (MassCEC),background,not in 258 tech base / non-tech
ny-green-bank,NY Green Bank,background,not in 258 tech base / non-tech
northpoint-commercial-finance,Northpoint Commercial Finance,background,not in 258 tech base / non-tech
ocean-14-capital,Ocean 14 Capital,background,not in 258 tech base / non-tech
peakbridge,PeakBridge,background,not in 258 tech base / non-tech
penny-jar-capital,Penny Jar Capital,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
piedmont-business-capital,Piedmont Business Capital,background,not in 258 tech base / non-tech
reinvestment-fund,Reinvestment Fund,background,not in 258 tech base / non-tech
revere-capital,Revere Capital,background,not in 258 tech base / non-tech
slr-capital-partners,SLR Capital Partners,background,not in 258 tech base / non-tech
sallyport-commercial-finance,Sallyport Commercial Finance,background,not in 258 tech base / non-tech
sandbridge-capital,Sandbridge Capital,background,not in 258 tech base / non-tech
social-finance,Social Finance,background,not in 258 tech base / non-tech
tedco-maryland-technology-development-corporation,TEDCO (Maryland Technology Development Corporation),core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
the-veteran-fund,The Veteran Fund,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
the-yield-lab,The Yield Lab,background,not in 258 tech base / non-tech
thirty-five-ventures-35v,Thirty Five Ventures (35V),background,not in 258 tech base / non-tech
total-impact-capital,Total Impact Capital,background,not in 258 tech base / non-tech
unovis-asset-management,Unovis Asset Management,background,not in 258 tech base / non-tech
veg-capital,Veg Capital,background,not in 258 tech base / non-tech
white-oak-global-advisors,White Oak Global Advisors,background,not in 258 tech base / non-tech
whitehorse-finance,WhiteHorse Finance,background,not in 258 tech base / non-tech
wisconsin-investment-fund,Wisconsin Investment Fund,background,not in 258 tech base / non-tech
ecapital,eCapital,background,not in 258 tech base / non-tech
a-p-moller-holding,A.P. Moller Holding,background,not in 258 tech base / non-tech
ananda-impact-ventures,Ananda Impact Ventures,background,not in 258 tech base / non-tech
axon-partners-group,Axon Partners Group,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
borski-fund,Borski Fund,background,not in 258 tech base / non-tech
camber-creek,Camber Creek,background,not in 258 tech base / non-tech
change-ventures,Change Ventures,background,not in 258 tech base / non-tech
coparion,Coparion,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
educapital,Educapital,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
first-momentum-ventures,First Momentum Ventures,background,not in 258 tech base / non-tech
foreground-capital,Foreground Capital,background,not in 258 tech base / non-tech
indico-capital-partners,Indico Capital Partners,background,not in 258 tech base / non-tech
innogest-capital,Innogest Capital,background,not in 258 tech base / non-tech
inveready,Inveready,background,not in 258 tech base / non-tech
iron-wolf-capital,Iron Wolf Capital,background,not in 258 tech base / non-tech
kirkbi,KIRKBI,background,not in 258 tech base / non-tech
learn-capital,Learn Capital,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
luxempart,Luxempart,background,not in 258 tech base / non-tech
mustard-seed-maze,Mustard Seed MAZE,background,not in 258 tech base / non-tech
oneragtime,OneRagtime,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
p101-ventures,P101 Ventures,background,not in 258 tech base / non-tech
pitchdrive,Pitchdrive,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
plexo-capital,Plexo Capital,background,not in 258 tech base / non-tech
practica-capital,Practica Capital,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
reach-capital,Reach Capital,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
ring-capital,Ring Capital,background,not in 258 tech base / non-tech
senovo,Senovo,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
shorooq-partners,Shorooq Partners,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
spicehaus-partners,Spicehaus Partners,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
wamda-capital,Wamda Capital,background,not in 258 tech base / non-tech
advent-partners,Advent Partners,background,not in 258 tech base / non-tech
cox-family-holdings,Cox Family Holdings,background,not in 258 tech base / non-tech
creadev,Creadev,background,not in 258 tech base / non-tech
gresham-capital-partners,Gresham Capital Partners,background,not in 258 tech base / non-tech
jab-holding-company,JAB Holding Company,background,not in 258 tech base / non-tech
metrics-credit-partners,Metrics Credit Partners,background,not in 258 tech base / non-tech
ngai-tahu-holdings,Ngai Tahu Holdings,background,not in 258 tech base / non-tech
oceania-capital-partners,Oceania Capital Partners,background,not in 258 tech base / non-tech
psp-partners,PSP Partners,background,not in 258 tech base / non-tech
patricia-industries,Patricia Industries,background,not in 258 tech base / non-tech
pritzker-private-capital,Pritzker Private Capital,background,not in 258 tech base / non-tech
reuben-brothers,Reuben Brothers,background,not in 258 tech base / non-tech
skion,SKion,background,not in 258 tech base / non-tech
tanarra-capital,Tanarra Capital,background,not in 258 tech base / non-tech
tattarang,Tattarang,background,not in 258 tech base / non-tech
the-olayan-group,The Olayan Group,background,not in 258 tech base / non-tech
third-sphere,Third Sphere,background,not in 258 tech base / non-tech
tsao-family-office,Tsao Family Office,background,not in 258 tech base / non-tech
wireframe-ventures,Wireframe Ventures,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
catalyst-romania,Catalyst Romania,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
cintrifuse-capital,Cintrifuse Capital,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
fidelis-ventures,Fidelis Ventures,background,not in 258 tech base / non-tech
lbbw-venture-capital,LBBW Venture Capital,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
numus-financial,Numus Financial,background,not in 258 tech base / non-tech
one-way-ventures,One Way Ventures,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
presto-ventures,Presto Ventures,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
tecpier,TecPier,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
blue-owl-capital,Blue Owl Capital,background,not in 258 tech base / non-tech
keensight-capital,Keensight Capital,background,not in 258 tech base / non-tech
anamcara-capital,Anamcara Capital,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
cambrian-ventures,Cambrian Ventures,core,"tech-verified (Ethan Gate, re-verify+tiebreak 2026-06-01)"
capitala-group,Capitala Group,background,not in 258 tech base / non-tech
enza-capital,Enza Capital,background,not in 258 tech base / non-tech
landscape-workshop,Landscape Workshop,background,not in 258 tech base / non-tech
mission-pet-health,Mission Pet Health,background,not in 258 tech base / non-tech
sellerx,SellerX,background,not in 258 tech base / non-tech
ai-fund,AI Fund,background,not in 258 tech base / non-tech
deerpath-capital,Deerpath Capital,background,not in 258 tech base / non-tech
driven-brands,Driven Brands,background,not in 258 tech base / non-tech
element-finance-element-saas-finance,Element Finance (Element SaaS Finance),background,not in 258 tech base / non-tech
essence-vc-essence-venture-capital,Essence VC (Essence Venture Capital),background,not in 258 tech base / non-tech
eye-health-america,Eye Health America,background,not in 258 tech base / non-tech
eyecare-partners,EyeCare Partners,background,not in 258 tech base / non-tech
eyesouth-partners,EyeSouth Partners,background,not in 258 tech base / non-tech
fifth-wall,Fifth Wall,background,not in 258 tech base / non-tech
firstprinciples,FirstPrinciples,background,not in 258 tech base / non-tech
gcv-labs,GCV Labs,background,not in 258 tech base / non-tech
horizen-capital,HoriZen Capital,background,not in 258 tech base / non-tech
martell-ventures,Martell Ventures,background,not in 258 tech base / non-tech
modern-technical-fund-mtf,Modern Technical Fund (MTF),background,not in 258 tech base / non-tech
national-veterinary-associates,National Veterinary Associates,background,not in 258 tech base / non-tech
retina-consultants-of-america,Retina Consultants of America,background,not in 258 tech base / non-tech
