lead_id,verdict,page_type,self_described_class,class_match,final_action,note
intake-round13-2ab9d6b7549e,genuine_correct,allocator,Sovereign Capital,True,keep_promotion_eligible,State-owned dev finance: 'offering financing in the form of loans' and 'risk capital' with shares + active ownership — deploys debt and equity into Swedish SMEs.
intake-round13-f1a43c9824e9,genuine_correct,allocator,Sovereign Capital,True,keep_promotion_eligible,State-owned national holding deploying 'debt and equity financing' through Development Bank of Kazakhstan plus subsidized lending and guarantees.
intake-round13-458bb1df0c62,junk_not_allocator,other,none,False,confirmed_junk,"Catalytic facility, not allocator: 'Aceli's data-driven approach provides incentives to lenders' with '10x capital leverage' through 41 lending partners — subsidizes others, doesn't deploy own capital."
intake-round13-88af96e13d4a,genuine_correct,allocator,Sovereign Capital,True,keep_promotion_eligible,"'AIMCo invests globally on behalf of pension, endowment, insurance and government fund clients in Alberta' — institutional manager deploying client capital across asset classes."
intake-round13-672263d7447b,genuine_correct,allocator,Sovereign Capital,True,keep_promotion_eligible,"'We invest across public and private markets to generate long-term capital growth' across Private Equity, Public Equities, Real Estate, Infrastructure, Global Credit — public-sector institutional allocator."
intake-round13-864a475f8f1c,genuine_correct,allocator,Sovereign Capital,True,keep_promotion_eligible,'Harvard Management Company invests these funds as a single entity'; 'among the earliest institutional investors in venture capital' — endowment allocator deploying across multiple asset classes.
intake-round13-3a1d1729c1b8,genuine_correct,allocator,Sovereign Capital,True,keep_promotion_eligible,'Delivering Investment Results for Retirement Plans and Public Trusts' — homepage thin but self-describes as institutional investment manager for public pension/trust funds.
intake-web-f94805e83d64,junk_not_allocator,accelerator_no_capital,none,False,confirmed_junk,"Lead name 'FELLOWSHIP' is a scraped section header from Future Founders, a Chicago nonprofit youth-entrepreneurship mentorship/accelerator program — not a capital allocator; page returns empty via fetch (JS-only) and entity is non-financial"
intake-web-dd0c48d60fb2,junk_not_allocator,article_or_blog,none,False,confirmed_junk,"URL blog.acquire.com and lead name 'Startup Resources from the Acquire.com Blog' = the Acquire.com marketplace's content blog, not an investment firm; parent acquire.com self-describes as 'the largest marketplace to buy and sell profitable "
intake-web-c703f61fa31e,unverifiable,other,none,False,keep_flag_unverifiable,"rockco.com and /about-us both returned HTTP 403 Forbidden, so cannot read self-description; cannot confirm whether this is a patient-capital allocator or just an operating company."
intake-web-e9112ceb0dc9,junk_not_allocator,article_or_blog,none,False,confirmed_junk,"URL path /anatomy-of-a-venture-studio plus lead name 'Anatomy of a Venture Studio' = an explainer article on what a venture studio is, not a firm; page body returned no content for WebFetch but the slug itself is an article title."
intake-round14-3ced124dbd5b,genuine_correct,allocator,Sovereign Capital,True,keep_promotion_eligible,Homepage: 'We invest in companies with the potential for gigaton-scale CO2e reductions' and is 'enabled by catalytic capital' via Prime Coalition — a catalytic climate fund fits the Sovereign Capital (catalytic/blended/climate finance) buck
intake-round14-bf9d04c705ec,genuine_correct,allocator,Patient Capital,True,keep_promotion_eligible,About page: 'We award grants primarily through our two programs–the 11th Hour Project and Schmidt Marine Technology Partners' and 'proactively seek out grant and investment opportunities' — mission-driven family foundation = Patient Capital
intake-round14-689914601372,genuine_correct,allocator,Sovereign Capital,True,keep_promotion_eligible,"Site nav lists 'Capital Funds' with 'LACI Cleantech Debt Fund' and 'LACI Impact Fund' — a public-good cleantech incubator that also operates debt + impact funds, which fits Sovereign Capital's catalytic/public-good bucket."
intake-round15-db087902f35d,genuine_correct,allocator,LMV,True,keep_promotion_eligible,"Homepage: 'Backing immigrants who build epic companies. From Day 1.' — solo-GP led by Ramzi, $150k-$250k checks as first institutional investor across 17 portfolio companies, classic LMV / solo-GP nano fund."
intake-round15-5d4e9ea72688,genuine_correct,allocator,LMV,True,keep_promotion_eligible,"Homepage: 'a seed stage fund focused on investing in emerging companies building marketplaces and B2B software' — solo-GP fund founded by Marc McCabe with portfolio including OpenSea, Substack, Deel; fits LMV solo-GP nano fund."
intake-round15-8be118ef16ba,genuine_correct,allocator,LMV,True,keep_promotion_eligible,"Solo-GP nano fund founded by Neil S W Murray with disclosed portfolio: 'Our portfolio includes Lovable, Sanity, SafetyWing...as well as exits including Uizard (acquired by Miro).'"
intake-round16-8364572ddbf0,genuine_correct,allocator,Search/ETA,True,keep_promotion_eligible,Self-describes (in Japanese) as Japan's largest investment company funding the 'search fund' model for M&A/business succession — '優秀な人材がM&A/事業承継と経営を目指す「サーチファンド」に投資を行う、日本最大の投資会社です'.
intake-round17-07ccc84aa9c0,genuine_correct,allocator,Patient Capital,True,keep_promotion_eligible,"Australian permanent-equity holdco: 'acquires, owns and operate Great Australian SMEs' and 'We don't buy to sell — we're in for the long haul. We think in decades, not quarters.'"
intake-round17-8b43a8d8b71d,genuine_correct,allocator,Patient Capital,True,keep_promotion_eligible,"Swedish long-term investment company: 'L E Lundbergföretagen AB is an investment company that manages and develops a number of companies based on long-term, active ownership.'"
intake-round17-bdcfae99f9df,genuine_correct,allocator,Patient Capital,True,keep_promotion_eligible,"Swedish long-term investment company: 'We invest at all stages of a company's growth journey, always determined to create long-term value.'"
intake-round17-d29f26bb8fc5,genuine_correct,allocator,Patient Capital,True,keep_promotion_eligible,Swedish industrial holdco with 7 wholly-owned ops + listed portfolio: 'Investment AB Latour is the investment company investing in companies with their own products...to create a long-term sustainable value for its shareholders.'
intake-round18-022cd188e33d,genuine_correct,allocator,Portfolio Capital,True,keep_promotion_eligible,"Never-sell VMS holdco with 32 companies across 8 verticals: 'We have never sold a company, and we never will. Our buy-and-hold philosophy...we will be there to support them and their team forever.'"
intake-round18-1380e6fb3126,genuine_correct,allocator,Portfolio Capital,True,keep_promotion_eligible,"European VMS holdco self-describing as perpetual acquirer (French): 'Nous nous positionnons comme un acquireur perpétuel d'éditeurs de logiciels métiers, animé par une vision de long terme.'"
intake-round18-ffb6a9faa90d,genuine_misclassified,allocator,Patient Capital,False,keep_flag_classification,"Self-describes as 'A permanent capital investor' aligning 'as owners for as long as possible' — Patient/permanent capital, not Portfolio Capital VMS holdco."
intake-round19-612626199e08,genuine_correct,allocator,SMV,True,keep_promotion_eligible,"Revenue-based lender: 'Pay us back when your customers pay you' — non-dilutive RBF, fits SMV."
intake-round19-f697a75e3228,genuine_correct,allocator,SMV,True,keep_promotion_eligible,"'Aucune dilution de capital' with repayment as '% de votre CA hebdomadaire' — revenue-based, non-dilutive SMV financing."
intake-round20-2e1f7a68c608,genuine_correct,allocator,Sovereign Capital,True,keep_promotion_eligible,"'finanziert, berät und begleitet die DEG private Unternehmen, die in Entwicklungs- und Schwellenländern tätig sind' — German DFI financing private firms in emerging markets."
intake-round20-67e3b8f22146,genuine_correct,allocator,Sovereign Capital,True,keep_promotion_eligible,"'BIO invests in small and medium-sized enterprises, financial institutions, and infrastructure projects' — Belgian DFI deploying capital."
intake-round20-c065e9716967,genuine_correct,allocator,Sovereign Capital,True,keep_promotion_eligible,'finanziert Investitionen privater Unternehmen in Entwicklungs- und Schwellenländern' — Austrian DFI providing loans and capital to private firms in developing markets.
intake-round20-807b4f845655,genuine_correct,allocator,Sovereign Capital,True,keep_promotion_eligible,Moroccan public financial institution: 'Créer de la valeur de long terme' financing 'major structural development projects for the state' — sovereign-backed allocator.
intake-round20-2de39c895d16,genuine_correct,allocator,Sovereign Capital,True,keep_promotion_eligible,'投融資一体型サービスの提供を行っております' (integrated financing and investment services) — sovereign development bank doing loans + equity.
intake-round20-2719be95fe79,genuine_correct,allocator,Sovereign Capital,True,keep_promotion_eligible,Self-describes as 'a $250 million multi-stage investment fund that will seek to invest in North Dakota businesses' — state Legacy Fund-backed allocator across VC/PE/private credit.
intake-round20-9d7284525787,genuine_correct,allocator,Sovereign Capital,True,keep_promotion_eligible,Self-describes mission 'To provide permanent funding to Texas public schools by generating exceptional investment returns' — $60B+ state perpetual endowment fund.
