entity_id,name,primary_asset_class,target_economy,is_tech_for_vertical,reason
steward,Steward,Patient Capital,traditional,False,"Community-lending platform that on-lends to 'regenerative agriculture farmers and food producers' — funds farms, real-economy."
stewardship-partners,Stewardship Partners,Search/ETA,mixed,False,Single-business ETA acquirer of 'one exceptional business'; no sector or tech signal given.
swedfund,Swedfund,Sovereign Capital,mixed,False,"DFI equity/debt to 'private-sector companies in developing countries' advancing Agenda 2030; broad, no tech focus."
symbiotics,Symbiotics,Patient Capital,mixed,False,"Impact debt to 'MSME lenders, microfinance institutions, fintechs, inclusive-finance providers' — mix of financial services and fintech."
the-cambria-group,The Cambria Group,Search/ETA,mixed,False,"PE acquiring 'small and mid-sized businesses across a wide range of industries'; not start-ups, no tech focus."
the-lightsmith-group,The Lightsmith Group,Sovereign Capital,mixed,False,"Growth equity in 'A&R companies in infrastructure & energy resilience and supply chain resilience'; spans infra and companies, ambiguous."
thesis-capital,Thesis Capital,Patient Capital,mixed,False,"Permanent-equity acquirer of 'founder/family businesses $15M-$80M, $3M-$20M FCF'; lower-middle-market, no tech signal."
torana-group,Torana Group,Patient Capital,traditional,False,"Invests in 'essential industries (food, beverage, supplements, health care)' via employee ownership — physical real-economy businesses."
union-software-group,Union Software Group,Portfolio Capital,tech,True,"Operator-led acquirer of 'high-quality vertical market software businesses, $1M+ ARR, mission-critical software' — VMS."
verlinvest,Verlinvest,Patient Capital,mixed,False,"Family evergreen in 'consumer-first leaders in food/beverage/FMCG, health, consumer tech, lifestyle brands' — physical brands + consumer tech."
viceversa,Viceversa,SMV,tech,False,Revenue-based financing for 'digital businesses (ecommerce/DTC)' to scale marketing/working capital — funds digital-native commerce.
waterequity,WaterEquity,Patient Capital,traditional,False,"Impact funds investing in 'financial institutions, enterprises, and infrastructure' delivering water and sanitation — water infrastructure."
wayfinder-capital,WayFinder Capital,Search/ETA,traditional,False,"Search-fund investor in 'Australian mid-market companies' (All Essential, Austral Herbs, Granular Products) — physical SMEs."
workhorse-capital,Workhorse Capital,SMV,tech,False,Growth equity for 'already-successful software and technology-enabled service businesses with recurring revenue' — SaaS/TES.
workshop-ventures,Workshop Ventures,Venture Studio,mixed,False,"Venture studio building 'pre-seed/seed climate and education companies'; could be software or hardware, too thin to call tech."
wrench-group,Wrench Group,Portfolio Capital,traditional,False,Home-services roll-up of 'HVAC/Plumbing/Electrical market leaders across 26 markets' — physical home-services operators.
xo-capital,XO Capital,Portfolio Capital,tech,False,"Buy-and-operate of 'B2B SaaS, $30k-$60k MRR, 80%+ gross margins' micro-SaaS — software is the core product."
responsability-investments,responsAbility Investments,Patient Capital,mixed,False,"Impact manager in financial inclusion, climate finance, and sustainable food in emerging markets; real-economy/physical skew, no software signal."
braccia-capital,Braccia Capital,Patient Capital,mixed,False,Multi-generational family office; targets 'unspecified' — text too thin to determine tech vs traditional.
deep-science-ventures,Deep Science Ventures,Portfolio Capital,mixed,False,"Venture creator across Agriculture, Computation, Climate, Pharma, Education; mixes physical science (ag/pharma/climate) with computation."
elemental-impact,Elemental Impact,Sovereign Capital,mixed,False,"Catalytic capital for first-of-a-kind climate-tech projects via project finance across energy, industry, food, water, transport; physical projects."
enduring-planet,Enduring Planet,SMV,mixed,False,"Working capital for climate startups and SMBs across mitigation, removal, adaptation; climate skews physical, no clear software focus."
neta-foundation,NETA Foundation,Sovereign Capital,mixed,False,Funds early-stage pre-commercialization 'technology' from universities/research; domain unspecified (could be deep/physical tech).
refactor-capital,Refactor Capital,LMV,mixed,False,"Hard tech 'atoms not bits': Aerospace, Applied Bio, Critical Materials, Energy, Fertility plus AI Infra; explicit physical scale signal."
9t-capital,9T Capital,Search/ETA,traditional,False,"ETA/search-fund investor acquiring operating companies across N. America, Europe, S. America; operating-business acquisition."
alza-capital,ALZA Capital,Search/ETA,traditional,False,Search-fund PE; 67 operating companies across 9 industries via search & acquisition; operating-business buyouts.
infinitas-partners,Infinitas Partners,Search/ETA,mixed,False,Search fund acquiring healthcare/medtech/health-tech SMEs on revenue/EBITDA multiples; tech-vertical wording but operating-business acquisition.
mirablau,Mirablau,Search/ETA,traditional,False,Search-fund investor backing entrepreneurship-through-acquisition of SMEs worldwide; operating-business acquisition.
onetoone-asset-management,ONEtoONE Asset Management,Search/ETA,traditional,False,Search-funds program backing searchers acquiring SMEs (mostly European); operating-business acquisition.
search-fund-oz,Search Fund Oz,Search/ETA,traditional,False,Helps Australians 'buy good businesses'; search-fund acquisition of operating SMEs.
search-fund-pioneers-eu,Search Fund Pioneers (EU),Search/ETA,traditional,False,Backs next generation of search-fund entrepreneurs acquiring operating businesses in Europe; ETA acquisition model.
vonzeo-capital,Vonzeo Capital,Search/ETA,traditional,False,"Invests in search-fund entrepreneurs who 'acquire, grow, and sell a business' globally; operating-business acquisition."
hal-investments,HAL Investments,Portfolio Capital,mixed,False,Permanent-equity holdco with shareholdings in listed/non-listed companies across 'a wide range of industries'; no software signal.
industriv-rden,Industrivärden,Patient Capital,traditional,False,"Long-term concentrated stakes in named Nordic industrials/banks: Sandvik, Volvo, Handelsbanken, Essity, SCA, Skanska."
investor-ab,Investor AB,Patient Capital,traditional,False,"Wallenberg holdco owning named global industrials/pharma/banks: ABB, AstraZeneca, Atlas Copco, Electrolux, SEB, Saab."
korys,Korys,Patient Capital,mixed,False,"Colruyt family investment co. in Conscious Consumer, Energy Transition, Healthy Living; profitable businesses, no clear software focus."
sofina,Sofina,Portfolio Capital,mixed,False,"Patient-capital partner to entrepreneurs/families backing growing companies in Europe/Asia/US; includes VC/growth fund LP, no named software portfolio."
teoh-capital,Teoh Capital,Portfolio Capital,mixed,False,Permanent capital into 'B2B SaaS with $1-50M recurring revenue' plus heritage brands and family-owned businesses; software and traditional brands.
venture-growth-partners-australia,Venture Growth Partners (Australia),Portfolio Capital,mixed,False,"Long-duration holdco acquiring profitable, low-capital-intensity, 'sector agnostic' Australian SMEs ($1-6M earnings); no tech signal."
wendel,Wendel,Patient Capital,traditional,False,"Family investment co. in named European industrials: Bureau Veritas, Stahl, Tarkett, IHS Towers, Globeducate, Scalian."
8fig,8fig,SMV,mixed,False,"Non-dilutive funding for Amazon/Shopify ecommerce sellers; sellers sell physical goods via a platform, not core-tech companies."
choco-up,Choco Up,SMV,mixed,False,"Revenue-based financing for SMEs/startups in ecommerce, retail, services; borrower base spans physical retail and services."
indifi,Indifi,SMV,traditional,False,"Small-business lending to Indian SMEs in travel, e-commerce, hotel, retail, restaurant verticals; mostly physical/main-street SMBs."
multipli,Multipli,SMV,traditional,False,"Non-bank lender doing vendor/equipment finance and chattel mortgages for IT/telco, clean energy, commercial equipment; physical real assets."
ratio,Ratio,SMV,tech,False,"Recurring-revenue financing explicitly for B2B SaaS, hardware, robotics, VARs and SaaS startups; funds software/tech companies."
tractor-ventures,Tractor Ventures,SMV,mixed,False,"Growth/venture debt for AU/NZ SMEs, ecommerce, and SaaS (>$50K MRR) plus VC-backed startups; mix of SaaS, ecommerce, and SMEs."
abu-dhabi-investment-authority-adia,Abu Dhabi Investment Authority (ADIA),Sovereign Capital,traditional,False,"Sovereign wealth fund prudently diversified across global asset classes for long-term value; broad real-economy portfolio, not tech-focused."
adaptation-fund,Adaptation Fund,Sovereign Capital,traditional,False,"Climate-adaptation grant-maker to developing-country governments and implementing entities; project/readiness grants, not tech-company funding."
asian-infrastructure-investment-bank-aiib,Asian Infrastructure Investment Bank (AIIB),Sovereign Capital,traditional,False,"Multilateral development bank financing infrastructure: energy, transport, water, telecom, climate across member economies; physical infrastructure."
european-bank-for-reconstruction-and-development-ebrd,European Bank for Reconstruction and Development (EBRD),Sovereign Capital,traditional,False,"MDB funding private sector in energy, financial institutions, agribusiness, infrastructure, manufacturing, real estate; real-economy sectors."
finance-in-motion,Finance in Motion,Sovereign Capital,traditional,False,Blended-finance impact manager deploying via local financial institutions for renewable energy and agriculture in emerging markets; physical/FI focus.
idb-invest,IDB Invest,Sovereign Capital,traditional,False,"Private-sector arm of IDB funding LatAm agribusiness, social infrastructure, tourism, energy, transport, water, FIs; real-economy mandate."
international-finance-corporation-ifc,International Finance Corporation (IFC),Sovereign Capital,traditional,False,"World Bank Group private-sector financier across agribusiness, FIs, infrastructure, manufacturing, health in developing countries; one VC line among many."
multilateral-investment-guarantee-agency-miga,Multilateral Investment Guarantee Agency (MIGA),Sovereign Capital,traditional,False,"WBG political-risk and credit guarantor for investors in developing markets; insurance/guarantees across all sectors, not tech-company funding."
sifem-swiss-investment-fund-for-emerging-markets,SIFEM Swiss Investment Fund for Emerging Markets,Sovereign Capital,traditional,False,Swiss DFI fund-of-funds financing SMEs in developing countries via local financial intermediaries; broad real-economy SME base.
u-s-international-development-finance-corporation-dfc,U.S. International Development Finance Corporation (DFC),Sovereign Capital,traditional,False,"US DFI funding critical minerals, healthcare, energy, agriculture, infrastructure, plus tech/telecom; predominantly real-economy/infrastructure."
mb2-dental,MB2 Dental,Portfolio Capital,traditional,False,Dental Partnership Organization operating 500+ dental practices with 1700+ dentists; operates physical dental practices (literal traditional example).
new-harbor-capital,New Harbor Capital,Portfolio Capital,mixed,False,"Control PE in 'Technology-Enabled Services' plus Healthcare and Education lower middle-market; 'tech-enabled services' = labor/locations + software, not pure tech."
agri3-fund,AGRI3 Fund,Sovereign Capital,traditional,False,"Blended finance for sustainable land-use: agriculture, reforestation, deforestation prevention via partner banks. Physical land/agriculture, not tech."
ajvc,AJVC,LMV,tech,False,"India pre-seed fund backing first-time founders, prototypes, pre-incorporation startups; generalist early-stage software/startup capital."
apg-asset-management,APG Asset Management,Patient Capital,mixed,False,"Pension manager across infrastructure, real estate, PE, direct ventures, natural capital, bonds; broadly diversified, not a tech bet."
agriculture-capital,Agriculture Capital,Patient Capital,traditional,False,"Real-asset investor in farmland (20K+ acres) and food processing/midstream infrastructure; physical regenerative-ag assets, not tech."
ajim-capital,Ajim Capital,LMV,tech,False,"Pre-seed/seed VC for Africa's tech companies: fintech, logistics, vertical SaaS, AI, commerce, dev tools. Clearly software/tech, generalist."
ambassador-development-group,Ambassador Development Group,Portfolio Capital,traditional,False,"Faith-based evergreen holdco directly acquiring small and medium-sized businesses; generic SMB acquisitions, no tech signal."
beacon-behavioral-health-partners,Beacon Behavioral Health Partners,Portfolio Capital,traditional,False,"Behavioral-health MSO acquiring/partnering with outpatient psychiatry practices; buys/operates physical medical practices, not tech."
blue-collar-trades-group,Blue-Collar Trades Group,Search/ETA,traditional,False,"Acquires blue-collar SMBs in construction, fabrication, agriculture, home services, specialty trade; physical operating businesses."
bluefront-equity,Bluefront Equity,Patient Capital,traditional,False,"Growth PE in Nordic seafood value chain: biology, fish health, automation, aquaculture; physical seafood-sector companies, not tech."
canadian-co-operative-investment-fund,Canadian Co-operative Investment Fund,Patient Capital,mixed,False,"Debt/loan financing for Canadian co-operatives creating community benefits; sector-agnostic co-ops, no tech signal, text thin -> mixed."
capifly,Capifly,SMV,tech,True,"Shariah-compliant venture debt to MENA software companies with 250k+ ARR, VC-backed; explicitly funds software/SaaS firms."
capital-impact-partners,Capital Impact Partners,Patient Capital,mixed,False,"CDFI lending to real-estate developers, small businesses, food/health/employee-ownership projects; mainly physical community economy, no tech signal."
catalytic-futures-fund,Catalytic Futures Fund,Patient Capital,mixed,False,"Recoverable grants and early-stage venture investments in ventures supporting girls/youth of color; sector-agnostic, no tech signal -> mixed."
cedo-capital,Cedo Capital,Search/ETA,traditional,False,"Search fund acquiring a single Polish SME (acquired a vegetable processor) facing succession; buys/operates physical SME, not tech."
chisos,Chisos,SMV,traditional,False,"CISA funding for entrepreneurs, athletes, creators, golfers; funds people, not software companies; no tech-company signal."
climate-asset-management,Climate Asset Management,Patient Capital,traditional,False,"Natural-capital manager investing in sustainable land use, biodiversity, nature-based carbon projects; physical natural assets, not tech."
compagnie-du-bois-sauvage,Compagnie du Bois Sauvage,Patient Capital,mixed,False,"Belgian family industrial holding making long-term patrimonial equity stakes (e.g. Jeff de Bruges); diversified industrial/consumer, not tech."
creation-investments-capital-management,Creation Investments Capital Management,Patient Capital,mixed,False,Impact PE/credit in financial-services and financial-inclusion firms for unbanked in emerging markets; includes fintech-adjacent but also traditional FIs -> mixed.
crediblex,CredibleX,SMV,mixed,False,"Embedded SME working-capital lender (receivables, payables, POS, B2B) in UAE/GCC; funds generic SMEs via platform partners, no tech-fundee signal."
de-agostini,De Agostini,Patient Capital,mixed,False,"Italian family holding with diversified global brands (recent: Legami); broad industrial/consumer portfolio, not a tech bet."
dermcare-management,DermCare Management,Portfolio Capital,traditional,False,"Dermatology MSO/roll-up acquiring dermatology practices; buys and operates physical medical practices, not tech."
dirt-capital-partners,Dirt Capital Partners,Patient Capital,traditional,False,"Farmland impact investor: land partnerships with regenerative farmers, 23,000+ acres, conservation easements; physical farmland, not tech."
epitome-capital,Epitome Capital,Search/ETA,traditional,False,"UK SMB holdco acquiring manufacturing, engineering, logistics, distribution, facilities, B2B services firms; physical operating SMEs."
firstpick,FIRSTPICK,LMV,tech,False,"First-check VC for Baltic founders building AI-first software, generalist early-stage; clearly software/tech startups."
farmland-lp,Farmland LP,Patient Capital,traditional,False,"Organic/regenerative farmland fund acquiring 19,000+ acres and converting to organic; physical farmland real asset, not tech."
ferd-as,Ferd AS,Patient Capital,mixed,False,"Norwegian family investment company: PE, real estate, external managers, impact, social entrepreneurs; broadly diversified, not tech-focused."
firstcheck-africa,FirstCheck Africa,LMV,tech,False,"First-check pre-seed/seed VC for female-led African startups, sector-agnostic; early-stage venture capital for startups -> tech."
flapkap,FlapKap,SMV,traditional,False,"Revenue-based/POS funding for SMEs in e-commerce, retail, restaurants, clinics in MENA; funds physical/main-street businesses, no tech-fundee signal."
flow48,Flow48,SMV,mixed,False,"Revenue-based and invoice financing for SMEs needing working capital; generic SME fundees with no tech signal, text thin -> mixed."
forest-investment-associates,Forest Investment Associates,Patient Capital,traditional,False,"TIMO managing 2M+ acres of sustainable timberland in US South, Brazil, Chile; physical timberland real asset, not tech."
founders-home-service-group,Founders Home Service Group,Portfolio Capital,traditional,False,"Home-services holdco acquiring HVAC, plumbing, electrical SMBs from retiring owners; buys/operates physical trades businesses."
garlic-equity-capital,Garlic Equity Capital,Search/ETA,traditional,False,"Singapore/Malaysia search fund taking majority stakes in established SMEs facing succession; acquires/operates physical SME, not tech."
generate-capital,Generate Capital,Patient Capital,traditional,False,"Sustainable-infrastructure capital: distributed energy, mobility, water, waste, data centers; physical infrastructure project finance, not software."
groupe-bruxelles-lambert,Groupe Bruxelles Lambert,Patient Capital,mixed,False,"Investment holding in large European listed firms (adidas, Pernod Ricard, SGS) and private assets; broadly diversified, not a tech bet."
gulf-islamic-investments-gii,Gulf Islamic Investments (GII),Patient Capital,mixed,False,"Shariah-compliant firm across PE, VC (Mumzworld, zSpace) and real estate (warehouses, schools, towers); mix of tech VC and physical real estate."
gulf-succession-partners,Gulf Succession Partners,Search/ETA,mixed,False,"UAE search fund acquiring one mature SME in business services, healthcare, technology, or light manufacturing; technology among sectors -> mixed."
hasan-vc,HASAN.VC,LMV,tech,False,Shariah venture fund + accelerator backing early-stage ethical 'Camel Startups' in SE Asia/Muslim world; early-stage startup venture capital -> tech.
ingka-investments,Ingka Investments,Patient Capital,traditional,False,"Permanent forestland owner: 495,000 hectares across seven countries managed as 'forests forever'; physical forestland real asset, not tech."
invest-appalachia,Invest Appalachia,Patient Capital,mixed,False,"Blended/catalytic capital (grants, loans, equity) for community projects and entrepreneurs in Central Appalachia (e.g. Renaissance Fiber); community economy, no tech signal."
italmobiliare,Italmobiliare,Patient Capital,traditional,False,"Italian family industrial holding; portfolio is coffee (Caffe Borbone), perfume/pharma, sporting goods (Tecnica), insurance, food — physical operating companies."
kingdom-capital,Kingdom Capital,Patient Capital,mixed,False,Long-horizon equity into 'faith-aligned operating companies' with no sector or tech signal; too thin to call tech.
linea-capital,Linea Capital,SMV,tech,False,"Revenue-based funding for 'post-revenue, tech-enabled South African companies'; explicitly tech-enabled but horizontal, not vertical-software."
lioncrest-industries,Lioncrest Industries,Portfolio Capital,traditional,False,"Industrial holdco acquiring packaging, precision manufacturing, and industrial distributors (pumps, valves) — physical real assets."
liquidus-partners,Liquidus Partners,Patient Capital,mixed,False,Private credit for ESOP transitions of generic 'private businesses'; no sector or tech signal.
lynx-equity,Lynx Equity,Portfolio Capital,traditional,False,Buy-and-hold of SMBs from retiring owners explicitly 'in stable industries'; no tech signal.
milestone-search-capital,Milestone Search Capital,Search/ETA,traditional,False,India search fund buying cash-profitable businesses with explicit 'low tech-obsolescence risk' — deliberately non-tech.
monarch-investment-partners,Monarch Investment Partners,Patient Capital,mixed,False,Financing ESOP transitions of employee-owned businesses; no sector or tech signal.
n-1-capital,N+1 Capital,SMV,tech,False,"Revenue-based growth capital for Indian companies with 'ARR'; ARR connotes recurring/SaaS revenue, so tech is the read; horizontal not vertical."
new-forests,New Forests,Patient Capital,traditional,False,"Forestry/natural-capital manager investing in timber plantations, conservation, agriculture, processing — physical real assets."
okintek-capital,Okintek Capital,Search/ETA,traditional,False,Search fund buying one B2B business in healthcare/BFSI/real estate/renewable energy; no tech-product signal.
outlast-fund,Outlast Fund,LMV,tech,False,"Pre-seed/seed in B2B SaaS, AI infrastructure, digital health, fintech, deep-tech — clearly tech but a generalist, not vertical-software-only."
peugeot-invest,Peugeot Invest,Patient Capital,traditional,False,"French family holding; stakes in Stellantis (autos), Forvia (auto parts), LISI, Robertet — industrial operating companies."
root-capital,Root Capital,Patient Capital,traditional,False,Nonprofit lender extending credit to small and growing agricultural businesses in the Global South — physical agriculture.
rouge-river-capital,Rouge River Capital,Portfolio Capital,traditional,False,"Own-capital holdco acquiring Canadian operating businesses in Consumer, Logistics, Industrials — physical sectors."
shawbrook-eot-finance,Shawbrook EOT Finance,Patient Capital,mixed,False,"Lender financing UK SME transitions to Employee Ownership Trusts; generic SMEs, no sector or tech signal."
sila-services,Sila Services,Portfolio Capital,traditional,False,"Home-services platform consolidating HVAC, Plumbing, and Electrical contractors — physical operating businesses."
southern-home-services,Southern Home Services,Portfolio Capital,traditional,False,Consolidator of HVAC/Plumbing/Electrical/Generator home-service businesses — physical real-economy operators.
specialty1-partners,Specialty1 Partners,Portfolio Capital,traditional,False,Specialty dental DSO acquiring endodontic/oral-surgery/periodontic practices — physical clinical practices.
spring-lane-capital,Spring Lane Capital,Patient Capital,traditional,False,"Project finance + equity for sustainable real-asset platforms in Energy, Waste, Transportation, Food & Ag — physical real assets."
succession-capital-partners-india,Succession Capital Partners India,Search/ETA,traditional,False,"Search fund acquiring 'India's traditional businesses', asset-light B2B with recurring revenue; explicitly traditional."
talanton,Talanton,Patient Capital,mixed,False,Faith-driven impact fund backing growth-stage 'missing middle' businesses ($500K-$15M rev) in Sub-Saharan Africa; no tech signal.
tenacity-works-fund,Tenacity Works Fund,Patient Capital,mixed,False,Revolving loan fund for worker co-ops across Canada; no sector or tech signal.
the-seer-group,The SEER Group,Portfolio Capital,traditional,False,"Home-services group partnering with local HVAC, plumbing, and electrical businesses — physical operators."
trailhead-capital,Trailhead Capital,Patient Capital,mixed,False,"VC backing entrepreneurs 'building the regenerative future of food and agriculture'; emphasis is physical regenerative ag/food, may include agtech — not clearly tech."
transition-capital-partners,Transition Capital Partners,Patient Capital,mixed,False,Long-hold PE in 'middle market companies in Texas'; no sector or tech signal.
untapped-global,Untapped Global,SMV,mixed,False,"'Tech-enabled' framing but Smart Asset Financing funds physical assets — clean water, solar, e-mobility — tracked via IoT; genuinely both."
vetcor,Vetcor,Portfolio Capital,traditional,False,Veterinary care network acquiring/partnering with 900 community veterinary practices — physical clinics.
veterinary-practice-partners,Veterinary Practice Partners,Portfolio Capital,traditional,False,Veterinary roll-up co-owning hospitals with vets (190+ practices) — physical clinical practices.
wing-vasiksiri,Wing Vasiksiri,LMV,tech,False,"Solo-GP fund backing 'Southeast Asian technology ecosystem' founders at earliest stages; horizontal tech, not vertical-software."
i2i-ventures,i2i Ventures,LMV,mixed,False,"Pakistan pre-seed/seed fund, explicitly 'sector agnostic', never says technology; too thin to call tech."
acon-investments,ACON Investments,Portfolio Capital,traditional,False,"LatAm PE buying Consumer, Industrials, and Business Services via buyouts and carveouts — physical/traditional sectors."
adenia-partners,Adenia Partners,Patient Capital,mixed,False,Pan-African PE making control investments in 'medium-sized companies'; no sector or tech signal.
africinvest,AfricInvest,Patient Capital,mixed,False,Pan-African PE across multiple sectors via growth funds; no specific tech signal.
alpine-investors,Alpine Investors,Portfolio Capital,mixed,False,"People-first PE in 'software, services, MSPs'; funds software but also services/MSPs — genuinely both."
amethis,Amethis,Patient Capital,mixed,False,Pan-African/MENA/Europe impact PE in mid-sized companies (CA 5-200M EUR); no sector or tech signal.
apheon,Apheon,Patient Capital,traditional,False,"Benelux long-hold PE in family businesses across consumer, industrials, healthcare distribution — physical sectors."
aqua-capital,Aqua Capital,Portfolio Capital,traditional,False,LatAm PE investing across the Agribusiness and Food value chain (upstream to downstream) — physical agri/food.
ata-capital,Ata Capital,Patient Capital,mixed,False,South African PE in private businesses plus real estate (Ata Terra); no specific tech signal.
aterian-investment-partners,Aterian Investment Partners,Patient Capital,mixed,False,"Middle-market PE; 'technology' cited as an operational lever (equipment, processes, product innovation), not a target sector — generic middle market."
aurora-capital-partners,Aurora Capital Partners,Patient Capital,mixed,False,"Buys whole companies in 'Industrial & Business Services, Industrial Technologies, Software & Tech-Enabled Services'; tech-enabled=uses-tech, blended with industrials."
bgf,BGF,Patient Capital,mixed,False,"Funds SMEs, deep tech, life sciences, university spinouts to well-known brands across UK/Ireland; blend of tech and traditional businesses."
bangladesh-infrastructure-finance-fund,Bangladesh Infrastructure Finance Fund,Sovereign Capital,traditional,False,"Infrastructure, energy efficiency, renewable energy, waste management, food/agriculture value chain — physical real-asset project finance."
builders-vision,Builders Vision,Patient Capital,traditional,False,"Solutions in food & agriculture, energy, and oceans; blue economy — physical real-economy sectors, no software/platform signal."
buoyant-ventures,Buoyant Ventures,LMV,tech,True,"Invests in 'AI, software, and simple hardware'; 'Intelligence Layer of the Physical World' — software/AI serving physical verticals (climate)."
capitalworks,Capitalworks,Patient Capital,mixed,False,"Emerging-market growth equity in financial, education, health verticals; whole-company PE with no software/platform tech signal."
charlesbank-capital-partners,Charlesbank Capital Partners,Portfolio Capital,mixed,False,"Middle-market buyouts across Business & Consumer Services, Healthcare, Industrial, Technology & Tech Infrastructure — blended sectors."
chryscapital,ChrysCapital,Patient Capital,mixed,False,"Consumer, Enterprise Technology, Financial Services, Healthcare, Manufacturing, New Economy — blend of tech and physical sectors."
churchill-asset-management,Churchill Asset Management,SMV,mixed,False,Lends to PE-owned middle-market companies and their portfolios; no sectors or tech signal named — thin.
comvest-credit-partners,Comvest Credit Partners,SMV,mixed,False,Senior secured debt to sponsored/non-sponsored middle-market companies; no sectors or tech signal named — thin.
congruent-ventures,Congruent Ventures,Patient Capital,mixed,False,"Early-stage climate-tech across 'atoms, bits, or business models' — atoms=physical/hardware, not software-specific; blended."
counteract,Counteract,LMV,mixed,False,"Backs carbon-removal founders (DAC, mineralisation, soil carbon, weathering) — physical/hardware climate, not software/platform."
court-square-capital-partners,Court Square Capital Partners,Portfolio Capital,mixed,False,"Middle-market company builder in Business Services, Healthcare, Industrials, and Tech & Telecom — blended sectors."
deutsche-beteiligungs-ag,Deutsche Beteiligungs AG,Portfolio Capital,mixed,False,"Mittelstand PE in industry, broadband telecom, IT services/software, healthcare — blend of industrial and software/IT."
development-partners-international,Development Partners International,Patient Capital,mixed,False,"African growth equity in financial services, healthcare, consumer, infrastructure — blend of services and physical sectors."
eb-capital,EB Capital,Sovereign Capital,traditional,False,"Brazilian PE in climate (decarbonization), agribusiness, and real estate — physical real-asset sectors, no software signal."
eci-partners,ECI Partners,Patient Capital,mixed,False,Growth businesses with strong management seeking to scale internationally; no sectors or tech signal named — thin.
energy-transition-ventures,Energy Transition Ventures,LMV,mixed,False,"Distributed Energy, Electrification, Mobility, Resource Efficiency, Enabling Technologies — physical energy/hardware, not software-specific."
equistone-partners-europe,Equistone Partners Europe,Patient Capital,mixed,False,Change-of-ownership deals for €50m-€500m EV businesses; no sectors or tech signal named — thin.
everstone-capital,Everstone Capital,Patient Capital,mixed,False,Mid-market control PE with India/SE Asia nexus; no sectors or tech signal named — thin.
ffl-partners,FFL Partners,Portfolio Capital,mixed,False,"Middle-market healthcare and 'tech-enabled services' — tech-enabled=uses-tech trap, blended with healthcare; not software-specific."
fors-capital,FORS Capital,Patient Capital,mixed,False,Brazilian ESG growth equity for financial results with environmental/social impact; no sectors or tech signal named — thin.
gimv,Gimv,Portfolio Capital,mixed,False,"Invests across Consumer, Healthcare, Smart Industries, Sustainable Cities — blend of physical industries and tech-adjacent themes."
hall-capital,Hall Capital,Portfolio Capital,traditional,False,"Holdco of operating businesses in automotive, real estate, oil & gas — physical real-asset operating affiliates."
helios-investment-partners,Helios Investment Partners,Patient Capital,mixed,False,"Africa-focused PE, Helios Climate, and Helios Digital Ventures — blend of physical PE/climate and digital ventures."
iconiq,ICONIQ,Patient Capital,mixed,False,MFO wealth + Real Assets + Venture & Growth (e.g. Anthropic AI) + Impact — blend of real assets and software/AI venture.
ig4-capital,IG4 Capital,Patient Capital,mixed,False,"LatAm special situations, market dislocations, distressed and NPLs; financial/situational focus, no sectors or tech signal — thin."
injaro-investments,Injaro Investments,Patient Capital,mixed,False,Africa-focused PE and private credit for impact-oriented SMEs; no sectors or tech signal named — thin.
inside-capital-partners,Inside Capital Partners,Patient Capital,traditional,False,"Southeast African businesses in waste/recycling, solar energy, hospitality, manufacturing — physical operating businesses."
kv-asia-capital,KV Asia Capital,Portfolio Capital,traditional,False,"SE Asia mid-sized firms in business services, energy services, distribution & logistics, financial/healthcare services — physical operations."
kawisafi-ventures,KawiSafi Ventures,Patient Capital,mixed,False,Sub-Saharan off-grid renewable energy plus mobile payments — blend of energy hardware (physical) and payments software.
lockheed-martin-ventures,Lockheed Martin Ventures,Portfolio Capital,mixed,False,"Deep-tech and dual-use technologies in defense/aerospace — hardware-heavy deep tech, not software/platform-specific."
mid-europa-partners,Mid Europa Partners,Portfolio Capital,mixed,False,Established CEE mid-market businesses across multiple sectors; no sector specifics or tech signal named — thin.
monroe-capital,Monroe Capital,SMV,mixed,False,"Private credit to middle market across healthcare, technology, sports/media, retail, specialty finance, real estate — blended sectors."
muzinich-co,Muzinich & Co,SMV,mixed,False,"Corporate credit to SMEs / lower middle-market companies in Europe, Asia, US; no sectors or tech signal named — thin."
neom-investment-fund,NEOM Investment Fund,Sovereign Capital,mixed,False,"Funds NEOM sectors: energy, biotech, mobility, food, water, construction, financial services, media — blend of physical and tech."
newspring-mezzanine,NewSpring Mezzanine,SMV,mixed,False,"LMM companies across technology, healthcare, consumer, business services, manufacturing/distribution, franchises — blended sectors."
nexxus-capital,Nexxus Capital,SMV,mixed,False,"Mexican/Iberian mid-market growth in consumer goods, health/pharma; physical/consumer focus, no software/platform tech signal."
norsad-capital,Norsad Capital,SMV,traditional,False,"Sub-Saharan debt to Financial Institutions, Food Value Chain, Soft & Social Infrastructure — physical/infrastructure sectors."
norwest-equity-partners,Norwest Equity Partners,Portfolio Capital,mixed,False,"Middle-market buyouts in business services, consumer, and industrial companies — blend of services and physical industry."
olympus-partners,Olympus Partners,Portfolio Capital,traditional,False,Middle-market growth/buyout of 'family- and entrepreneur-owned businesses across multiple sectors' driven by add-on M&A; no tech signal.
oman-investment-authority,Oman Investment Authority,Sovereign Capital,mixed,False,"Sovereign fund managing state assets across sectors aligned with Vision 2040 incl. 'modern-technology transfer'; broad multi-asset, not specifically tech."
oval-partners,Oval Partners,Patient Capital,mixed,False,Multifamily-office holdco backing 'founders of growing businesses' with no sector or tech signal; too thin to call tech.
