entity_id,entity_name,primary_asset_class,entity_type,website,fit_score,entity_evidence_status,claim_id,claim_type,claim,claim_evidence_status,claim_confidence,source_url,source_quality,source_tier,source_text_snippet,paper_ready
runway-rooted-fund,RUNWAY (Rooted Fund),Patient Capital,Reparative-finance integrated capital fund for Black communities,https://www.rootedfund.family/,62,candidate_evidence,claim-runway-rooted-fund-intake-007,intake_patient-capital_bucket_signal,RUNWAY (Rooted Fund) has source-backed Patient Capital bucket evidence: source text contains 'philanthropic'.,candidate_evidence,65,https://www.rootedfund.family/,primary,public_web,,0
runway-rooted-fund,RUNWAY (Rooted Fund),Patient Capital,Reparative-finance integrated capital fund for Black communities,https://www.rootedfund.family/,62,candidate_evidence,claim-runway-rooted-fund-intake-008,intake_patient-capital_bucket_signal,RUNWAY (Rooted Fund) has source-backed Patient Capital bucket evidence: source text contains 'trust'.,candidate_evidence,65,https://www.rootedfund.family/,primary,public_web,,0
runway-rooted-fund,RUNWAY (Rooted Fund),Patient Capital,Reparative-finance integrated capital fund for Black communities,https://www.rootedfund.family/,62,candidate_evidence,claim-runway-rooted-fund-intake-009,intake_patient-capital_bucket_signal,RUNWAY (Rooted Fund) has source-backed Patient Capital bucket evidence: source text contains 'generations'.,candidate_evidence,65,https://www.rootedfund.family/,primary,public_web,,0
runway-rooted-fund,RUNWAY (Rooted Fund),Patient Capital,Reparative-finance integrated capital fund for Black communities,https://www.rootedfund.family/,62,candidate_evidence,claim-runway-rooted-fund-intake-010,intake_patient-capital_bucket_signal,RUNWAY (Rooted Fund) has source-backed Patient Capital bucket evidence: source text contains 'generational'.,candidate_evidence,65,https://www.rootedfund.family/,primary,public_web,,0
runway-rooted-fund,RUNWAY (Rooted Fund),Patient Capital,Reparative-finance integrated capital fund for Black communities,https://www.rootedfund.family/,62,candidate_evidence,claim-runway-rooted-fund-intake-011,intake_patient-capital_bucket_signal,RUNWAY (Rooted Fund) has source-backed Patient Capital bucket evidence: source text contains 'impact'.,candidate_evidence,65,https://www.rootedfund.family/,primary,public_web,,0
runway-rooted-fund,RUNWAY (Rooted Fund),Patient Capital,Reparative-finance integrated capital fund for Black communities,https://www.rootedfund.family/,62,candidate_evidence,claim-runway-rooted-fund-intake-012,intake_patient-capital_bucket_signal,RUNWAY (Rooted Fund) has source-backed Patient Capital bucket evidence: source text contains 'values-driven'.,candidate_evidence,65,https://www.rootedfund.family/,primary,public_web,,0
runway-rooted-fund,RUNWAY (Rooted Fund),Patient Capital,Reparative-finance integrated capital fund for Black communities,https://www.rootedfund.family/,62,candidate_evidence,claim-runway-rooted-fund-intake-013,intake_patient-capital_bucket_signal,RUNWAY (Rooted Fund) has source-backed Patient Capital bucket evidence: source text contains 'social impact'.,candidate_evidence,65,https://www.rootedfund.family/,primary,public_web,,0
raven-indigenous-capital-partners,Raven Indigenous Capital Partners,Patient Capital,impact-driven Indigenous capital firm,https://www.ravencapitalpartners.com/,62,candidate_evidence,claim-raven-indigenous-capital-partners-intake-001,intake_patient-capital_bucket_signal,Raven Indigenous Capital Partners has source-backed Patient Capital bucket evidence: source text contains 'patient capital'.,candidate_evidence,65,https://www.ravencapitalpartners.com/,primary,public_web,,0
raven-indigenous-capital-partners,Raven Indigenous Capital Partners,Patient Capital,impact-driven Indigenous capital firm,https://www.ravencapitalpartners.com/,62,candidate_evidence,claim-raven-indigenous-capital-partners-intake-002,intake_patient-capital_bucket_signal,Raven Indigenous Capital Partners has source-backed Patient Capital bucket evidence: source text contains 'impact'.,candidate_evidence,65,https://www.ravencapitalpartners.com/,primary,public_web,,0
raven-indigenous-capital-partners,Raven Indigenous Capital Partners,Patient Capital,impact-driven Indigenous capital firm,https://www.ravencapitalpartners.com/,62,candidate_evidence,claim-raven-indigenous-capital-partners-intake-003,intake_patient-capital_bucket_signal,Raven Indigenous Capital Partners has source-backed Patient Capital bucket evidence: source text contains 'impact-driven'.,candidate_evidence,65,https://www.ravencapitalpartners.com/,primary,public_web,,0
raven-indigenous-capital-partners,Raven Indigenous Capital Partners,Patient Capital,impact-driven Indigenous capital firm,https://www.ravencapitalpartners.com/,62,candidate_evidence,claim-raven-indigenous-capital-partners-intake-004,intake_patient-capital_bucket_signal,Raven Indigenous Capital Partners has source-backed Patient Capital bucket evidence: source text contains 'values-driven'.,candidate_evidence,65,https://www.ravencapitalpartners.com/,primary,public_web,,0
redemptive-capital,Redemptive Capital,Patient Capital,faith-driven impact investment firm,https://redemptivecapital.co/,62,candidate_evidence,claim-redemptive-capital-intake-001,intake_patient-capital_bucket_signal,Redemptive Capital has source-backed Patient Capital bucket evidence: source text contains 'long-term'.,candidate_evidence,65,https://redemptivecapital.co/,primary,public_web,,0
redemptive-capital,Redemptive Capital,Patient Capital,faith-driven impact investment firm,https://redemptivecapital.co/,62,candidate_evidence,claim-redemptive-capital-intake-002,intake_patient-capital_bucket_signal,Redemptive Capital has source-backed Patient Capital bucket evidence: source text contains 'steward'.,candidate_evidence,65,https://redemptivecapital.co/,primary,public_web,,0
redemptive-capital,Redemptive Capital,Patient Capital,faith-driven impact investment firm,https://redemptivecapital.co/,62,candidate_evidence,claim-redemptive-capital-intake-003,intake_patient-capital_bucket_signal,Redemptive Capital has source-backed Patient Capital bucket evidence: source text contains 'stewardship'.,candidate_evidence,65,https://redemptivecapital.co/,primary,public_web,,0
redemptive-capital,Redemptive Capital,Patient Capital,faith-driven impact investment firm,https://redemptivecapital.co/,62,candidate_evidence,claim-redemptive-capital-intake-004,intake_patient-capital_bucket_signal,Redemptive Capital has source-backed Patient Capital bucket evidence: source text contains 'dividend'.,candidate_evidence,65,https://redemptivecapital.co/,primary,public_web,,0
redemptive-capital,Redemptive Capital,Patient Capital,faith-driven impact investment firm,https://redemptivecapital.co/,62,candidate_evidence,claim-redemptive-capital-intake-005,intake_patient-capital_bucket_signal,Redemptive Capital has source-backed Patient Capital bucket evidence: source text contains 'dividends'.,candidate_evidence,65,https://redemptivecapital.co/,primary,public_web,,0
redemptive-capital,Redemptive Capital,Patient Capital,faith-driven impact investment firm,https://redemptivecapital.co/,62,candidate_evidence,claim-redemptive-capital-intake-006,intake_patient-capital_bucket_signal,Redemptive Capital has source-backed Patient Capital bucket evidence: source text contains 'values-aligned'.,candidate_evidence,65,https://redemptivecapital.co/,primary,public_web,,0
redemptive-capital,Redemptive Capital,Patient Capital,faith-driven impact investment firm,https://redemptivecapital.co/,62,candidate_evidence,claim-redemptive-capital-intake-007,intake_patient-capital_bucket_signal,Redemptive Capital has source-backed Patient Capital bucket evidence: source text contains 'mission'.,candidate_evidence,65,https://redemptivecapital.co/,primary,public_web,,0
redemptive-capital,Redemptive Capital,Patient Capital,faith-driven impact investment firm,https://redemptivecapital.co/,62,candidate_evidence,claim-redemptive-capital-intake-008,intake_patient-capital_bucket_signal,Redemptive Capital has source-backed Patient Capital bucket evidence: source text contains 'purpose'.,candidate_evidence,65,https://redemptivecapital.co/,primary,public_web,,0
redemptive-capital,Redemptive Capital,Patient Capital,faith-driven impact investment firm,https://redemptivecapital.co/,62,candidate_evidence,claim-redemptive-capital-intake-009,intake_patient-capital_bucket_signal,Redemptive Capital has source-backed Patient Capital bucket evidence: source text contains 'purpose-driven'.,candidate_evidence,65,https://redemptivecapital.co/,primary,public_web,,0
redemptive-capital,Redemptive Capital,Patient Capital,faith-driven impact investment firm,https://redemptivecapital.co/,62,candidate_evidence,claim-redemptive-capital-intake-010,intake_patient-capital_bucket_signal,Redemptive Capital has source-backed Patient Capital bucket evidence: source text contains 'legacy'.,candidate_evidence,65,https://redemptivecapital.co/,primary,public_web,,0
redemptive-capital,Redemptive Capital,Patient Capital,faith-driven impact investment firm,https://redemptivecapital.co/,62,candidate_evidence,claim-redemptive-capital-intake-011,intake_patient-capital_bucket_signal,Redemptive Capital has source-backed Patient Capital bucket evidence: source text contains 'impact'.,candidate_evidence,65,https://redemptivecapital.co/,primary,public_web,,0
reinvestment-fund,Reinvestment Fund,Patient Capital,cdfi_allocator,https://www.reinvestment.com/,62,candidate_evidence,claim-reinvestment-fund-intake-001,intake_patient-capital_bucket_signal,Reinvestment Fund has source-backed Patient Capital bucket evidence: source text contains 'mission'.,candidate_evidence,65,https://www.reinvestment.com/,primary,public_web,,0
reinvestment-fund,Reinvestment Fund,Patient Capital,cdfi_allocator,https://www.reinvestment.com/,62,candidate_evidence,claim-reinvestment-fund-intake-002,intake_patient-capital_bucket_signal,Reinvestment Fund has source-backed Patient Capital bucket evidence: source text contains 'mission-driven'.,candidate_evidence,65,https://www.reinvestment.com/,primary,public_web,,0
reinvestment-fund,Reinvestment Fund,Patient Capital,cdfi_allocator,https://www.reinvestment.com/,62,candidate_evidence,claim-reinvestment-fund-intake-003,intake_patient-capital_bucket_signal,Reinvestment Fund has source-backed Patient Capital bucket evidence: source text contains 'purpose'.,candidate_evidence,65,https://www.reinvestment.com/,primary,public_web,,0
reinvestment-fund,Reinvestment Fund,Patient Capital,cdfi_allocator,https://www.reinvestment.com/,62,candidate_evidence,claim-reinvestment-fund-intake-004,intake_patient-capital_bucket_signal,Reinvestment Fund has source-backed Patient Capital bucket evidence: source text contains 'legacy'.,candidate_evidence,65,https://www.reinvestment.com/,primary,public_web,,0
reinvestment-fund,Reinvestment Fund,Patient Capital,cdfi_allocator,https://www.reinvestment.com/,62,candidate_evidence,claim-reinvestment-fund-intake-005,intake_patient-capital_bucket_signal,Reinvestment Fund has source-backed Patient Capital bucket evidence: source text contains 'impact'.,candidate_evidence,65,https://www.reinvestment.com/,primary,public_web,,0
restorative-economies-fund-kataly-foundation,Restorative Economies Fund (Kataly Foundation),Patient Capital,Restorative-capital integrated fund for BIPOC community ownership,https://www.katalyfoundation.org/program/restorative-economies-fund/,62,candidate_evidence,claim-restorative-economies-fund-kataly-foundation-intake-001,intake_patient-capital_bucket_signal,Restorative Economies Fund (Kataly Foundation) has source-backed Patient Capital bucket evidence: source text contains 'steward'.,candidate_evidence,65,https://www.katalyfoundation.org/program/restorative-economies-fund/,primary,public_web,,0
restorative-economies-fund-kataly-foundation,Restorative Economies Fund (Kataly Foundation),Patient Capital,Restorative-capital integrated fund for BIPOC community ownership,https://www.katalyfoundation.org/program/restorative-economies-fund/,62,candidate_evidence,claim-restorative-economies-fund-kataly-foundation-intake-002,intake_patient-capital_bucket_signal,Restorative Economies Fund (Kataly Foundation) has source-backed Patient Capital bucket evidence: source text contains 'stewardship'.,candidate_evidence,65,https://www.katalyfoundation.org/program/restorative-economies-fund/,primary,public_web,,0
restorative-economies-fund-kataly-foundation,Restorative Economies Fund (Kataly Foundation),Patient Capital,Restorative-capital integrated fund for BIPOC community ownership,https://www.katalyfoundation.org/program/restorative-economies-fund/,62,candidate_evidence,claim-restorative-economies-fund-kataly-foundation-intake-003,intake_patient-capital_bucket_signal,Restorative Economies Fund (Kataly Foundation) has source-backed Patient Capital bucket evidence: source text contains 'mission'.,candidate_evidence,65,https://www.katalyfoundation.org/program/restorative-economies-fund/,primary,public_web,,0
restorative-economies-fund-kataly-foundation,Restorative Economies Fund (Kataly Foundation),Patient Capital,Restorative-capital integrated fund for BIPOC community ownership,https://www.katalyfoundation.org/program/restorative-economies-fund/,62,candidate_evidence,claim-restorative-economies-fund-kataly-foundation-intake-004,intake_patient-capital_bucket_signal,Restorative Economies Fund (Kataly Foundation) has source-backed Patient Capital bucket evidence: source text contains 'foundation'.,candidate_evidence,65,https://www.katalyfoundation.org/program/restorative-economies-fund/,primary,public_web,,0
restorative-economies-fund-kataly-foundation,Restorative Economies Fund (Kataly Foundation),Patient Capital,Restorative-capital integrated fund for BIPOC community ownership,https://www.katalyfoundation.org/program/restorative-economies-fund/,62,candidate_evidence,claim-restorative-economies-fund-kataly-foundation-intake-005,intake_patient-capital_bucket_signal,Restorative Economies Fund (Kataly Foundation) has source-backed Patient Capital bucket evidence: source text contains 'philanthropic'.,candidate_evidence,65,https://www.katalyfoundation.org/program/restorative-economies-fund/,primary,public_web,,0
restorative-economies-fund-kataly-foundation,Restorative Economies Fund (Kataly Foundation),Patient Capital,Restorative-capital integrated fund for BIPOC community ownership,https://www.katalyfoundation.org/program/restorative-economies-fund/,62,candidate_evidence,claim-restorative-economies-fund-kataly-foundation-intake-006,intake_patient-capital_bucket_signal,Restorative Economies Fund (Kataly Foundation) has source-backed Patient Capital bucket evidence: source text contains 'philanthropy'.,candidate_evidence,65,https://www.katalyfoundation.org/program/restorative-economies-fund/,primary,public_web,,0
restorative-economies-fund-kataly-foundation,Restorative Economies Fund (Kataly Foundation),Patient Capital,Restorative-capital integrated fund for BIPOC community ownership,https://www.katalyfoundation.org/program/restorative-economies-fund/,62,candidate_evidence,claim-restorative-economies-fund-kataly-foundation-intake-007,intake_patient-capital_bucket_signal,Restorative Economies Fund (Kataly Foundation) has source-backed Patient Capital bucket evidence: source text contains 'impact'.,candidate_evidence,65,https://www.katalyfoundation.org/program/restorative-economies-fund/,primary,public_web,,0
reuben-brothers,Reuben Brothers,Patient Capital,family-led private investment group,https://www.reubenbrothers.com,62,candidate_evidence,claim-reuben-brothers-intake-001,intake_patient-capital_bucket_signal,Reuben Brothers has source-backed Patient Capital bucket evidence: source text contains 'foundation'.,candidate_evidence,65,https://www.reubenbrothers.com,primary,public_web,,0
reuben-brothers,Reuben Brothers,Patient Capital,family-led private investment group,https://www.reubenbrothers.com,62,candidate_evidence,claim-reuben-brothers-intake-002,intake_patient-capital_bucket_signal,Reuben Brothers has source-backed Patient Capital bucket evidence: source text contains 'philanthropic'.,candidate_evidence,65,https://www.reubenbrothers.com,primary,public_web,,0
reuben-brothers,Reuben Brothers,Patient Capital,family-led private investment group,https://www.reubenbrothers.com,62,candidate_evidence,claim-reuben-brothers-intake-003,intake_patient-capital_bucket_signal,Reuben Brothers has source-backed Patient Capital bucket evidence: source text contains 'impact'.,candidate_evidence,65,https://www.reubenbrothers.com,primary,public_web,,0
ring-capital,Ring Capital,Patient Capital,impact_growth_fund,https://www.ringcp.com,62,candidate_evidence,claim-ring-capital-intake-001,intake_patient-capital_bucket_signal,Ring Capital has source-backed Patient Capital bucket evidence: source text contains 'mission'.,candidate_evidence,65,https://www.ringcp.com,primary,public_web,,0
ring-capital,Ring Capital,Patient Capital,impact_growth_fund,https://www.ringcp.com,62,candidate_evidence,claim-ring-capital-intake-002,intake_patient-capital_bucket_signal,Ring Capital has source-backed Patient Capital bucket evidence: source text contains 'foundation'.,candidate_evidence,65,https://www.ringcp.com,primary,public_web,,0
ring-capital,Ring Capital,Patient Capital,impact_growth_fund,https://www.ringcp.com,62,candidate_evidence,claim-ring-capital-intake-003,intake_patient-capital_bucket_signal,Ring Capital has source-backed Patient Capital bucket evidence: source text contains 'philanthropy'.,candidate_evidence,65,https://www.ringcp.com,primary,public_web,,0
ring-capital,Ring Capital,Patient Capital,impact_growth_fund,https://www.ringcp.com,62,candidate_evidence,claim-ring-capital-intake-004,intake_patient-capital_bucket_signal,Ring Capital has source-backed Patient Capital bucket evidence: source text contains 'generations'.,candidate_evidence,65,https://www.ringcp.com,primary,public_web,,0
ring-capital,Ring Capital,Patient Capital,impact_growth_fund,https://www.ringcp.com,62,candidate_evidence,claim-ring-capital-intake-005,intake_patient-capital_bucket_signal,Ring Capital has source-backed Patient Capital bucket evidence: source text contains 'impact'.,candidate_evidence,65,https://www.ringcp.com,primary,public_web,,0
ring-capital,Ring Capital,Patient Capital,impact_growth_fund,https://www.ringcp.com,62,candidate_evidence,claim-ring-capital-intake-006,intake_patient-capital_bucket_signal,Ring Capital has source-backed Patient Capital bucket evidence: source text contains 'impact investing'.,candidate_evidence,65,https://www.ringcp.com,primary,public_web,,0
roche-venture-fund,Roche Venture Fund,Patient Capital,pharma corporate venture capital,https://www.roche.com/venturefund,62,candidate_evidence,claim-roche-venture-fund-intake-001,intake_patient-capital_bucket_signal,Roche Venture Fund has source-backed Patient Capital bucket evidence: source text contains 'long term'.,candidate_evidence,65,https://www.roche.com/venturefund,primary,public_web,,0
roche-venture-fund,Roche Venture Fund,Patient Capital,pharma corporate venture capital,https://www.roche.com/venturefund,62,candidate_evidence,claim-roche-venture-fund-intake-002,intake_patient-capital_bucket_signal,Roche Venture Fund has source-backed Patient Capital bucket evidence: source text contains 'evergreen'.,candidate_evidence,65,https://www.roche.com/venturefund,primary,public_web,,0
roche-venture-fund,Roche Venture Fund,Patient Capital,pharma corporate venture capital,https://www.roche.com/venturefund,62,candidate_evidence,claim-roche-venture-fund-intake-003,intake_patient-capital_bucket_signal,Roche Venture Fund has source-backed Patient Capital bucket evidence: source text contains 'evergreen fund'.,candidate_evidence,65,https://www.roche.com/venturefund,primary,public_web,,0
roche-venture-fund,Roche Venture Fund,Patient Capital,pharma corporate venture capital,https://www.roche.com/venturefund,62,candidate_evidence,claim-roche-venture-fund-intake-004,intake_patient-capital_bucket_signal,Roche Venture Fund has source-backed Patient Capital bucket evidence: source text contains 'mission'.,candidate_evidence,65,https://www.roche.com/venturefund,primary,public_web,,0
root-capital,Root Capital,Patient Capital,agricultural cooperative lender (Global South),https://rootcapital.org/,62,candidate_evidence,claim-root-capital-intake-001,intake_patient-capital_bucket_signal,Root Capital has source-backed Patient Capital bucket evidence: source text contains 'long-term'.,candidate_evidence,65,https://rootcapital.org/,primary,public_web,,0
root-capital,Root Capital,Patient Capital,agricultural cooperative lender (Global South),https://rootcapital.org/,62,candidate_evidence,claim-root-capital-intake-002,intake_patient-capital_bucket_signal,Root Capital has source-backed Patient Capital bucket evidence: source text contains 'mission'.,candidate_evidence,65,https://rootcapital.org/,primary,public_web,,0
root-capital,Root Capital,Patient Capital,agricultural cooperative lender (Global South),https://rootcapital.org/,62,candidate_evidence,claim-root-capital-intake-003,intake_patient-capital_bucket_signal,Root Capital has source-backed Patient Capital bucket evidence: source text contains 'impact'.,candidate_evidence,65,https://rootcapital.org/,primary,public_web,,0
s2g-investments,S2G Investments,Patient Capital,multi-asset climate / food / energy platform,https://www.s2ginvestments.com/,62,candidate_evidence,claim-s2g-investments-intake-001,intake_patient-capital_bucket_signal,S2G Investments has source-backed Patient Capital bucket evidence: source text contains 'mission'.,candidate_evidence,65,https://www.s2ginvestments.com/,primary,public_web,,0
s2g-investments,S2G Investments,Patient Capital,multi-asset climate / food / energy platform,https://www.s2ginvestments.com/,62,candidate_evidence,claim-s2g-investments-intake-002,intake_patient-capital_bucket_signal,S2G Investments has source-backed Patient Capital bucket evidence: source text contains 'impact'.,candidate_evidence,65,https://www.s2ginvestments.com/,primary,public_web,,0
sig-partners,SIG Partners,Patient Capital,permanent equity holdco,https://www.sigpartners.com/,62,candidate_evidence,claim-sig-partners-intake-001,intake_patient-capital_bucket_signal,SIG Partners has source-backed Patient Capital bucket evidence: source text contains 'long-term'.,candidate_evidence,65,https://www.sigpartners.com/,primary,public_web,,0
sig-partners,SIG Partners,Patient Capital,permanent equity holdco,https://www.sigpartners.com/,62,candidate_evidence,claim-sig-partners-intake-002,intake_patient-capital_bucket_signal,SIG Partners has source-backed Patient Capital bucket evidence: source text contains 'long term'.,candidate_evidence,65,https://www.sigpartners.com/,primary,public_web,,0
sig-partners,SIG Partners,Patient Capital,permanent equity holdco,https://www.sigpartners.com/,62,candidate_evidence,claim-sig-partners-intake-003,intake_patient-capital_bucket_signal,SIG Partners has source-backed Patient Capital bucket evidence: source text contains 'long-term capital'.,candidate_evidence,65,https://www.sigpartners.com/,primary,public_web,,0
sig-partners,SIG Partners,Patient Capital,permanent equity holdco,https://www.sigpartners.com/,62,candidate_evidence,claim-sig-partners-intake-004,intake_patient-capital_bucket_signal,SIG Partners has source-backed Patient Capital bucket evidence: source text contains 'steward'.,candidate_evidence,65,https://www.sigpartners.com/,primary,public_web,,0
sig-partners,SIG Partners,Patient Capital,permanent equity holdco,https://www.sigpartners.com/,62,candidate_evidence,claim-sig-partners-intake-005,intake_patient-capital_bucket_signal,SIG Partners has source-backed Patient Capital bucket evidence: source text contains 'stewardship'.,candidate_evidence,65,https://www.sigpartners.com/,primary,public_web,,0
sig-partners,SIG Partners,Patient Capital,permanent equity holdco,https://www.sigpartners.com/,62,candidate_evidence,claim-sig-partners-intake-006,intake_patient-capital_bucket_signal,SIG Partners has source-backed Patient Capital bucket evidence: source text contains 'mission'.,candidate_evidence,65,https://www.sigpartners.com/,primary,public_web,,0
sig-partners,SIG Partners,Patient Capital,permanent equity holdco,https://www.sigpartners.com/,62,candidate_evidence,claim-sig-partners-intake-007,intake_patient-capital_bucket_signal,SIG Partners has source-backed Patient Capital bucket evidence: source text contains 'foundation'.,candidate_evidence,65,https://www.sigpartners.com/,primary,public_web,,0
sig-partners,SIG Partners,Patient Capital,permanent equity holdco,https://www.sigpartners.com/,62,candidate_evidence,claim-sig-partners-intake-008,intake_patient-capital_bucket_signal,SIG Partners has source-backed Patient Capital bucket evidence: source text contains 'trust'.,candidate_evidence,65,https://www.sigpartners.com/,primary,public_web,,0
sig-partners,SIG Partners,Patient Capital,permanent equity holdco,https://www.sigpartners.com/,62,candidate_evidence,claim-sig-partners-intake-009,intake_patient-capital_bucket_signal,SIG Partners has source-backed Patient Capital bucket evidence: source text contains 'legacy'.,candidate_evidence,65,https://www.sigpartners.com/,primary,public_web,,0
sig-partners,SIG Partners,Patient Capital,permanent equity holdco,https://www.sigpartners.com/,62,candidate_evidence,claim-sig-partners-intake-010,intake_patient-capital_bucket_signal,SIG Partners has source-backed Patient Capital bucket evidence: source text contains 'family business'.,candidate_evidence,65,https://www.sigpartners.com/,primary,public_web,,0
sig-partners,SIG Partners,Patient Capital,permanent equity holdco,https://www.sigpartners.com/,62,candidate_evidence,claim-sig-partners-intake-011,intake_patient-capital_bucket_signal,SIG Partners has source-backed Patient Capital bucket evidence: source text contains 'family-owned'.,candidate_evidence,65,https://www.sigpartners.com/,primary,public_web,,0
sig-partners,SIG Partners,Patient Capital,permanent equity holdco,https://www.sigpartners.com/,62,candidate_evidence,claim-sig-partners-intake-012,intake_patient-capital_bucket_signal,SIG Partners has source-backed Patient Capital bucket evidence: source text contains 'long-term success'.,candidate_evidence,65,https://www.sigpartners.com/,primary,public_web,,0
skion,SKion,Patient Capital,single-family office (Susanne Klatten) direct investor,https://www.skion.de,62,candidate_evidence,claim-skion-intake-001,intake_patient-capital_bucket_signal,SKion has source-backed Patient Capital bucket evidence: source text contains 'dividend'.,candidate_evidence,65,https://www.skion.de,primary,public_web,,0
skion,SKion,Patient Capital,single-family office (Susanne Klatten) direct investor,https://www.skion.de,62,candidate_evidence,claim-skion-intake-002,intake_patient-capital_bucket_signal,SKion has source-backed Patient Capital bucket evidence: source text contains 'mission'.,candidate_evidence,65,https://www.skion.de,primary,public_web,,0
slm-partners,SLM Partners,Patient Capital,regenerative agriculture & forestry real assets manager,https://www.slmpartners.com/,62,candidate_evidence,claim-slm-partners-intake-001,intake_patient-capital_bucket_signal,SLM Partners has source-backed Patient Capital bucket evidence: source text contains 'long-term'.,candidate_evidence,65,https://www.slmpartners.com/,primary,public_web,,0
slm-partners,SLM Partners,Patient Capital,regenerative agriculture & forestry real assets manager,https://www.slmpartners.com/,62,candidate_evidence,claim-slm-partners-intake-002,intake_patient-capital_bucket_signal,SLM Partners has source-backed Patient Capital bucket evidence: source text contains 'mission'.,candidate_evidence,65,https://www.slmpartners.com/,primary,public_web,,0
slm-partners,SLM Partners,Patient Capital,regenerative agriculture & forestry real assets manager,https://www.slmpartners.com/,62,candidate_evidence,claim-slm-partners-intake-003,intake_patient-capital_bucket_signal,SLM Partners has source-backed Patient Capital bucket evidence: source text contains 'impact'.,candidate_evidence,65,https://www.slmpartners.com/,primary,public_web,,0
sp-ventures,SP Ventures,Patient Capital,agfood_climate_vc,https://spventures.com.br/,62,candidate_evidence,claim-sp-ventures-intake-001,intake_patient-capital_bucket_signal,SP Ventures has source-backed Patient Capital bucket evidence: source text contains 'yield'.,candidate_evidence,65,https://spventures.com.br/,primary,public_web,,0
sp-ventures,SP Ventures,Patient Capital,agfood_climate_vc,https://spventures.com.br/,62,candidate_evidence,claim-sp-ventures-intake-002,intake_patient-capital_bucket_signal,SP Ventures has source-backed Patient Capital bucket evidence: source text contains 'mission'.,candidate_evidence,65,https://spventures.com.br/,primary,public_web,,0
sp-ventures,SP Ventures,Patient Capital,agfood_climate_vc,https://spventures.com.br/,62,candidate_evidence,claim-sp-ventures-intake-003,intake_patient-capital_bucket_signal,SP Ventures has source-backed Patient Capital bucket evidence: source text contains 'impact'.,candidate_evidence,65,https://spventures.com.br/,primary,public_web,,0
sahel-capital,Sahel Capital,Patient Capital,West African agribusiness PE debt fund,https://sahelcapital.com/,62,candidate_evidence,claim-sahel-capital-intake-001,intake_patient-capital_bucket_signal,Sahel Capital has source-backed Patient Capital bucket evidence: source text contains 'mission'.,candidate_evidence,65,https://sahelcapital.com/,primary,public_web,,0
sahel-capital,Sahel Capital,Patient Capital,West African agribusiness PE debt fund,https://sahelcapital.com/,62,candidate_evidence,claim-sahel-capital-intake-002,intake_patient-capital_bucket_signal,Sahel Capital has source-backed Patient Capital bucket evidence: source text contains 'impact'.,candidate_evidence,65,https://sahelcapital.com/,primary,public_web,,0
sandbridge-capital,Sandbridge Capital,Patient Capital,Consumer growth-equity fund (beauty / luxury / wellness),https://www.sandbridgecap.com,62,candidate_evidence,claim-sandbridge-capital-intake-001,intake_smv_bucket_signal,Sandbridge Capital has source-backed SMV bucket evidence: source text contains 'founder-led'.,candidate_evidence,65,https://www.sandbridgecap.com,primary,public_web,,0
sandbridge-capital,Sandbridge Capital,Patient Capital,Consumer growth-equity fund (beauty / luxury / wellness),https://www.sandbridgecap.com,62,candidate_evidence,claim-sandbridge-capital-intake-002,intake_smv_bucket_signal,Sandbridge Capital has source-backed SMV bucket evidence: source text contains 'growth equity'.,candidate_evidence,65,https://www.sandbridgecap.com,primary,public_web,,0
sango-capital,Sango Capital,Patient Capital,Africa-focused fund-of-funds and direct co-investor,https://www.sangocapital.com/,62,candidate_evidence,claim-sango-capital-intake-001,intake_patient-capital_bucket_signal,Sango Capital has source-backed Patient Capital bucket evidence: source text contains 'long-term'.,candidate_evidence,65,https://www.sangocapital.com/,primary,public_web,,0
sango-capital,Sango Capital,Patient Capital,Africa-focused fund-of-funds and direct co-investor,https://www.sangocapital.com/,62,candidate_evidence,claim-sango-capital-intake-002,intake_patient-capital_bucket_signal,Sango Capital has source-backed Patient Capital bucket evidence: source text contains 'evergreen'.,candidate_evidence,65,https://www.sangocapital.com/,primary,public_web,,0
sango-capital,Sango Capital,Patient Capital,Africa-focused fund-of-funds and direct co-investor,https://www.sangocapital.com/,62,candidate_evidence,claim-sango-capital-intake-003,intake_patient-capital_bucket_signal,Sango Capital has source-backed Patient Capital bucket evidence: source text contains 'foundation'.,candidate_evidence,65,https://www.sangocapital.com/,primary,public_web,,0
sango-capital,Sango Capital,Patient Capital,Africa-focused fund-of-funds and direct co-investor,https://www.sangocapital.com/,62,candidate_evidence,claim-sango-capital-intake-004,intake_patient-capital_bucket_signal,Sango Capital has source-backed Patient Capital bucket evidence: source text contains 'endowment'.,candidate_evidence,65,https://www.sangocapital.com/,primary,public_web,,0
sango-capital,Sango Capital,Patient Capital,Africa-focused fund-of-funds and direct co-investor,https://www.sangocapital.com/,62,candidate_evidence,claim-sango-capital-intake-005,intake_patient-capital_bucket_signal,Sango Capital has source-backed Patient Capital bucket evidence: source text contains 'trust'.,candidate_evidence,65,https://www.sangocapital.com/,primary,public_web,,0
sango-capital,Sango Capital,Patient Capital,Africa-focused fund-of-funds and direct co-investor,https://www.sangocapital.com/,62,candidate_evidence,claim-sango-capital-intake-006,intake_patient-capital_bucket_signal,Sango Capital has source-backed Patient Capital bucket evidence: source text contains 'family office'.,candidate_evidence,65,https://www.sangocapital.com/,primary,public_web,,0
